call_order,id,egpack,scene,speaker_jp,source_text_sha256,record_kind,cn_text,review_status,audit_flags
1019,game_t01018,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,20399FC22AAEC22619DCD16EBD513C08AC00AC325C6B2EBA0EFAD0E10D2CE8DB,text,「哇，你倒打一耙啊」,OK,
1020,game_t01019,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,438A67912B26489EFD75CEA0478F51388A1BA00FCD666A6BA048BCB67A03A427,text,别戳我痛处……,OK,
1021,game_t01020,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,AFDE26ECEF36824F611D00975137F93E772D82E6913F9813AA3CAF96AB45ED64,text,不过看起来心情已经好转了，这样就行了吧。,OK,
1022,game_t01021,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,21B2085244A326A13073BD0F98A3BC469E65C817187A6ACFF49820C620C66677,text,「……喏、喏，饭要凉了，快吃吧」,OK,
1023,game_t01022,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,F84EAD2608C84D99EC57A8EAC12642B502DB4309398A413092DAAC64E632510A,text,「嘛，就当是这么回事吧」,OK,
1024,game_t01023,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,D92C5B605112E34505C538A8341F4F28097B266E297A2EE3B6BA861902271ECE,text,「不过，这也太令人惊讶了」,OK,
1025,game_t01024,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,672FAFD567B649046356EA877118B003AC3F74DF411ADE1DD9E219C9885046C4,text,「嗯，什么？」,OK,
1026,game_t01025,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,66F3B51980A01495D619FC82DB393115987D153E043CBB75706A838F31BD15C4,text,「这顿饭啊。已经三个月了吧？虽然我知道母舰平时也会出海这么久」,OK,
1027,game_t01026,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,7F48DCFC03D37D8A51B76BF9A9CB5E5C8551DC88E4520F3163B534DB2EC90767,text,啊，原来是这么回事。,OK,
1028,game_t01027,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,16CB3C6D32EA090DBC95FDC745825CDEBF948EDD7917B41D0291097C6607DE18,text,「果然差不多该……出现更糟糕的东西了。比如D型餐之类的」,OK,
1029,game_t01028,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,9F75CBAB7F3E3E4E91C67914ADD3CA8D79EF94DDA8B1DD61E05D5B85F86471FA,text,D型……那基本上就是携带口粮啊。,OK,
1030,game_t01029,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,75D866407A9D5FD17EFDA1B2F0C1B93209F25F8A3596C384888406008C97A8E6,text,确实，那个要是每天出现的话会死人的。饮食是人类作为人类生存下去的最重要项目。,OK,
1031,game_t01030,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,58218FFF648AAD7A25715759459ADE772ADF2B9FA37E130CEEC2EA90CC10B9E2,text,「嗯……就算是母舰，这么长时间完全无补给的情况也不多见啊」,OK,
1032,game_t01031,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,4313625DD8A5102A903E127CFD76AFF6434B66782C4CA87C68E193827ACBAF5F,text,「舰船即使是核动力的，人和战术机也会饿肚子」,OK,
1033,game_t01032,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,5A2C85A58356E53E59FC73781E2C7F262285C4102E31238F0756F6315375CDEA,text,核动力母舰虽然不需要航行用的燃料，但通常与补给舰会合，接受物资和战术机用推进剂的海上补给。,OK,
1034,game_t01033,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,EF7C324A36AA46C53A5F72FD8E53860E0BF30DDE1128D828244363897D6C8AB9,text,而且因为基本是在欧亚大陆沿岸展开，所以也不愁停靠港。,OK,
1035,game_t01034,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,15E60E3284B24B71F388CCF9AEBDAFD987A6C84732DBB3DECB6490236CDD3FCC,text,「不过，这次原本就为了长期化而优先装满了粮食和生活物资。还很充足哦」,OK,
1036,game_t01035,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,1CF7BD3F2F6EC3B44EDA08DEE59E1585B45A7C8BF5DDA650EFF1D01E7F1DE303,text,「当然我们的舰艇也是那样，不过母舰果然还是不同凡响啊……」,OK,
1037,game_t01036,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,31FEC3BB189E0D944DB30A590ED68C464C9500B996AEEC095DC158B0685F8D62,text,「嘛啊。……还有，能额外捡到一艘运输船也帮了大忙。而且……」,OK,
1038,game_t01037,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,82953ADE15B378D0BFBCC2DD432247A68A2857A8BC52BEFC362F15DFD153E699,text,「还有呢？」,OK,
1039,game_t01038,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,0C359FDDCE8131DB91DB46612DBFAA734BB5DE52AFF005D71A369C8031F2B601,text,糟了……又是地雷，这个。,OK,
1040,game_t01039,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,9CE0FA0083F87DA99343DA7238B985546DD84D72C950AE606A2CC6FBD0D389F0,text,但是，在这里保持沉默也显得很刻意啊……,OK,
1041,game_t01040,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,7E3A258575DEC63EB17DCA6124DE407F863814B7FA7F64812C24F59E42EFF110,text,「……那个。就算加上从集结的舰船汇合的人员，也还是比规定的乘员少啊」,OK,
1042,game_t01041,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,F09A15009F538C54E5B7570BD165FFB80602714590CF0BC658C96356271C28D2,text,「……这样啊」,OK,
1043,game_t01042,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」,OK,
1044,game_t01043,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,394C1AEF95F326A5195642DAFEA2CC94715FD897CF8A51DA375EC3E546BB21D4,text,「……哎呀。你在担心什么？」,OK,
1045,game_t01044,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,7F71F0857272C585A6D78F482500E24E790659A59B36AA87DE739BE3F3E548ED,text,「不，不是那样的……」,OK,
1046,game_t01045,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,9C819789FF0B62D0B98A05DC12A4BFAF8179FA270EA5C9FF77716C5277C774EB,text,这种话题是避不开的啊……无论从什么话题开始，总会触及到某些地方。,OK,
1047,game_t01046,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,F997B53941ADD678632FF8BE4B9819C5E1769F904A97280BBBD9EB6AD534A39C,text,「那个啊，连死去的同伴的份一起吃下去活下去，这不是基本吗？每次都在意的话会饿死的哦」,OK,
1048,game_t01047,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,183ABFA4658D92F61DB1A0F15663023872F444636449B8D85C3465185C4DF3BA,text,不愧是前线回来的（虽然还没回来）。,OK,
1049,game_t01048,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,5B72AA49A00B999403A63DE9F232316529E15D56D90674ED9BE384D9AD24248C,text,最近刚失去了自己的船，我以为你会介意这种话题。,OK,
1050,game_t01049,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,0F2496E4B9917E78FCA58B7B8BFC5AD044078CD284F09BD7743C88F9C4013F99,text,「……嗯，莉莉娅要是这么觉得的话，那就这样吧。」,OK,
1051,game_t01050,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,42F9BB6AA6E899856831A63A686DDFA216F95E212DA91EC3F0283C5D7F76C984,text,再怎么顾虑也不算过头吧。,OK,
1052,game_t01051,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,75B4B9514A65FE29D9CC61EF6E2AAD52EE91579EF9944484B3A53023874CAB07,text,「……诶？」,OK,
1053,game_t01052,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,BE1B530559A9863FFFF406FF8A00085DBD2F6775E2E5B06C58A74080109C8119,text,「……啊，是这个意思？」,OK,
1054,game_t01053,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」,OK,
1055,game_t01054,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,759050706C0659A1B7D64CB7F9951E66612EBD958DC62C3A059D2F32E002C98E,text,「……谢谢啊」,OK,
1056,game_t01055,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,F1C313F1DB6F97304D3A09E876C83865749FA5EDB5EC03A48ADAEA30017E97A9,text,「……哦」,OK,
1057,game_t01056,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,1C84CDCFB99729C3C8D4E0AFCE9EA01BC859BA12F54A9BA906A0F1A0A8467005,text,尴尬。,OK,
1058,game_t01057,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,6E356203C5590BF8E39E674A1E3FC324AFEADB6DFC801CE497966872A6EB48C9,text,被察觉到体贴，还被当面道谢了……,OK,
1059,game_t01058,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,A7565447ED02EF6C6BB590EEB25965337220CF05FD7519760552E216B8B77F9F,text,大概是我多管闲事了吧……,OK,
1060,game_t01059,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,5DB69FE4D3E41E1880CBA5E0E052593964D788A54973FBB924316858CECCFB48,text,「嘛，因为在横滨装货，所以只有合成食品。不过根据烹饪方法，还是挺能吃的吧？」,OK,
1061,game_t01060,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,C50E506893972D88FC3C8E09BEFF4F2683275E9B7662D7BDCA4F55357B14625C,text,好，我自己都觉得是个不错的话题转换。,OK,
1062,game_t01061,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,9D0063DEC945A496DFAB05603BF2E75A378E2FEED6B6AB7B035FB1821B93D4CE,text,「……哎呀，合成食品很稀奇吗？真让人羡慕啊。」,OK,
1063,game_t01062,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,CB8514E41F28E3628E637B94914507DCA487018D998490C5256065E1A0C9F4E8,text,「诶？」,OK,
1064,game_t01063,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,01449A750CB1C263F1040396DE5966C065BE5364420CBAC6159716BFCC493680,text,「倒也不是不行。欧洲人很会变着花样做，我也不觉得难吃。英国人除外。」,OK,
1065,game_t01064,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,36554A54B03B6E8497B8E60095B299CD9B6B9640FCC04759EF479D051F378838,text,是、是吗。在欧洲前线也不可能天天吃天然食品吧……,OK,
1066,game_t01065,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,389A223EDDF88694315FE9FACE4BE6E53790FF8B39AA03B38DE1FCAC0BBA6D27,text,「是、是吗。说得对啊。哈哈」,OK,
1067,game_t01066,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,D5880344518A7A38E1027D878FEF8E4ECE3EF03B1B12E938789BE04E6CAA73BB,text,「……威尔，果然会被说成是不会读空气吧」,OK,
1068,game_t01067,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,8D2EA204083D8FD32E15C148F9FFFF3C6DF2135A8D18D7862A64872BDCB7E463,text,不对。这反而让我被照顾了……话题确实被转移了。,OK,
1069,game_t01068,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,DC319F4B1E68AB5B20BABDA77A8410F4FAD7375E5EEF39FCE2D82B87A5E20C73,text,这里就恭敬不如从命，随波逐流吧。,OK,
1070,game_t01069,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,F666074459F634C38AF43559AD294ADEDAB7F510D9F867EE4E4B13A1B589CD66,text,「是，长官，我无言以对……」,OK,
1071,game_t01070,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,7FF7E348E8DE3A0C533A37E894698C7555DBBD58302FCE7C386ED99271267DAB,text,实际上，达里尔队长的‘捉弄’，也是为了在这种异常情况下让大家放松心情。,OK,
1072,game_t01071,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,B5E9A9F77CFEEC77BDD24D5BA95B43871F43A5E02E9E59D2F37D63E1F197905F,text,大半只是队长的娱乐吧。,OK,
1073,game_t01072,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,79A53D2F193DF6F4462551F86FEF40571C8B0F7F9B33CE6EB6AD2579DA5AD096,text,「呼呼……嘛，渐渐明白那就是威尔的特点了」,OK,
1074,game_t01073,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,BAD78B479163CF7E25278BF735E9C3744F1176EBD9702BB7697432E33C17BDC8,text,「那个，我可以高兴吗……」,OK,
1075,game_t01074,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,FE833C1A47E8D63C6CA958D8CEEF7E76D1CFD23065722B9DCAA9FCDEAB3A7A60,text,「哦，怎么了威尔，又被骂了？」,OK,
1076,game_t01075,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,D2D972B1AD39E8FC33585547DD2AED0B5D39514BB045566EA1EBBE614A44172F,text,「――喔」,OK,
1077,game_t01076,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,41E7B049B8A22FB7D27A4958E9D88EA8DAE6A17AA4F0395E88C9C7D51B283A82,text,「或者又打算建个游泳池？合众国万岁？」,OK,
1078,game_t01077,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,980BB0EED47F07380277B2278EC2210CE8092307CF48ADA6D370E3AD411F72D5,text,又出现了泳池梗……虽然是我自己提起的话题自作自受，但差不多饶了我吧……,OK,
1079,game_t01078,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,25414EB9F23E0F209A79ECA00A9FCADB5294FBDECF03D7795DFD2ADE03519350,text,「总之那里空着吗？空着的吧。呼——嘿咻」,OK,
1080,game_t01079,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,1D85EE461412569D668D2FD972568142BC2F2AABCA4E6CEBEC6215286E323A20,text,「哦，早上好……看你这表情，好像不是来道早安的啊」,OK,
1081,game_t01080,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,140C128356BF7E9070EF5E7B9DB832DB5452F1640748F16C0C124499E7C17D85,text,「唔啊……通宵之后现在要去睡了哦。这可是为了你们，要心怀感激啊」,OK,
1082,game_t01081,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,828E37D23ED6D0D927FA2AFB20BFFAEB6A62D1572659C5249C4A46B8FC838ED8,text,「我们的……啊，中继机追加制造了啊」,OK,
1083,game_t01082,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,166FDBD0860D97CFA357B5BBA9F4374998C20B5C5D8AA552C1860D504C91C322,text,是吗，已经把所有备用部分都安装完了啊。,OK,
1084,game_t01083,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,96F552BC219D45EC2A67069E8B9EFE1A9B6F75791CE53A2DE43B9D45777B5308,text,「明天就要开始安装了吧？各种材料也开始短缺，我们这边很困难。」,OK,
1085,game_t01084,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,3AD5EF749ADBCC0620AB7ACF1D9124EAF3D7D87AFF8D3540E1718C46CB26498C,text,「辛苦了。哎呀真是的」,OK,
1086,game_t01085,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,301382CF616FDFC0C303C9DFBDDF0BB382F6610387A188C950BA73064D679C88,text,啧。这张脸，看来那家伙又要来了……,OK,
1087,game_t01086,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,8B2B2877080310DB4EEFCE24E92596D9FBE83F74CDC23ED4C37D424967394977,text,「感谢的心情还是有形的东西好啊。甜食之类的最棒了。卫士真是让人羡慕啊」,OK,
1088,game_t01087,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,66913A2E84B506A2EEF973ACFC27D958C433FCDE5BB136A6B4219E2A9BB233A1,text,「……总之你又是来蹭配给品的吧」,OK,
1089,game_t01088,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,D47F9A5EFB53CBD73175024AAB65944B58AF9E75FDF89155CF33B98A5E31917B,text,确实卫士受到各种优待……但那对我们来说也是宝贵的乐趣啊？你明白吗？,OK,
1090,game_t01089,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,6813ABA663300481B4AEF9F0CEB59DB6EB869A0C0FC7BA86DCEA0EC117124A3E,text,…………,OK,
1091,game_t01090,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,8B914BAC5427EB949D67C26328F7FA9C994B205A86237CC21C1F1AE4FB46164B,text,说不出口的自己真可悲。,OK,
1092,game_t01091,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,170511393A075EE3722442DF831D756B1176CC27C78D9C3220ECECFD92C6D7CD,text,「是啊。不行吗？这种是正当报酬哦，你啊。」,OK,
1093,game_t01092,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,4A91A84651CC863A5A2D2241C24B10B3BE490E826B5DCBF505EE2EEA453F4DC2,text,反正说出口也就是这样了。,OK,
1094,game_t01093,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,48FAEA988E5A843BD893E327D21D08DBD3BC8A7F269503A2081F2B2286C9AA3B,text,「姑且也是通过正规命令系统委托给你的吧……」,OK,
1095,game_t01094,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,C2C00BD1B0F563557CA60BC3E4D3FD6727EC80D301E8D05AE1099480BB715295,text,「你的内心对此感到满意吗？驱使年轻少女彻夜工作，难道没有良心的谴责吗？」,OK,
1096,game_t01095,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,72A948759B6BA93435F32C2B8A4C2F9FFAD6579B5C30EC3EE188200751288052,text,「因为罪恶感，踩油门的脚可能会瞬间停住哦？而且是在着舰时。」,OK,
1097,game_t01096,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,C983022E793021459AA7075EFF97C30C8FDD81F42F659715B13792302BA4A13A,text,「……可怜的肯尼迪的甲板被严重破坏，伟大的美军又将失去一架可用的战机……」,OK,
1098,game_t01097,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,5C70C2E9EEE8D9A88E7A0DD41E90DD6C46D60A1C6DF417E3E38B86139586DF80,text,「某个不懂气氛的卫士因为吝啬一根巧克力棒……」,OK,
1099,game_t01098,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,32A1ED9CE1CCD997DF9815128B5A99BD2EE232E4D1F6E20B581F9A0E0008F7F3,text,「……明白了。够了。明天的份我会留好，就说到这儿吧」,OK,
1100,game_t01099,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,8188B38811E312E667ADAE63A3F984987EAB3099AC4C76CBBE255C7D3D7C593F,text,不在这个程度停下来的话，可能会一直持续到JFK沉没的那天。,OK,
1101,game_t01100,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,793E13E435BBE84D0A17E2204EF2260B9F306919EF405C9CD264299DBAEE92D7,text,「哦，你是我的朋友，说话真爽快啊！」,OK,
1102,game_t01101,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,D2CFA4A1069CDFAA438AA14BEEF231591B2522C59E98ABEEB55A42D1E2724D94,text,「完全不算早吧，现在的进展」,OK,
1103,game_t01102,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,0585BE63CD94FF4B718E789851727D9DF7F622EBBE106387FDCF3511CD8EC6D6,text,「……那个……威尔，这位是？」,OK,
1104,game_t01103,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,49806A832A7857BF1C9B7C4FEB98AE90DA30EF8B60DEF0175B8C5F021305326B,text,「……哎呀。威尔，你交女朋友了？」,OK,
1105,game_t01104,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,1EDFB608B35980783062A240CD5D0B3C898046A715A49DC829DD9C274EA38CC6,text,「噗呼——！」,OK,
1106,game_t01105,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,2DF95EB20F37253ADE0BB4B24D7E83951A080705035905E4970709FA16B1F46E,text,这家伙投下了比队长的煽动更厉害的炸弹！,OK,
1107,game_t01106,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,EFC7553B9A95A900E7EE908C69D571F4CC3F2D99F9FEFD53B77A5E7C1D93F506,text,「…………！」,OK,
1108,game_t01107,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,AC03BC92D5FCE425D9FD5E7C9F5C6229796CCC6DA70D4680F9E35C49228579CE,text,「不行啊威尔，带着女孩就别跟我这么亲近地聊天了」,OK,
1109,game_t01108,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,A30A63F8B3F0B86AABBD264E66E35FA59E7B54E788D78ED62BF98C013ECE0D33,text,「梅尔……怎么看刚才都是你单方面在说话吧……」,OK,
1110,game_t01109,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,BCA0EC95EC4E11DB631D130A112032359817D5A575EE8FCC5DC0D1E51B26575D,text,「啊，这孩子就是梅尔……小姐？」,OK,
1111,game_t01110,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,BF1F33E83E11E2164F47E72D5214FAA6D5C9318A2D5F1A4288C03A8E94673F84,text,啊，昨天稍微提到和队长说话时记住了名字吗。记忆力真好啊。,OK,
1112,game_t01111,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,875C84459231399FF3702D3706B77909DF43AEF2BAC736FD1A853F4825E8B94A,text,不管怎样，莉莉娅对刚才那颗炸弹完全没反应，这算是万幸了。,OK,
1113,game_t01112,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,03FA6352767D446742696CCD8C7472EF935B676F2C1E3E23667B5F3925E07904,text,「啊，你听说过我？真不好意思啊！」,OK,
1114,game_t01113,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,404881F19BDE65AA784D1BB1C71EE70650C8F10482689CBBF314DAB64DF7BA6D,text,「梅尔维娜·阿德瓦尼。啊，正在吃饭就不用敬礼了。」,OK,
1115,game_t01114,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,622695DC1908130A831529D75E0D2EA9DFE82000E6019DE135618A508B352AE8,text,「啊，是的，嗯……」,OK,
1116,game_t01115,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,AC5C10BE3A8D2926B410C438B611A1D38D1A61DDF9590F635539E27ADC84A581,text,「联合国澳大利亚海军所属、技术士官、少尉、威尔的前妻……这样行吗？」,OK,
1117,game_t01116,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,D1A1FF3C20589DF2381D3490F667505D8709D614A8CEE0423868733F7C505B54,text,「噗咳！！」,OK,
1118,game_t01117,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,923C945C1A92159792C5862AD152D12F73D915CD1F1823A79FA213BCEBD41907,text,「威尔……你……舰上的纪律什么的……」,OK,
1119,game_t01118,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,76249848E9EA384D7FB24ED739FDBF3525613A809058BA230907A2D56ED6ADDE,text,「不、不是的莉莉娅，那个」,OK,
1120,game_t01119,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,B0B97DAE5F2DD16152B3C73F85364249509174D07AC0A435C5D9757868EF6013,text,「再怎么说，小孩子可不行啊，小孩子……」,OK,
1121,game_t01120,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,3B7C62AE19BFDDB83FDCDD13F394D380C8103508C66DAA3E5B39F42B1CBBCCF0,text,「不对！绝对不是！首先梅尔别看她这样，其实和我们差不多大！」,OK,
1122,game_t01121,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,86A8C6D5D15C1683FC01D1C29F9894B7A605A63E2D4B0FCD0937B596AC8D8947,text,为什么……为什么我总是遇到这种事……！,OK,
1123,game_t01122,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」,OK,
1124,game_t01123,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「…………」,OK,
1125,game_t01124,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,5CB25940DED76FB27DA04ED34FB4237609A6C0E8A32B026A254C793228A73090,text,啊，头痛……,OK,
1126,game_t01125,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,E1D8D45D77EB7E91A64A3272533A061F6B5AA2119C02508D651DED4C77FF102A,text,「――那个啊，我现在介绍一下……」,OK,
1127,game_t01126,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,4EEE9D216DE44ECB3FD77AFB47CC1D5E571893F381BFD9854FDE439BC64858E1,text,「……噗」,OK,
1128,game_t01127,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,70F750D0D1084AE9D700F74D4909AB6E8865DEFDBA8E700A2320A08641F7026B,text,「……呵、呵呵」,OK,
1129,game_t01128,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,75B4B9514A65FE29D9CC61EF6E2AAD52EE91579EF9944484B3A53023874CAB07,text,「……诶？」,OK,
1130,game_t01129,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ED98599E3DA512823BABC090AE61B08F8069B2ABB86FA1F4036DFF81C9ACC4BE,text,这、这次又是什么？你们两个在笑什么！？,OK,
1131,game_t01130,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,319B5FEFFC1FF4D38CF7BE932CE6F60EB56FEE02F9D65B24CE5387E6DFD71B7B,text,「啊哈哈……对不起威尔，刚才那个有点好笑呢」,OK,
1132,game_t01131,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,3B71E88FB520953B778F5876614A5A43B000B9FAD353AE94F89CAE2533C18967,text,「是个有趣的青年吧？就算熬了一夜也想逗逗他呢。」,OK,
1133,game_t01132,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,768EEE8403CFC313CECE18437A510CC17F4E22303772A66E4F4176A168BDE525,text,「你、你们……！」,OK,
1134,game_t01133,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,50311BC0611146500BC0E0DDE38E487308BF8E137E246EA8C170790572523905,text,没想到莉莉娅第一次见面就突然和梅尔结盟……,OK,
1135,game_t01134,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,9A2F1A3E1A3D08635A7B6025B9C074D5BD4810F21B58AC15A2FA0C888F88EE19,text,伟大的肯尼迪总统，真羡慕您那个军队里只有男人的时代……,OK,
1136,game_t01135,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,59146242521AE53F7286E8765C9587C576DFB2DB56F9AF942C79409FA90AC892,text,「那个啊威尔，都这样了，我不会产生奇怪的误解的」,OK,
1137,game_t01136,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,CA179695FB37040289BE0A246173574AF9150F987E0641246858407422B8FB3D,text,「还是说，你有什么容易引起误解的亏心事吗？」,OK,
1138,game_t01137,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,EFC7553B9A95A900E7EE908C69D571F4CC3F2D99F9FEFD53B77A5E7C1D93F506,text,「…………！」,OK,
