call_order,id,egpack,scene,speaker_jp,source_text_sha256,record_kind,cn_text
940,tda03_t00939,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,E92246A4B75EA2E4B4215F4811B6270427C32F6F50488E2620A7814AF53324AF,text,「哈！？别随便把人说成M啊……！」
941,tda03_t00940,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,1F50C2A7BFD557F85A860FF9C795999AEC54AF04C1CA6B02C67C3DBFD1AED6C0,text,「最后是梦想未来的追梦人！人类未开发地带！万人之妹！给我染上你的颜色吧！美——樱——乃——雫——！」
942,tda03_t00941,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,B0F7755E43F88030ACBA6A89DFD9DE9BCE55C2DCE863524BBAD005B9981D922C,text,把美樱乃也列入候选，就看出这家伙的道德已经完全崩坏了。
943,tda03_t00942,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,9E5426870CB12F45E7B15025F9580B97E82A72EBC3076FA0B29D244E6AC3B7A1,text,「那么——三位选手都到齐了。怎么样，解说员龙浪先生？先尝哪一个都很美味哦？」
944,tda03_t00943,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,D258DFA1B1EB9282889B3757272F1A25EABA31280C57F5F2794292E5563A7516,text,你不知道惹毛女生团体的可怕吧？
945,tda03_t00944,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,C14CD71BC9D19C4E8D1CC65C2FE21857E03B7122222D2E21F74F5F377CC7C64A,text,我小学在林间学校的时候，亲眼看到同班女生故意用掉在地上的肉做的姜汁烧肉，让讨厌的老师吃下去了啊。
946,tda03_t00945,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,28FABADCEB6738C74B2240ED8340D080D2FBC96800FA65C1866E2C4A9D6CB1A8,text,不能小看结成团伙的女人。那可是会要命的……！
947,tda03_t00946,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,710BF624637714FA1AC974A6F870E0B92C20FD6E68432A3D465351F8DC67D8A2,text,「我说你啊……真的，适可而止吧！这可不是闹着玩的！」
948,tda03_t00947,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,5F7DCDCEA82D1F03E2E791CD3F5B3B872734B0E84A0CF6A504B77CA7B72CE030,text,尽量别和女人为敌……这就是我的活法。
949,tda03_t00948,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,EE097F8B862624E18EB345BBBA87CBCE022BEDC4782E7F7A4D81F4BF65198807,text,「我说你啊……真的，适可而止吧！摆在面前不尝才是失礼吧！」
950,tda03_t00949,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,7EFEBC68CCF6EDC6F63ACE3B0148700CD4E662F42B1857CDC3AF47D07CF3214B,text,「你想得太认真了？这种事随便应付就行啦！」
951,tda03_t00950,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,7B4A929B2AD952E1AFF485C73BD639270FC0E5BE4E181E8FDA04C58953D802C2,text,「哈……？」
952,tda03_t00951,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,CC7FA5161BBEE50AE40A75D25BA4B1A0226C2483D86892724AD7EB5E0193FE60,text,「我说过吧，现在这年头，认真找老婆生孩子是傻瓜才干的事」
953,tda03_t00952,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,D8A2150A535E25BCA9519191564EA888B66451B2FDBC38AA0B730108762D2230,text,「我们也不知道自己能活到什么时候吧？哪有时间生孩子玩家庭游戏啊！」
954,tda03_t00953,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,7B5CE68281B13DC73AABE1F37090C06518B38D066CE3074AD84949D319DA9394,text,「不，就算生了孩子国家也会收走，连家庭游戏都很难说」
955,tda03_t00954,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,688FB2E5224E3C254FFD0F57E564AAA57A6D7198C16089052E40FECACB078C0A,text,「说什么为了优先给孩子分配食物！其实是为了把他们训练成士兵吧！别装模作样了，可恶！」
956,tda03_t00955,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,EF6DEB11F518CC6FD63D83FD187B48FB31564495C61CEC0CC4684CD7454EB59F,text,松风，你……。
957,tda03_t00956,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,B999DAA4217B23CC884E687C00DEDA92C442AD9769E1FABF8676C71D65A55B7B,text,「所以尽情玩乐吧，龙浪。不管男女，当然是开心快乐更好啊」
958,tda03_t00957,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,ADBB44C4D4256CE07C028B0DFD4C39E064E02C97680C5702C79A9005F6C8C8F6,text,「男人去搭讪去抱女人，不就是对女人的温柔吗？是在说你很有魅力，和你在一起很开心啊」
959,tda03_t00958,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,FE95390FEC9BF51B02A417DD1946C3A15063E05BC6D3B83EABE7315CEF557175,text,「嘛……你说得也有道理。但是……我现在实在没法考虑那些事」
960,tda03_t00959,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F63E338A9FAE446F20AE3D105F2318D7C4D921EFF8749A1D9931F4BD94DD5F65,text,「…………」
961,tda03_t00960,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,D8DFF293BC47E66B945C1593461B7D3E87DD12BE811F343A84E1B8A77ED3CA47,text,「现在的我正在服丧呢……」
962,tda03_t00961,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,2DBC7F40BCD9A245DC4CE0C23155E1AABFC9E4994718E25FAAED4C870C5717D6,text,「服丧……」
963,tda03_t00962,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,B8B99552AF7DD8B87DB6B572574AE3904D758B1672E94CA3440CC32A7A5D498C,text,「……队长还有浅葱他们死后，还没…………」
964,tda03_t00963,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F63E338A9FAE446F20AE3D105F2318D7C4D921EFF8749A1D9931F4BD94DD5F65,text,「…………」
965,tda03_t00964,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,DEF000D62A8DCC85CAA20AB5A299F2B58DD664090103D6477518C3EBE3D703CC,text,「……我明白你是想让我发泄一下。」
966,tda03_t00965,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,9D4B5DBC7DA39CA49E6D0EE88A10F5D376A64350EC5AD013FDEEBF93F2F33F35,text,「但是呢……我想在这里好好地悲伤一下。……要是死了立马就被遗忘，那也太悲哀了吧。」
967,tda03_t00966,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,8D57DFE7C4BFBFD78FFCC355446AEAE90DA2B274F0D23F47DE99CD49B55DA081,text,「队长他们才刚死……。我没那么容易能转换心情。」
968,tda03_t00967,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,2352EB915B63D6DAB9877ECD639BEE2A08CA28C256474F2D2D5453BC12D2B639,text,「……这样啊」
969,tda03_t00968,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,EB2E5BB7E5A8BD6B7661B6A7E0BD1B5CFE92B133FEF5CB6F6A1132D084589C7B,text,抱歉啊，松风……。你是想让我这个犹豫不决的人快点做决断吧……。但是啊……。
970,tda03_t00969,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,A2E8CFDD4634DE38D4A397120A3ED938A095F4A12DB2ED574AC7DCFAC7C76060,text,我没能救得了那家伙……。
971,tda03_t00970,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,7A5C7E38849846E673D3F534B7044D002BC883110FFF729F244D9631527C39C9,text,要是忘了这件事，不是太卑鄙了吗？
972,tda03_t00971,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,3F2DCB1D7DE039F28CA9D203FA42A81B9CC76ED261DDA203D156BB08EA34B7A5,text,「……喂，队长是在哪里牺牲的？」
973,tda03_t00972,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,889F7090DA86C158A36613CCE26B75D7B8621C13A48CCDD955DE580FC3772D4C,text,「那个人也是我的上官啊？告诉我吧。」
974,tda03_t00973,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,5D97B2EBDEF71F6EDDB98EF0008284925644217C6B32A1C12A914C5F37108950,text,「把死去的同伴的事好好传颂下去，才是卫士的作风吧。既然在服丧就更应该这样了。」
975,tda03_t00974,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F830C6D50845FDAD9DC128ACDF2CE0D8EDC4DBF48D360C0B9D24C375B4A65618,text,「啊，啊啊，说得对……」
976,tda03_t00975,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,E1BF3D76E8EB3E7DC651C7C31C7D788CC0EEAFE708FE7464720C6D16AA9CA4E4,text,我调过来以后，和这家伙一起胡闹，被队长骂过，也被他逗乐过——就连松风，你也很仰慕那个人。
977,tda03_t00976,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,9F020328ED4DD4C05F84506B84C4DB7A9E188C06AB2544EE89B221C30E007536,text,非说不可啊……。
978,tda03_t00977,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,7B4ED05C35DFED91DDDFB8817322296B2F6FF8227F5A41E39D2B2EC6E5AAA7B7,text,这家伙有这个权利……。
979,tda03_t00978,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,78E8DDED869CD977A9FBB112A4BB940442A1511FE8FE8A2F00A5F1B43208C100,text,「队长他……那个…………」
980,tda03_t00979,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,97BDDB827E91A2C662549E6970E3164C77746A10A9C4C831C139527396F3F00C,text,「在哈德逊湾周边的战斗战败之后……。推进剂耗尽，我们只能徒步逃跑…………」
981,tda03_t00980,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,00F2C8CA52B467E05A6B7D201AAED034361248923D8B675C68E142D6174B88DD,text,「一边躲着敌人一边逃……但是，粮食也没了，方向也搞不清了…………」
982,tda03_t00981,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F63E338A9FAE446F20AE3D105F2318D7C4D921EFF8749A1D9931F4BD94DD5F65,text,「…………」
983,tda03_t00982,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,10A0660A784B0A7CDE67B36C41A7BB948161E998FF72199E5F964537AAACF48B,text,「大家都惶惶不安……朝队长发火泄愤…………」
984,tda03_t00983,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,131AF0A6FFE0A6D0304667142FD3EA9042884E5D192E5CD3833F4CD921F499FB,text,「然后……然后…………」
985,tda03_t00984,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,2F1C0360DBC1528FD3DA0602726022D179D6CA47F2996A8FFCC72BE624AD4873,text,那个人……。
986,tda03_t00985,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,C4D58FAB30972447818DAFB58B6E69EA517D50C0DA598F1BB1B1B6885E5BF3B0,text,「……抱歉。够了。」
987,tda03_t00986,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,E8E068D0669184051D30484B4E59A982DEC2D2836A7860B816D957BA67D109BD,text,那个人对我来说，就像父亲一样……。我父亲很早就去世了。
988,tda03_t00987,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,C360FBE1269DB4ECD5442D432FBD60A29E833FB6F8A488020B1FBD74FE55C92F,text,调来以后，他一直严格教导我。
989,tda03_t00988,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,D14FDF02A7F842977080A80FFE611F01E459C7C279EB67FF4E9E52A865E72092,text,「…………不。我想让你听我说。」
990,tda03_t00989,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,3541F65C620EFA9E890950825C7B4DAEAA16DC71B3C51181C6F0A7885CFE0941,text,「……明白了」
991,tda03_t00990,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,6C5E1DECD203971686AA2E79E5DD117697908C08AB5F85A324EDF9F347F875B7,text,「……那是绝望的状况。周围全是敌人，又不能留下逃跑的痕迹。」
992,tda03_t00991,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F63E338A9FAE446F20AE3D105F2318D7C4D921EFF8749A1D9931F4BD94DD5F65,text,「…………」
993,tda03_t00992,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,C8A770C3670ADF952E17E33EA3F8FA60903738E1250E994F9E0E703356691DBD,text,「……食物不足和政府功能不全，居民们都杀气腾腾的……到处都在互相残杀……」
994,tda03_t00993,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,5581DCC713752423203430DD4A096B5C3FFE1A8CBA46CFB855941DD75AD8D47E,text,「队里的同伴们也成了牺牲品……前两个人还造了墓……但后来顾不上那些了……就丢在暗处不管了……」
995,tda03_t00994,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F54A1F74A28BD16152B123DA03AC01166B628952B45A3543BBD740928B6E5CEB,text,「本来就精神紧张、压力积攒，又加上抛弃同伴的愧疚感……」
996,tda03_t00995,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,E7E3B10346D67C8BF06CE95A5F86909BF3186839287DBFD943D5121BB0B67EBD,text,「还不止这样。对自己这种人觉得无可奈何的那份心情……也让人厌恶……沉重……」
997,tda03_t00996,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,D95571D818591C5C95FD5DD0797DB42ED6EFB2E9A535D1F966970E65505AC8FE,text,「嘴里说出来的全是充满杀气的话。之所以待在一起，也只是因为自己想活下去……仅此而已」
998,tda03_t00997,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F63E338A9FAE446F20AE3D105F2318D7C4D921EFF8749A1D9931F4BD94DD5F65,text,「…………」
999,tda03_t00998,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,D3A6A4A3A99760621574569A262BB9FC3D68FEFC5502F8B04BCDCBCF50AB1541,text,「队长拼命想鼓舞大家，但我们没有那种余力，还把气撒在他身上……」
1000,tda03_t00999,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,805E45BF08F95EDE68859FD7FF0E96F8CBAF2B46219C61AEE839C7EF858E9449,text,「他是个坚强的人啊……不只是因为他是队长，作为一个人也很坚强。以前还经常被他用剑道狠狠操练呢」
1001,tda03_t01000,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,86F674A8AF73EBD2D827F9C08FDB9601E3D973C33A0D831DA6578760AF6261F4,text,「啊……他还喜欢钓鱼。老说什么‘那需要忍耐力’之类的话」
1002,tda03_t01001,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,A06E0EE27F5AABF217882E8D7456BC5ED9E0F2A1BC5AC5BC4256A0F19A5472D9,text,「对对对。你小子明明家里是卖鱼的，却讨厌钓鱼，还被他笑话说不适合你的性格来着」
1003,tda03_t01002,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,9EE2C9DDF2EB3B167D551AE292B7B55367D1EA9CF9B9805F4F53B24FF7B8B13E,text,「跟父母没关系，再说我家早就是‘前·鱼店’了……」
1004,tda03_t01003,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,ABB6D7569B9DE8577F66AA65CFFFB5811B107107A70F331D5B06B8B4F6B606CE,text,「是吗……」
1005,tda03_t01004,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F63E338A9FAE446F20AE3D105F2318D7C4D921EFF8749A1D9931F4BD94DD5F65,text,「…………」
1006,tda03_t01005,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,DD68D9829C345A723C7D9EC95938C74FA3B99F5E36DD18FC4919DF86F4934715,text,「…………喂？ 我说你啊，要是没东西吃了怎么办？」
1007,tda03_t01006,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,80B2B11ADC43A73CB4F8FA36A3DDEDA85CC242774C572CF6CE545B1BD4FA03E0,text,「嗯？ ……你是说，连找都找不到的地步吗？」
1008,tda03_t01007,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,CA237C68AD09E297B25C4393ECF8F0E0B30505E4BED679D78B589030F35075A7,text,「杂草也好树皮也好，真有心的话连土都能吃。死不了人。但那些能叫食物吗？」
1009,tda03_t01008,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,0D55C066FBCB3070F309D43118BF60D8BA2116021D2147EF5F11B6E8DCD4DDAF,text,「就算眼前堆满了那种东西，你小子，能想着靠那玩意儿活下去吗？」
1010,tda03_t01009,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,4864FBDBD07E39A9B670F398E9D0CFBCBD73CD8C5D9EE89DB6F57C1FECB5E834,text,「……你想说什么？」
1011,tda03_t01010,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F0E40270575A1F41938AECAF9EC07C670480E6A6C123330767495A0729CFCCF8,text,「…………我看到了那个答案」
1012,tda03_t01011,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,5C8EFDB623C10E641E6A42A1EF78A0B584017095E27EB50FA8E576E55AA22B52,text,「……欸」
1013,tda03_t01012,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,184105728E739D24ADADA571E043C2C29280C33DA845C25DFD09A95C157EFECE,text,「有一次，我们到了一间无人的废弃房屋……为了确认有没有保存食品，我们闯了进去。然后在里面……」
1014,tda03_t01013,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,E58021A88E53720B9BD6C591932350A9A08410EE910D35221A1B5D3BED0A8759,text,「一开始我还搞不清那是什么。一直都……要是从来没搞清就好了……」
1015,tda03_t01014,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,CCF219D662C9EBD7ADCEF5CA36CE49983EF05C8DEC81807C1810CD8D554C18E2,text,「难道…………」
1016,tda03_t01015,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,D4C690274B6E658B5F1B048AD73CCE4FE0808BDCEB45F335741AB3FCEA6202D8,text,「…………这帮家伙……疯了……」
1017,tda03_t01016,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,B1C7B7ECACF8B05FA53031B3ADFE3BAD64699495A02B505B2A3C1AFD14ACFF2D,text,「这也是……人类的业障啊……」
1018,tda03_t01017,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,DA2FC1143A7F7A3FC6A1CE754145934135D4B253E61EEFCA22255295ED29921E,text,「都疯了，你也是我也是这帮家伙也是——！可恶……！去死吧——！」
1019,tda03_t01018,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,52D5707239017B178364155C8174C07E54745A502A685A0D1F156691B3BDDB2C,text,「浅葱……这也是……为了活下去……的现实……」
1020,tda03_t01019,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,B1CF234E7B00A4B5A8A7CC650BC1BE04DA882970529C9A0CDBFF42C50707BF35,text,「哈……哈、哈哈……啊哈哈……」
1021,tda03_t01020,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,80AE77A6340F1B23DA689C4AA898E79CA196AF5D9C96B388B4A41F1925ECFF3C,text,「那一瞬间，我们每个人心里，都有什么重要的东西‘啪’地一声折断了」
1022,tda03_t01021,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F63E338A9FAE446F20AE3D105F2318D7C4D921EFF8749A1D9931F4BD94DD5F65,text,「…………」
1023,tda03_t01022,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,CE3CB7736193156D3024C4AAE98E5EC32E6D046F9CB7700C4D47BF1C6A7E01D7,text,「而且，那里根本不是无人屋。寺本遭到袭击受了重伤……死了」
1024,tda03_t01023,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,81A1E772ADC8B5CD3D935A4BB5AF9153CF4B228F8AD8F88F23DEEAD359E74239,text,「回想起来，队长从那时起就有点不对劲了——但发现的时候已经晚了。而且注意到这点的只有柚香一个人」
1025,tda03_t01024,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,0C8F64E307135427BAE7F8E83A08A0BA5978A4EA9F07EE1700A5E9A01A058BDC,text,「那个柚香来叫我们……然后我们去了」
1026,tda03_t01025,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,3255D01953EA2654EB4FFF97CEEC64831AB4553F25E0D12B8DC80A48957E0581,text,「队长上吊了…………」
1027,tda03_t01026,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,DDCF3996F56CA0E74F15E5E93D18A4E717E1517FB41346E1B9252839F19C3A94,text,「…………」
1028,tda03_t01027,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,29CFD2628B67355D90F33448717A6837F3F3D45C0B39695C7658638AB6AF4A86,text,「就连队长也……不，也许正因为是队长。一旦崩溃，打击太大了吧……」
1029,tda03_t01028,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,DAE159BDE842137AEF38B1CA26AF58B850E901DF5703599CE99456475FA8707C,text,「…………大概不是那样」
1030,tda03_t01029,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,CB8514E41F28E3628E637B94914507DCA487018D998490C5256065E1A0C9F4E8,text,「诶？」
1031,tda03_t01030,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,134A5FD4B100B651E028E85796A47CDDBFE50F74B87BAFA50F2AA3CC0A5FBFD7,text,「那不是因为软弱。而是极致的体贴……我是这么想的」
1032,tda03_t01031,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,2CBCB967AF883658AF459EAC5FAB6AE3983698E4D97EB522E9F8B1A9BABB3F5C,text,「什么意思？把部下丢下自己去死，这也叫体贴……」
1033,tda03_t01032,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,9B5680AB08776FE8D9E174B6067CA53C930F75626F17BDD03DB7C22998D7AB7F,text,「他是在那件事中找到了意义啊」
1034,tda03_t01033,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,FE078B0625D55DA31D5EA2A592C9358151DCEFD6B9C16890BA5C532D652DCC08,text,「……抱歉，我不懂」
1035,tda03_t01034,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,00C2E7C8148ABCD1FC9D7DD8FF9C03F40D52D94011B59185872ED04D277FB5DC,text,「在那间破屋里，我们亲眼目睹了人类为了活下去不择手段的业障」
1036,tda03_t01035,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,3EEFF15AD602709BCF25F79B764B7CCDB4CEC68074F6821E33FDF2EFFA175693,text,「队长背负了那份业障，为了我们。也为了让寺本的死不至于白费」
1037,tda03_t01036,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,FFCA8211A7B05532CE0894A00F5406EBAB089670484918A9503C8BD1CD754DAE,text,「等……等等……那该不会……难道——」
1038,tda03_t01037,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,524668478E318BD307C23A6B16EA3BE206DEE802BC3557834C213440A0F07CFB,text,「怎么会……怎么会这样……为什么偏偏是你先崩溃了啊……」
1039,tda03_t01038,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,E106FEF6E7461597D6DED9CDAD9E4539D6F6CFE9CD29BB1ED4E778058F4451CA,text,「昨天寺本少尉去世后，他就有点不对劲……」
1040,tda03_t01039,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,3877D39E23E3BCFF9040BD2169D7E7290A899F186E28DCD3AA12997C9257A84B,text,「那就能成为自杀的理由吗……！？开什么玩笑……！！」
1041,tda03_t01040,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,4707A8AB8E4A9A333E1392A36B4382BD8E889638A0335D868CA926EC72C60E6D,text,「——！你藏了什么！拿出来——！」
1042,tda03_t01041,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,3B7E533884522A164F9DFFBB0FA299563031DC928AAF9A6AC5F5337B5692DC30,text,「不、不行——！那是——！——痛……！」
1043,tda03_t01042,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,C377F79BCAF43E2ED98404CE966AC4012000E3A02925DD20A2E99DF63495CC2C,text,「乖乖交出来，就不用受伤了……！」
1044,tda03_t01043,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,8E6BAE576A92B5A9200F6141018C4145C2A6ABBBB4EC07EAFC9A8E694A8D7D5B,text,「……你……你在说什么啊……」
1045,tda03_t01044,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,4A37683440226156758E1A555DEA7A820EF168B6FD8A9AF0038A742AF1E4904E,text,「……所以我才说不行。一起……把他们埋葬了吧。这样放着，他们两个太可怜了……」
1046,tda03_t01045,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,AB4B23323ED86DEB8F8D8D9DCD2447E37F164BE9EE7F74463C013F51E1C04B2A,text,「……不」
1047,tda03_t01046,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,F63E338A9FAE446F20AE3D105F2318D7C4D921EFF8749A1D9931F4BD94DD5F65,text,「…………」
1048,tda03_t01047,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,E679DB9C72CEC80660C9E27CC3A6269905531D28C5E57C3B33F13054F407A435,text,「……还有人等着我回去。而且……」
1049,tda03_t01048,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,7EEF6E5373CFFEA1B4297B28032B880D37225DDD73AC2BC122F094D6F175F6F9,text,「浅葱少尉……」
1050,tda03_t01049,2005年12月29日_05：夜：酒場にて.egpack,2005年12月29日_05：夜：酒場にて,,2DE135DEDE2ADCF649324948319A606401075A0373ABEE56AF585AFAD235BF33,text,「……我们……应该实现队长的……愿望吧……」
