jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
千堂柚香,千堂柚香,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 080_承_2005_10_12 孤児院1回目・まりも不在01,mixed,414,unscoped,5,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
千堂柚香少尉,千堂柚香少尉,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 080_承_2005_10_12 孤児院1回目・まりも不在01,mixed,416,unscoped,5,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
参加者,参加者,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 110_承_2005_10_18 市街地警護任務1・空振り01,mixed,418,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
古手川先生,古手川老师,candidate,080_承_2005_10_12 孤児院1回目・まりも不在01 / 100_承_2005_10_14 居住区休日・孤児院2回目01,mixed,420,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
司令部,司令部,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 130_転_BETA大規模再襲撃01,mixed,421,unscoped,10,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
各小隊長,各小队长,candidate,020_起_第６次シアトル防衛線01 / 130_転_BETA大規模再襲撃02,mixed,423,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
合衆国,合众国,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01,mixed,425,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
和美,和美,candidate,080_承_2005_10_12 孤児院1回目・まりも不在01 / 100_承_2005_10_14 居住区休日・孤児院2回目01,mixed,430,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
国連,联合国,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 130_転_BETA大規模再襲撃02,mixed,434,unscoped,12,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
国連軍,联合国军,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01,mixed,438,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
地球,地球,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01,mixed,440,unscoped,13,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
基地,基地,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,441,unscoped,34,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
声,声音,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,443,unscoped,32,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大和,大和,candidate,130_転_BETA大規模再襲撃02,mixed,453,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大型種,大型种,candidate,020_起_第６次シアトル防衛線01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,456,unscoped,10,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大尉,上尉,candidate,110_承_2005_10_18 市街地警護任務1・空振り01,mixed,457,unscoped,5,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大隊各機,大队各机,candidate,020_起_第６次シアトル防衛線01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,462,unscoped,8,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大隊長,大队长,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃03,mixed,463,unscoped,36,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
太平洋,太平洋,candidate,050_承_2005_10_08 軍葬・ハンガー・宿舎01,mixed,464,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
女,女性,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃03,mixed,465,unscoped,61,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
女の子,女孩,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 100_承_2005_10_14 居住区休日・孤児院2回目01,mixed,467,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
子ども,孩子,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01,mixed,472,unscoped,39,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
子どもたち,孩子们,candidate,070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 130_転_BETA大規模再襲撃01,mixed,473,unscoped,12,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
子供,孩子,candidate,050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01,mixed,475,unscoped,56,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
寺本,寺本,candidate,010_序章_響の悪夢01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 070_承_2005_10_11 物資受取・雫・エレン01,mixed,479,unscoped,5,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
小型種,小型种,candidate,020_起_第６次シアトル防衛線01,mixed,480,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
小隊,小队,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,486,unscoped,100,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
少尉,少尉,candidate,010_序章_響の悪夢01 / 020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,491,unscoped,184,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
市民,市民,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01,mixed,509,unscoped,27,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国欧州派遣軍,帝国欧洲远征军,candidate,090_承_2005_10_13 まりも日米会議・ハンガートーク01,mixed,512,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国軍,帝国军,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,517,unscoped,39,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国軍兵士,帝国军士兵,candidate,070_承_2005_10_11 物資受取・雫・エレン01,mixed,518,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国連合艦隊,帝国联合舰队,candidate,130_転_BETA大規模再襲撃02,mixed,523,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
強襲揚陸艦ボクサー,强袭登陆舰拳师号,candidate,070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01,mixed,529,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
悠陽,悠阳,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 140_結_エピローグ01,mixed,537,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
悠陽殿下,悠阳殿下,candidate,060_承_2005_10_10 まりも・警備任務プレ01,mixed,538,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
戦術機,战术机,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,543,unscoped,121,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
戦術機小隊,战术机小队,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 130_転_BETA大規模再襲撃01,mixed,545,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
戦術機母艦,战术机母舰,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 130_転_BETA大規模再襲撃01,mixed,546,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
戦術機部隊,战术机部队,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,547,unscoped,22,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
戦術機隊,战术机队,candidate,020_起_第６次シアトル防衛線01,mixed,548,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
戦車級,战车级,candidate,020_起_第６次シアトル防衛線01,mixed,552,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
担当官,值班军官,candidate,060_承_2005_10_10 まりも・警備任務プレ01,mixed,554,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
整備兵,整备兵,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01,mixed,564,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
斯衛,斯卫,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 110_承_2005_10_18 市街地警護任務1・空振り01,mixed,573,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
斯衛衛士,斯卫卫士,candidate,070_承_2005_10_11 物資受取・雫・エレン01,mixed,574,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
日本帝国,日本帝国,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃03 / 140_結_エピローグ01,mixed,579,unscoped,16,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
日本帝国欧州派遣軍,日本帝国欧洲派遣军,candidate,090_承_2005_10_13 まりも日米会議・ハンガートーク01,mixed,580,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
本国,本国,candidate,090_承_2005_10_13 まりも日米会議・ハンガートーク01,mixed,593,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
松風,松风,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,596,unscoped,33,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
松風諒一,松风谅一,candidate,050_承_2005_10_08 軍葬・ハンガー・宿舎01,mixed,599,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
松風諒一中尉,松风谅一中尉,candidate,050_承_2005_10_08 軍葬・ハンガー・宿舎01,mixed,601,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
柚香,柚香,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃03,mixed,608,unscoped,84,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
楠本,楠本,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃03,mixed,614,unscoped,27,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
楠本さやか,楠本沙也加,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01,mixed,617,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
機分隊,机分队,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01,mixed,623,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
浅葱,浅葱,candidate,010_序章_響の悪夢01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 070_承_2005_10_11 物資受取・雫・エレン01,mixed,639,unscoped,8,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
海兵隊,海军陆战队,candidate,130_転_BETA大規模再襲撃01,mixed,643,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
海軍,海军,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02,mixed,650,unscoped,42,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
海軍戦術機部隊,海军战术机部队,candidate,130_転_BETA大規模再襲撃01,mixed,652,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
煌武院 悠陽,煌武院悠阳,candidate,140_結_エピローグ01,mixed,660,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
煌武院悠陽,煌武院悠阳,candidate,060_承_2005_10_10 まりも・警備任務プレ01,mixed,662,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
生産プラント,生产设施,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 080_承_2005_10_12 孤児院1回目・まりも不在01,mixed,671,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
男,男性,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01,mixed,675,unscoped,25,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
神宮司,神宫司,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,706,unscoped,146,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
神宮司まりも,神宫司麻理茉,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01,mixed,708,unscoped,8,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
神宮司まりも少佐,神宫司麻理茉少佐,candidate,040_承_2005_10_07 デブリーフィング・顔合わせ01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 130_転_BETA大規模再襲撃01,mixed,710,unscoped,7,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
神宮司少佐,神宫司少佐,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,711,unscoped,132,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
突撃砲,突击炮,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01,mixed,715,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
突撃級,突击级,candidate,020_起_第６次シアトル防衛線01,mixed,716,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
米兵,美军士兵,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01,mixed,738,unscoped,4,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
米国,美国,candidate,020_起_第６次シアトル防衛線01 / 040_承_2005_10_07 デブリーフィング・顔合わせ01 / 050_承_2005_10_08 軍葬・ハンガー・宿舎01 / 060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 080_承_2005_10_12 孤児院1回目・まりも不在01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 100_承_2005_10_14 居住区休日・孤児院2回目01 / 110_承_2005_10_18 市街地警護任務1・空振り01 / 120_承_2005_10_19 デモ隊との交渉01 / 130_転_BETA大規模再襲撃01 / 130_転_BETA大規模再襲撃02 / 130_転_BETA大規模再襲撃03,mixed,739,unscoped,177,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
米国人,美国人,candidate,060_承_2005_10_10 まりも・警備任務プレ01 / 070_承_2005_10_11 物資受取・雫・エレン01 / 090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 130_転_BETA大規模再襲撃03,mixed,740,unscoped,14,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
米国海軍戦術機母艦,美国海军战术机母舰,candidate,130_転_BETA大規模再襲撃01,mixed,748,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
米国籍,美国国籍,candidate,110_承_2005_10_18 市街地警護任務1・空振り01,mixed,750,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
米国軍人,美国军人,candidate,070_承_2005_10_11 物資受取・雫・エレン01,mixed,756,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
米国陸軍第１軍団第６６戦術機甲大隊,美国陆军第1军团第66战术机甲大队,candidate,070_承_2005_10_11 物資受取・雫・エレン01,mixed,757,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
米国陸軍第６６戦術機甲大隊,美国陆军第66战术机甲大队,candidate,090_承_2005_10_13 まりも日米会議・ハンガートーク01 / 110_承_2005_10_18 市街地警護任務1・空振り01,mixed,758,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
