jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
壬姫ちゃん,壬姬,confirmed,EX 各篇,pf-ex-baseline,73,confirmed,8,official examples retain given name；适用：鉴纯夏→珠濑壬姬; Extra；类别：address_form
彩峰さん,彩峰,confirmed,EX 各篇,pf-ex-baseline,74,confirmed,8,official examples agree；适用：榊千鹤/同学→彩峰慧; Extra；类别：address_form
珠瀬さん,珠濑,confirmed,EX 各篇,pf-ex-baseline,75,confirmed,7,official examples agree；适用：榊千鹤→珠濑壬姬; Extra；类别：address_form
茜,凉宫茜,question,EX 各篇,pf-ex-baseline,76,confirmed,7,speaker label；适用：Extra student/entity；类别：character；旧基线译法与当前参考表不同，保留原译及原状态，不静默覆盖。
神宮司,神宫司,confirmed,EX 各篇,pf-ex-baseline,77,confirmed,6,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
御剣冥夜,御剑冥夜,confirmed,EX 各篇,pf-ex-baseline,78,confirmed,5,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
香月先生,香月老师,confirmed,EX 各篇,pf-ex-baseline,79,confirmed,5,do not import Alternative command titles；适用：Extra school stage only；类别：address_form
冥夜ちゃん,冥夜,confirmed,EX 各篇,pf-ex-baseline,80,confirmed,3,official named examples agree；适用：珠濑壬姬→御剑冥夜; Extra；类别：address_form
武様,武先生,confirmed,EX 各篇,pf-ex-baseline,81,confirmed,3,official direct-address examples agree；适用：月咏/侍从→白银武; Extra；类别：address_form
白銀武,白银武,confirmed,EX 各篇,pf-ex-baseline,82,confirmed,2,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
神宮司先生,神宫司老师,confirmed,EX 各篇,pf-ex-baseline,83,confirmed,2,school-stage teacher title；适用：students→神宫司麻理茉; Extra school stage；类别：address_form
彩峰慧,彩峰慧,confirmed,EX 各篇,pf-ex-baseline,84,confirmed,1,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
柏木さん,柏木,confirmed,EX 各篇,pf-ex-baseline,85,confirmed,1,official examples agree；适用：榊千鹤/神宫司麻理茉→柏木晴子; Extra；类别：address_form
柏木晴子,柏木晴子,confirmed,EX 各篇,pf-ex-baseline,86,confirmed,1,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
榊千鶴,榊千鹤,confirmed,EX 各篇,pf-ex-baseline,87,confirmed,1,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
珠瀬壬姫,珠濑壬姬,confirmed,EX 各篇,pf-ex-baseline,88,confirmed,1,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
鎧衣尊人,铠衣尊人,confirmed,EX 各篇,pf-ex-baseline,89,confirmed,1,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
鑑純夏,鉴纯夏,confirmed,EX 各篇,pf-ex-baseline,90,confirmed,1,applicable exact public glossary match；适用：exact chapter context；类别：public_glossary_exact
白陵大付属柊学園,白陵大附属柊学园,confirmed,EX 各篇,pf-ex-baseline,91,confirmed,0,exact applicable match；适用：school name；类别：institution
オレ,,contextual,EX 各篇,pf-ex-baseline,92,contextual,425,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
タケル,,contextual,EX 各篇,pf-ex-baseline,93,contextual,227,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
銀行強盗１,,contextual,EX 各篇,pf-ex-baseline,94,contextual,101,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
銀行強盗２,,contextual,EX 各篇,pf-ex-baseline,95,contextual,98,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
男,,contextual,EX 各篇,pf-ex-baseline,96,contextual,74,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
声,,contextual,EX 各篇,pf-ex-baseline,97,contextual,65,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
バカ,,contextual,EX 各篇,pf-ex-baseline,98,contextual,59,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
女,,contextual,EX 各篇,pf-ex-baseline,99,contextual,57,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
支店長,,contextual,EX 各篇,pf-ex-baseline,100,contextual,40,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
ヤツ,,contextual,EX 各篇,pf-ex-baseline,101,contextual,37,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
トリ,鸟,contextual,EX 各篇,pf-ex-baseline,102,contextual,36,same surface also occurs as ordinary noun；适用：慧给雏鸟的名字; as a name keep bare generic effect；类别：given_name_gag
ヤキソバ,炒面,contextual,EX 各篇,pf-ex-baseline,103,contextual,36,ordinary food elevated into a running gag；适用：慧 episode; named compounds inherit this form；类别：food/fixed_gag
ソース,,contextual,EX 各篇,pf-ex-baseline,104,contextual,32,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ダメ,,contextual,EX 各篇,pf-ex-baseline,105,contextual,31,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
鑑さん,鉴同学,question,EX 各篇,pf-ex-baseline,106,contextual,31,official examples vary by usage type；适用：direct address by 榊千鹤; references may use 纯夏 or rephrase；类别：address_form；旧基线译法与当前参考表不同，保留原译及原状态，不静默覆盖。
クラス,,contextual,EX 各篇,pf-ex-baseline,107,contextual,30,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ホント,,contextual,EX 各篇,pf-ex-baseline,108,contextual,28,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
まりもちゃん,小麻,question,EX 各篇,pf-ex-baseline,109,contextual,23,official syntax frequently omits/rephrases; preserve familiar function when explicit；适用：白银武's familiar address/reference; Extra；类别：address_form；旧基线译法与当前参考表不同，保留原译及原状态，不静默覆盖。
プレゼント,,contextual,EX 各篇,pf-ex-baseline,110,contextual,23,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ピィピィ,,contextual,EX 各篇,pf-ex-baseline,111,contextual,22,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
子供,,contextual,EX 各篇,pf-ex-baseline,112,contextual,21,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
センセー,,contextual,EX 各篇,pf-ex-baseline,113,contextual,19,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ミキ,,contextual,EX 各篇,pf-ex-baseline,114,contextual,19,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
王道,王道,contextual,EX 各篇,pf-ex-baseline,115,contextual,19,ordinary word becomes ritual concept in repeated questions；适用：御剑继承/self-definition；类别：thematic_fixed_expression
福引係,,contextual,EX 各篇,pf-ex-baseline,116,contextual,19,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
覆面の男２,,contextual,EX 各篇,pf-ex-baseline,117,contextual,18,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
デート,,contextual,EX 各篇,pf-ex-baseline,118,contextual,17,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
バイト,,contextual,EX 各篇,pf-ex-baseline,119,contextual,17,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
夕呼先生,夕呼老师,question,EX 各篇,pf-ex-baseline,120,contextual,16,Chinese examples retain teacher function; omission depends on syntax；适用：students/reference→香月夕呼; Extra school stage；类别：address_form；旧基线译法与当前参考表不同，保留原译及原状态，不静默覆盖。
モン,,contextual,EX 各篇,pf-ex-baseline,121,contextual,15,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ハッキリ,,contextual,EX 各篇,pf-ex-baseline,122,contextual,13,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ガキ,,contextual,EX 各篇,pf-ex-baseline,123,contextual,11,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ケンカ,,contextual,EX 各篇,pf-ex-baseline,124,contextual,11,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
マジ,,contextual,EX 各篇,pf-ex-baseline,125,contextual,11,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ワケ,,contextual,EX 各篇,pf-ex-baseline,126,contextual,10,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
チケット,,contextual,EX 各篇,pf-ex-baseline,127,contextual,9,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
パクッ,,contextual,EX 各篇,pf-ex-baseline,128,contextual,9,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
覆面の男１,,contextual,EX 各篇,pf-ex-baseline,129,contextual,9,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
ケーキ,,contextual,EX 各篇,pf-ex-baseline,130,contextual,8,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ボク,,contextual,EX 各篇,pf-ex-baseline,131,contextual,8,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
リスク,,contextual,EX 各篇,pf-ex-baseline,132,contextual,8,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
レベル,,contextual,EX 各篇,pf-ex-baseline,133,contextual,8,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ワガママ,,contextual,EX 各篇,pf-ex-baseline,134,contextual,8,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
千鶴・壬姫・慧・尊人・柏木,,contextual,EX 各篇,pf-ex-baseline,135,contextual,8,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
たける,,contextual,EX 各篇,pf-ex-baseline,136,contextual,7,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
イベント,,contextual,EX 各篇,pf-ex-baseline,137,contextual,7,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
オヤジ,,contextual,EX 各篇,pf-ex-baseline,138,contextual,7,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
ゲーム,,contextual,EX 各篇,pf-ex-baseline,139,contextual,7,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
チョコ,,contextual,EX 各篇,pf-ex-baseline,140,contextual,7,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ムカ,,contextual,EX 各篇,pf-ex-baseline,141,contextual,7,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
すみか,,contextual,EX 各篇,pf-ex-baseline,142,contextual,6,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
わたしとタケルちゃん,,contextual,EX 各篇,pf-ex-baseline,143,contextual,6,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression；适用：sentence-level context；类别：regex_address_false_positive"
アレ,,contextual,EX 各篇,pf-ex-baseline,144,contextual,6,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ウチ,,excluded,EX 各篇,pf-ex-baseline,145,contextual,6,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
エサ,,contextual,EX 各篇,pf-ex-baseline,146,contextual,6,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ゲーセン,,contextual,EX 各篇,pf-ex-baseline,147,contextual,6,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
サンタ,,contextual,EX 各篇,pf-ex-baseline,148,contextual,6,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ソース・,,contextual,EX 各篇,pf-ex-baseline,149,contextual,6,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
メシ,,contextual,EX 各篇,pf-ex-baseline,150,contextual,6,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
助手,,contextual,EX 各篇,pf-ex-baseline,151,contextual,6,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
助手Ａ・Ｂ・Ｃ,,contextual,EX 各篇,pf-ex-baseline,152,contextual,6,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
千鶴ちゃん,千鹤,question,EX 各篇,pf-ex-baseline,153,contextual,6,official examples often rephrase but named examples retain given name；适用：珠濑壬姬→榊千鹤; Extra；类别：address_form；旧基线译法与当前参考表不同，保留原译及原状态，不静默覆盖。
慧ちゃん,慧,question,EX 各篇,pf-ex-baseline,154,contextual,6,official examples often rephrase；适用：珠濑壬姬→彩峰慧; Extra；类别：address_form；旧基线译法与当前参考表不同，保留原译及原状态，不静默覆盖。
部隊,,contextual,EX 各篇,pf-ex-baseline,155,contextual,6,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
ァァ,,excluded,EX 各篇,pf-ex-baseline,156,contextual,5,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
アイテム,,contextual,EX 各篇,pf-ex-baseline,157,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
アルバム,,contextual,EX 各篇,pf-ex-baseline,158,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
イヤ,,contextual,EX 各篇,pf-ex-baseline,159,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
カッコ,,contextual,EX 各篇,pf-ex-baseline,160,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
キレ,,contextual,EX 各篇,pf-ex-baseline,161,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ギューッ,,contextual,EX 各篇,pf-ex-baseline,162,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ギリギリ,,contextual,EX 各篇,pf-ex-baseline,163,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
トコ,,contextual,EX 各篇,pf-ex-baseline,164,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
バレ,,contextual,EX 各篇,pf-ex-baseline,165,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
パン,,contextual,EX 各篇,pf-ex-baseline,166,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ヒマ,,contextual,EX 各篇,pf-ex-baseline,167,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
プール,,contextual,EX 各篇,pf-ex-baseline,168,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ムキ,,contextual,EX 各篇,pf-ex-baseline,169,contextual,5,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
リスト,,contextual,EX 各篇,pf-ex-baseline,170,contextual,5,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
女の子,,contextual,EX 各篇,pf-ex-baseline,171,contextual,5,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
御剣さん,,contextual,EX 各篇,pf-ex-baseline,172,contextual,5,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression；适用：sentence-level context；类别：regex_address_false_positive"
母ちゃん,,contextual,EX 各篇,pf-ex-baseline,173,contextual,5,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression；适用：sentence-level context；类别：regex_address_false_positive"
神代,,contextual,EX 各篇,pf-ex-baseline,174,contextual,5,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
オカルトグッズ,,contextual,EX 各篇,pf-ex-baseline,175,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
キューッ,,contextual,EX 各篇,pf-ex-baseline,176,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
クソ,,contextual,EX 各篇,pf-ex-baseline,177,contextual,4,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
クラスのみんな,,contextual,EX 各篇,pf-ex-baseline,178,contextual,4,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
コンビニ,,contextual,EX 各篇,pf-ex-baseline,179,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
シャレ,,contextual,EX 各篇,pf-ex-baseline,180,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
セット,,contextual,EX 各篇,pf-ex-baseline,181,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ソースカツ,,contextual,EX 各篇,pf-ex-baseline,182,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
テロリスト,,contextual,EX 各篇,pf-ex-baseline,183,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ネタ,,contextual,EX 各篇,pf-ex-baseline,184,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ハイ,,contextual,EX 各篇,pf-ex-baseline,185,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ハム,,contextual,EX 各篇,pf-ex-baseline,186,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ビビ,,contextual,EX 各篇,pf-ex-baseline,187,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ファイッ,,contextual,EX 各篇,pf-ex-baseline,188,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
マシ,,contextual,EX 各篇,pf-ex-baseline,189,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
モヤモヤ,,contextual,EX 各篇,pf-ex-baseline,190,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ヤキソバパン,,contextual,EX 各篇,pf-ex-baseline,191,contextual,4,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
全員,,contextual,EX 各篇,pf-ex-baseline,192,contextual,4,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
巴,,contextual,EX 各篇,pf-ex-baseline,193,contextual,4,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
男の声３,,contextual,EX 各篇,pf-ex-baseline,194,contextual,4,translate label according to row context; not a reusable proper term；适用：speaker/group/role label；类别：functional_speaker_label
皆様,,contextual,EX 各篇,pf-ex-baseline,195,contextual,4,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression；适用：sentence-level context；类别：regex_address_false_positive"
響,,contextual,EX 各篇,pf-ex-baseline,196,contextual,4,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
だからタケルちゃん,,contextual,EX 各篇,pf-ex-baseline,197,contextual,3,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression；适用：sentence-level context；类别：regex_address_false_positive"
ちょっと白銀君,,contextual,EX 各篇,pf-ex-baseline,198,contextual,3,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression；适用：sentence-level context；类别：regex_address_false_positive"
アレコレ,,contextual,EX 各篇,pf-ex-baseline,199,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ウソ,,contextual,EX 各篇,pf-ex-baseline,200,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
オー,,contextual,EX 各篇,pf-ex-baseline,201,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
カッ,,contextual,EX 各篇,pf-ex-baseline,202,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
キャベツ,,contextual,EX 各篇,pf-ex-baseline,203,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
キーホルダー,,contextual,EX 各篇,pf-ex-baseline,204,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
クラスメイト,,contextual,EX 各篇,pf-ex-baseline,205,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
クリスマス,,contextual,EX 各篇,pf-ex-baseline,206,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
コイツ,,contextual,EX 各篇,pf-ex-baseline,207,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ゴルバン,,contextual,EX 各篇,pf-ex-baseline,208,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
サイン,,contextual,EX 各篇,pf-ex-baseline,209,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ショウガ,,contextual,EX 各篇,pf-ex-baseline,210,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ストップ,,contextual,EX 各篇,pf-ex-baseline,211,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
タイミング,,contextual,EX 各篇,pf-ex-baseline,212,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
チャンス,,contextual,EX 各篇,pf-ex-baseline,213,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
トラブル,,contextual,EX 各篇,pf-ex-baseline,214,contextual,3,exact string match is not a context-applicable terminology match；适用：translate in sentence; not frozen as a chapter term；类别：ordinary_or_context_collision
ドバーッ,,contextual,EX 各篇,pf-ex-baseline,215,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
ハンカチ,,contextual,EX 各篇,pf-ex-baseline,216,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
バッチリ,,contextual,EX 各篇,pf-ex-baseline,217,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
バランス,,contextual,EX 各篇,pf-ex-baseline,218,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
バレンタイン,,contextual,EX 各篇,pf-ex-baseline,219,contextual,3,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology；适用：sentence-level context；类别：ordinary_katakana_or_sound"
