jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
中隊,中队,candidate,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 050_２００５年１２月０４日（日）_052_欧州派遣軍参戦 / 080_２００５年１２月０８日（木）_083_日米共同演習シミュレーション / 080_２００５年１２月０８日（木）_085_ウォードッグの戦い / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_128_プラントへの出撃 / 120_２００５年１２月２２日（木）_137_残されたウォードッグ / 120_２００５年１２月２２日（木）_146_陸戦部隊の活躍 / 150_２００５年１２月２４日（土）_163_松風は馬じゃない / 150_２００５年１２月２４日（土）_177_フランス側反応,mixed,360,unscoped,26,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
事務官,事务官,candidate,100_２００５年１２月１０日（土）_101_管理局民政課にてまりもと,mixed,361,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
個中隊,个中队,candidate,120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_128_プラントへの出撃,mixed,380,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
個小隊,个小队,candidate,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,mixed,381,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
側近,侧近,candidate,120_２００５年１２月２２日（木）_148_安全確保,mixed,382,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
光線級,光线级,candidate,030_２００５年１２月０２日（金）_033_対光線級演習 / 030_２００５年１２月０２日（金）_034_演習後デブリーフィング / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 030_２００５年１２月０２日（金）_036_丘の上で柚香、エレンと / 050_２００５年１２月０４日（日）_056_演習後に叱責を受ける響 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 080_２００５年１２月０８日（木）_083_日米共同演習シミュレーション / 080_２００５年１２月０８日（木）_084_シミュレーションバトル / 080_２００５年１２月０８日（木）_085_ウォードッグの戦い / 080_２００５年１２月０８日（木）_086_米軍デブリーフィング / 080_２００５年１２月０８日（木）_087_落ち込む雫 / 090_２００５年１２月０９日（金）_091_医局にて診察を受ける雫 / 110_２００５年１２月１１日（日）_111_同時刻・律子と雫 / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_130_戦闘開始,mixed,387,unscoped,50,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
全戦術機部隊,全战术机部队,candidate,080_２００５年１２月０８日（木）_084_シミュレーションバトル / 080_２００５年１２月０８日（木）_085_ウォードッグの戦い,mixed,389,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
兵士,士兵,candidate,020_２００５年１２月０１日（木）_020_インタビュー後半 / 030_２００５年１２月０２日（金）_034_演習後デブリーフィング / 090_２００５年１２月０９日（金）_091_医局にて診察を受ける雫 / 110_２００５年１２月１１日（日）_111_同時刻・律子と雫 / 120_２００５年１２月２２日（木）_129_同時刻：米軍サイド / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_166_日米会議,mixed,391,unscoped,8,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
准将,准将,candidate,150_２００５年１２月２４日（土）_166_日米会議,mixed,396,unscoped,13,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
副長,副长,candidate,150_２００５年１２月２４日（土）_170_帝国艦隊,mixed,401,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
労働者,工人,candidate,120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明,mixed,404,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
医者,医生,candidate,090_２００５年１２月０９日（金）_091_医局にて診察を受ける雫 / 110_２００５年１２月１１日（日）_110_生産プラントで決意する響 / 110_２００５年１２月１１日（日）_112_医局にて催眠暗示を受ける / 110_２００５年１２月１１日（日）_115_医局にて目を覚ます響 / 120_２００５年１２月２２日（木）_148_安全確保 / 150_２００５年１２月２４日（土）_181_ウォードッグの反応,mixed,407,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
千堂,千堂,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 030_２００５年１２月０２日（金）_030_悪夢　大陸放浪 / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 050_２００５年１２月０４日（日）_050_悪夢の始まり：大海崩後の世界 / 050_２００５年１２月０４日（日）_053_響の過去 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 050_２００５年１２月０４日（日）_059_龍浪と律子 / 060_２００５年１２月０５日（月）_061_プラント警備 / 080_２００５年１２月０８日（木）_081_悪夢　浅葱と響 / 080_２００５年１２月０８日（木）_087_落ち込む雫 / 090_２００５年１２月０９日（金）_092_まりもと柚香 / 110_２００５年１２月１１日（日）_113_記憶遡行 / 110_２００５年１２月１１日（日）_115_医局にて目を覚ます響 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_181_ウォードッグの反応,mixed,408,unscoped,23,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
千堂少尉,千堂少尉,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 050_２００５年１２月０４日（日）_059_龍浪と律子 / 060_２００５年１２月０５日（月）_061_プラント警備 / 110_２００５年１２月１１日（日）_115_医局にて目を覚ます響 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響,mixed,413,unscoped,12,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
千堂柚香,千堂柚香,candidate,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,mixed,414,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
千堂柚香少尉,千堂柚香少尉,candidate,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,mixed,416,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
参加者,参加者,candidate,150_２００５年１２月２４日（土）_151_国境で睨み合う,mixed,418,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
古手川先生,古手川老师,candidate,150_２００５年１２月２４日（土）_153_孤児院に赴く雫,mixed,420,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
司令部,司令部,candidate,050_２００５年１２月０４日（日）_050_悪夢の始まり：大海崩後の世界 / 050_２００５年１２月０４日（日）_052_欧州派遣軍参戦 / 120_２００５年１２月２２日（木）_133_総攻撃開始 / 150_２００５年１２月２４日（土）_157_悠陽宿舎にて密談 / 150_２００５年１２月２４日（土）_170_帝国艦隊 / 150_２００５年１２月２４日（土）_174_ナウシカ / 150_２００５年１２月２４日（土）_176_駒木の反応,mixed,421,unscoped,11,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
各小隊長,各小队长,candidate,080_２００５年１２月０８日（木）_083_日米共同演習シミュレーション,mixed,423,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
合衆国,合众国,candidate,150_２００５年１２月２４日（土）_166_日米会議,mixed,425,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
国連,联合国,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 060_２００５年１２月０５日（月）_060_プラントへ向かう道 / 060_２００５年１２月０５日（月）_061_プラント警備 / 090_２００５年１２月０９日（金）_093_丘の上にてエレンと / 120_２００５年１２月２２日（木）_120_プラント・レセプション / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_124_悠陽と側近 / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_128_プラントへの出撃,mixed,434,unscoped,12,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
国連軍,联合国军,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 120_２００５年１２月２２日（木）_120_プラント・レセプション / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場,mixed,438,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
地球,地球,candidate,090_２００５年１２月０９日（金）_093_丘の上にてエレンと / 100_２００５年１２月１０日（土）_102_まりもと食事 / 110_２００５年１２月１１日（日）_114_大陸横断,mixed,440,unscoped,6,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
基地,基地,candidate,020_２００５年１２月０１日（木）_021_格納庫にて / 030_２００５年１２月０２日（金）_032_食堂 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 060_２００５年１２月０５日（月）_061_プラント警備 / 080_２００５年１２月０８日（木）_081_悪夢　浅葱と響 / 120_２００５年１２月２２日（木）_120_プラント・レセプション / 120_２００５年１２月２２日（木）_128_プラントへの出撃 / 150_２００５年１２月２４日（土）_150_プラント脱出後、米軍と日本軍 / 150_２００５年１２月２４日（土）_159_悠陽と響 / 150_２００５年１２月２４日（土）_182_作戦中止,mixed,441,unscoped,19,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
塩の荒野,盐之荒野,candidate,050_２００５年１２月０４日（日）_052_欧州派遣軍参戦,mixed,442,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
声,声音,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 030_２００５年１２月０２日（金）_032_食堂 / 050_２００５年１２月０４日（日）_054_カナダ軍特攻 / 050_２００５年１２月０４日（日）_055_悪夢は続くよ、いつまでも / 080_２００５年１２月０８日（木）_080_悪夢　追跡 / 080_２００５年１２月０８日（木）_086_米軍デブリーフィング / 110_２００５年１２月１１日（日）_110_生産プラントで決意する響 / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_123_悠陽登場 / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_129_同時刻：米軍サイド / 120_２００５年１２月２２日（木）_144_プラント内、合流 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_153_孤児院に赴く雫 / 150_２００５年１２月２４日（土）_166_日米会議 / 150_２００５年１２月２４日（土）_167_格納庫にて出撃準備 / 190_エピローグ_190_斑鳩登場,mixed,443,unscoped,21,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大上中尉,大上中尉,candidate,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 050_２００５年１２月０４日（日）_057_律子と特訓 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 050_２００５年１２月０４日（日）_059_龍浪と律子 / 060_２００５年１２月０５日（月）_063_ハンガー＆食堂 / 090_２００５年１２月０９日（金）_091_医局にて診察を受ける雫 / 110_２００５年１２月１１日（日）_110_生産プラントで決意する響 / 110_２００５年１２月１１日（日）_111_同時刻・律子と雫 / 120_２００５年１２月２２日（木）_120_プラント・レセプション / 120_２００５年１２月２２日（木）_134_窮地 / 120_２００５年１２月２２日（木）_148_安全確保 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_153_孤児院に赴く雫 / 150_２００５年１２月２４日（土）_184_病室,mixed,448,unscoped,31,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大上律子,大上律子,candidate,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,mixed,449,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大上律子中尉,大上律子中尉,candidate,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,mixed,451,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大尉,上尉,candidate,030_２００５年１２月０２日（金）_032_食堂 / 030_２００５年１２月０２日（金）_034_演習後デブリーフィング / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 080_２００５年１２月０８日（木）_086_米軍デブリーフィング / 090_２００５年１２月０９日（金）_090_駒木との会談 / 090_２００５年１２月０９日（金）_093_丘の上にてエレンと / 100_２００５年１２月１０日（土）_102_まりもと食事 / 110_２００５年１２月１１日（日）_116_丘の上・駒木、まりもとの会話を回想 / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_131_序盤戦 / 120_２００５年１２月２２日（木）_135_響吶喊 / 120_２００５年１２月２２日（木）_140_まりもと合流 / 120_２００５年１２月２２日（木）_147_プラント外３島嶼地区 / 120_２００５年１２月２２日（木）_148_安全確保 / 150_２００５年１２月２４日（土）_150_プラント脱出後、米軍と日本軍 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_162_駒木の苦悩 / 150_２００５年１２月２４日（土）_174_ナウシカ / 150_２００５年１２月２４日（土）_175_フランス・リヴィエール大尉,mixed,457,unscoped,38,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
大隊長,大队长,candidate,030_２００５年１２月０２日（金）_034_演習後デブリーフィング / 090_２００５年１２月０９日（金）_090_駒木との会談,mixed,463,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
女,女性,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 020_２００５年１２月０１日（木）_021_格納庫にて / 030_２００５年１２月０２日（金）_032_食堂 / 030_２００５年１２月０２日（金）_036_丘の上で柚香、エレンと / 050_２００５年１２月０４日（日）_050_悪夢の始まり：大海崩後の世界 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 050_２００５年１２月０４日（日）_059_龍浪と律子 / 060_２００５年１２月０５日（月）_062_孤児施設 / 080_２００５年１２月０８日（木）_081_悪夢　浅葱と響 / 080_２００５年１２月０８日（木）_086_米軍デブリーフィング / 090_２００５年１２月０９日（金）_093_丘の上にてエレンと / 110_２００５年１２月１１日（日）_110_生産プラントで決意する響 / 110_２００５年１２月１１日（日）_111_同時刻・律子と雫 / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_135_響吶喊 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_157_悠陽宿舎にて密談 / 190_エピローグ_190_斑鳩登場,mixed,465,unscoped,37,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
女の子,女孩,candidate,020_２００５年１２月０１日（木）_021_格納庫にて / 030_２００５年１２月０２日（金）_032_食堂,mixed,467,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
子ども,孩子,candidate,060_２００５年１２月０５日（月）_061_プラント警備 / 080_２００５年１２月０８日（木）_082_私室　静かな目覚め / 090_２００５年１２月０９日（金）_091_医局にて診察を受ける雫 / 100_２００５年１２月１０日（土）_101_管理局民政課にてまりもと / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 150_２００５年１２月２４日（土）_153_孤児院に赴く雫,mixed,472,unscoped,9,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
子どもたち,孩子们,candidate,100_２００５年１２月１０日（土）_101_管理局民政課にてまりもと,mixed,473,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
子供,孩子,candidate,030_２００５年１２月０２日（金）_032_食堂 / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 050_２００５年１２月０４日（日）_054_カナダ軍特攻 / 050_２００５年１２月０４日（日）_059_龍浪と律子 / 060_２００５年１２月０５日（月）_062_孤児施設 / 060_２００５年１２月０５日（月）_063_ハンガー＆食堂 / 090_２００５年１２月０９日（金）_093_丘の上にてエレンと / 100_２００５年１２月１０日（土）_102_まりもと食事 / 120_２００５年１２月２２日（木）_124_悠陽と側近 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響,mixed,475,unscoped,20,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
寺本,寺本,candidate,030_２００５年１２月０２日（金）_030_悪夢　大陸放浪 / 030_２００５年１２月０２日（金）_036_丘の上で柚香、エレンと / 050_２００５年１２月０４日（日）_052_欧州派遣軍参戦 / 070_２００５年１２月０７日（水）_070_悪夢　尊厳 / 080_２００５年１２月０８日（木）_082_私室　静かな目覚め / 110_２００５年１２月１１日（日）_117_丘の上・断固たる決意,mixed,479,unscoped,11,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
小隊,小队,candidate,030_２００５年１２月０２日（金）_032_食堂 / 030_２００５年１２月０２日（金）_033_対光線級演習 / 030_２００５年１２月０２日（金）_034_演習後デブリーフィング / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 050_２００５年１２月０４日（日）_053_響の過去 / 050_２００５年１２月０４日（日）_054_カナダ軍特攻 / 050_２００５年１２月０４日（日）_056_演習後に叱責を受ける響 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 050_２００５年１２月０４日（日）_059_龍浪と律子 / 080_２００５年１２月０８日（木）_083_日米共同演習シミュレーション / 080_２００５年１２月０８日（木）_084_シミュレーションバトル / 080_２００５年１２月０８日（木）_085_ウォードッグの戦い / 090_２００５年１２月０９日（金）_090_駒木との会談 / 120_２００５年１２月２２日（木）_123_悠陽登場 / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_128_プラントへの出撃 / 120_２００５年１２月２２日（木）_130_戦闘開始 / 120_２００５年１２月２２日（木）_132_作戦展開・まりもと駒木 / 120_２００５年１２月２２日（木）_148_安全確保 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_158_日米同盟ＶＳ仏加連合 / 150_２００５年１２月２４日（土）_167_格納庫にて出撃準備 / 150_２００５年１２月２４日（土）_173_停戦命令 / 150_２００５年１２月２４日（土）_176_駒木の反応 / 150_２００５年１２月２４日（土）_178_松風の反応,mixed,486,unscoped,43,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
少尉,少尉,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 020_２００５年１２月０１日（木）_021_格納庫にて / 030_２００５年１２月０２日（金）_030_悪夢　大陸放浪 / 030_２００５年１２月０２日（金）_032_食堂 / 030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場 / 030_２００５年１２月０２日（金）_036_丘の上で柚香、エレンと / 050_２００５年１２月０４日（日）_056_演習後に叱責を受ける響 / 050_２００５年１２月０４日（日）_058_シミュレーター特訓後のデブリーフィング / 050_２００５年１２月０４日（日）_059_龍浪と律子 / 060_２００５年１２月０５日（月）_061_プラント警備 / 060_２００５年１２月０５日（月）_063_ハンガー＆食堂 / 070_２００５年１２月０７日（水）_070_悪夢　尊厳 / 080_２００５年１２月０８日（木）_085_ウォードッグの戦い / 080_２００５年１２月０８日（木）_087_落ち込む雫 / 090_２００５年１２月０９日（金）_090_駒木との会談 / 110_２００５年１２月１１日（日）_110_生産プラントで決意する響 / 110_２００５年１２月１１日（日）_113_記憶遡行 / 110_２００５年１２月１１日（日）_115_医局にて目を覚ます響 / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_123_悠陽登場 / 150_２００５年１２月２４日（土）_152_格納庫にて待機する響 / 150_２００５年１２月２４日（土）_167_格納庫にて出撃準備,mixed,491,unscoped,49,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
巴少尉,巴少尉,candidate,150_２００５年１２月２４日（土）_152_格納庫にて待機する響,mixed,508,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
市民,市民,candidate,020_２００５年１２月０１日（木）_020_インタビュー後半 / 040_２００５年１２月０３日（土）_040_忙しい男 / 100_２００５年１２月１０日（土）_102_まりもと食事 / 120_２００５年１２月２２日（木）_140_まりもと合流 / 150_２００５年１２月２４日（土）_150_プラント脱出後、米軍と日本軍 / 150_２００５年１２月２４日（土）_151_国境で睨み合う / 150_２００５年１２月２４日（土）_156_ラファールの中 / 150_２００５年１２月２４日（土）_157_悠陽宿舎にて密談 / 150_２００５年１２月２４日（土）_160_ブラックナイヴス / 150_２００５年１２月２４日（土）_166_日米会議,mixed,509,unscoped,22,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国斯衛軍,帝国斯卫军,candidate,120_２００５年１２月２２日（木）_123_悠陽登場,mixed,511,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国欧州派遣軍,帝国欧洲远征军,candidate,050_２００５年１２月０４日（日）_052_欧州派遣軍参戦 / 050_２００５年１２月０４日（日）_054_カナダ軍特攻,mixed,512,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国軍,帝国军,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 020_２００５年１２月０１日（木）_020_インタビュー後半 / 020_２００５年１２月０１日（木）_021_格納庫にて / 030_２００５年１２月０２日（金）_032_食堂 / 080_２００５年１２月０８日（木）_086_米軍デブリーフィング / 120_２００５年１２月２２日（木）_121_レセプション・ウォーケン登場 / 120_２００５年１２月２２日（木）_135_響吶喊 / 120_２００５年１２月２２日（木）_144_プラント内、合流 / 120_２００５年１２月２２日（木）_146_陸戦部隊の活躍 / 120_２００５年１２月２２日（木）_147_プラント外３島嶼地区 / 150_２００５年１２月２４日（土）_150_プラント脱出後、米軍と日本軍 / 150_２００５年１２月２４日（土）_155_悠陽宿舎廊下 / 150_２００５年１２月２４日（土）_162_駒木の苦悩 / 150_２００５年１２月２４日（土）_166_日米会議 / 150_２００５年１２月２４日（土）_173_停戦命令 / 150_２００５年１２月２４日（土）_176_駒木の反応 / 150_２００５年１２月２４日（土）_184_病室,mixed,517,unscoped,26,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国軍兵士,帝国军士兵,candidate,020_２００５年１２月０１日（木）_020_インタビュー後半,mixed,518,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国軍衛士,帝国军卫士,candidate,020_２００５年１２月０１日（木）_020_インタビュー後半,mixed,521,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
帝国陸軍特殊作戦団第一歩兵連隊第一中隊,帝国陆军特殊作战团第一步兵连第一中队,candidate,120_２００５年１２月２２日（木）_146_陸戦部隊の活躍,mixed,524,unscoped,3,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
広報官,公关军官,candidate,090_２００５年１２月０９日（金）_090_駒木との会談,mixed,527,unscoped,2,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
強襲揚陸艦ボクサー,强袭登陆舰拳师号,candidate,020_２００５年１２月０１日（木）_020_インタビュー後半,mixed,529,unscoped,1,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
悠陽,悠阳,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 020_２００５年１２月０１日（木）_020_インタビュー後半 / 030_２００５年１２月０２日（金）_032_食堂 / 120_２００５年１２月２２日（木）_123_悠陽登場 / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_138_生産プラントに侵入した響 / 120_２００５年１２月２２日（木）_146_陸戦部隊の活躍 / 150_２００５年１２月２４日（土）_159_悠陽と響 / 150_２００５年１２月２４日（土）_166_日米会議 / 150_２００５年１２月２４日（土）_167_格納庫にて出撃準備 / 150_２００５年１２月２４日（土）_176_駒木の反応 / 150_２００５年１２月２４日（土）_184_病室,mixed,537,unscoped,18,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
悠陽殿下,悠阳殿下,candidate,010_プロローグ_012_プロローグ２　ニュース概況 / 020_２００５年１２月０１日（木）_020_インタビュー後半 / 030_２００５年１２月０２日（金）_032_食堂 / 120_２００５年１２月２２日（木）_123_悠陽登場 / 120_２００５年１２月２２日（木）_127_ブリーフィングルームにて作戦説明 / 120_２００５年１２月２２日（木）_138_生産プラントに侵入した響 / 120_２００５年１２月２２日（木）_146_陸戦部隊の活躍 / 150_２００５年１２月２４日（土）_166_日米会議 / 150_２００５年１２月２４日（土）_167_格納庫にて出撃準備 / 150_２００５年１２月２４日（土）_184_病室,mixed,538,unscoped,16,旧混合表；出现不等于译法正确；仅证实在本作出现；译法、单字子串及称谓语境仍需审定。
