"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"6452","pm:static:photonmelodies11.rio.004:0131862200:00304554","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","美琴","【美琴】「――うわっ！」<01>","【美琴】「——呜哇！」<01>"
"6453","pm:static:photonmelodies11.rio.004:0131862200:00304620","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「――先生やるぅ！」<01>","【武】「——老师挺厉害嘛！」<01>"
"6454","pm:static:photonmelodies11.rio.004:0131862200:00304716","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","美琴","【美琴】「――けどっ！」<01>","【美琴】「——可是！」<01>"
"6455","pm:static:photonmelodies11.rio.004:0131862200:00304788","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","ウォーケン","【ウォーケン】「――なにぃっ！？　機動でこの私を上回るだと！？」<01>","【沃肯】「——什么！？　机动性竟然胜过了我！？」<01>"
"6456","pm:static:photonmelodies11.rio.004:0131862200:00304964","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「――んなろー！　悠陽よけてくれ！！」<01>","【武】「——可恶！　悠阳，快躲开！！」<01>"
"6457","pm:static:photonmelodies11.rio.004:0131862200:00305114","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","悠陽","【悠陽】「――はい、<03>武様！！」<01>","【悠阳】「——是，<03>武先生！！」<01>"
"6458","pm:static:photonmelodies11.rio.004:0131862200:00305210","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","千鶴","【千鶴】「確かに…<03>…<03>今のゲームって凄いのね。
ＳＦ映画を見ているみたいだったわ」<01>","【千鹤】「确实……<03>…<03>现在的游戏真厉害。
就像在看科幻电影一样」<01>"
"6459","pm:static:photonmelodies11.rio.004:0131862200:00305532","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「だろだろ？　今度は自分でやってみろよ」<01>","【武】「是吧是吧？　下次你自己试试看」<01>"
"6460","pm:static:photonmelodies11.rio.004:0131862200:00305700","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","千鶴","【千鶴】「遠慮するわ。
私は動きについていけそうにないもの」<01>","【千鹤】「还是算了。
我恐怕跟不上那种动作」<01>"
"6461","pm:static:photonmelodies11.rio.004:0131862200:00305904","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","壬姫","【壬姫】「ミキも、<03>見てるだけで目が回りそうになりました～！」<01>","【壬姬】「壬姬也是，<03>光在旁边看都快头晕了～！」<01>"
"6462","pm:static:photonmelodies11.rio.004:0131862200:00306118","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「けど美琴ぉ、<03>案外ゲームになってたと思わないか？」<01>","【武】「不过美琴，<03>你不觉得这场对战意外地有来有回吗？」<01>"
"6463","pm:static:photonmelodies11.rio.004:0131862200:00306318","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","美琴","【美琴】「うん、<03>正直驚いたよー」<01>","【美琴】「嗯，<03>说实话我也很惊讶——」<01>"
"6464","pm:static:photonmelodies11.rio.004:0131862200:00306436","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","","４対４のチーム戦ってのは、<03>個人戦じゃゲームにならないからっていうのがあったわけだけど、<03>何とかなりそうだったもんな。<01>","之所以选择四对四团队战，<03>本来是因为个人战根本没法让新手参与，<03>没想到最后居然真能打得起来。<01>"
"6465","pm:static:photonmelodies11.rio.004:0131862200:00306828","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","","特にビビッたのはウォーケン先生とテスレフ先生だ。<01>","尤其让我吃惊的是沃肯老师和特斯莱夫老师。<01>"
"6466","pm:static:photonmelodies11.rio.004:0131862200:00307060","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","","あのふたり…<03>…<03>実は結構やり込んでるんじゃねーのか？　バルジャーノンは輸出もされてるもんな。<01>","那两个人……<03>…<03>该不会其实玩了很久吧？　毕竟巴尔加农也出口到国外。<01>"
"6467","pm:static:photonmelodies11.rio.004:0131862200:00307418","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「でさ、<03>横目で見てただけだったけどさ、<03>おまえのアレ、<03>ウォーケン先生よく避けたと思わないか？」<01>","【武】「还有啊，<03>虽然我只是用余光看见，<03>但你那一招，<03>沃肯老师居然躲开了，不觉得很厉害吗？」<01>"
"6468","pm:static:photonmelodies11.rio.004:0131862200:00307776","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","美琴","【美琴】「うん、<03>あれは驚いたなあ…<03>…<03>。
それを言うなら、<03>テスレフ先生も凄かったよ」<01>","【美琴】「嗯，<03>那一下确实让我吃惊……<03>…<03>。
说到这个，<03>特斯莱夫老师也很厉害」<01>"
"6469","pm:static:photonmelodies11.rio.004:0131862200:00308104","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「もしかしてあれか？　射程ギリギリから突然撃ってきたってやつ」<01>","【武】「难道是从射程极限突然开火的那一招？」<01>"
"6470","pm:static:photonmelodies11.rio.004:0131862200:00308334","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","美琴","【美琴】「そうそう！」<01>","【美琴】「没错没错！」<01>"
"6471","pm:static:photonmelodies11.rio.004:0131862200:00308422","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「仲間撃ちができないからよかったものの、<03>悠陽の機体を通り抜けて来たもんな…<03>…<03>」<01>","【武】「幸好游戏里不能误伤队友，<03>那发攻击直接穿过悠阳的机体飞了过来……<03>…<03>」<01>"
"6472","pm:static:photonmelodies11.rio.004:0131862200:00308768","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","","それでいきなり冥夜がやられたんだ…<03>…<03>。<01>","结果冥夜一下子就被击坠了……<03>…<03>。<01>"
"6473","pm:static:photonmelodies11.rio.004:0131862200:00308870","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","悠陽","【悠陽】「あら、<03>そんなことが…<03>…<03>？　まったく気付きませんでした」<01>","【悠阳】「哎呀，<03>还有这种事……<03>…<03>？　我完全没有察觉」<01>"
"6474","pm:static:photonmelodies11.rio.004:0131862200:00309044","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","冥夜","【冥夜】「思い当たる場面はあるが、<03>そのような攻撃だったとは、<03>今の今までまったく気付かなかったぞ」<01>","【冥夜】「我记得确有那一幕，<03>可直到刚才，<03>都完全没察觉那竟是这样的攻击」<01>"
"6475","pm:static:photonmelodies11.rio.004:0131862200:00309436","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","イルマ","【イルマ】「偶然よ。
あんな混戦で、<03>そんなこと狙ってできるわけがないじゃない」<01>","【伊尔玛】「只是巧合。
在那种混战中，<03>怎么可能有意打出那种攻击」<01>"
"6476","pm:static:photonmelodies11.rio.004:0131862200:00309752","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","壬姫","【壬姫】「でもでも！　テスレフ先生上手でしたー！」<01>","【壬姬】「可是可是！　特斯莱夫老师玩得很厉害——！」<01>"
"6477","pm:static:photonmelodies11.rio.004:0131862200:00309912","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","イルマ","【イルマ】「ありがとう、<03>ミキ」<01>","【伊尔玛】「谢谢你，<03>壬姬」<01>"
"6478","pm:static:photonmelodies11.rio.004:0131862200:00310000","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「…<03>…<03>…<03>…<03>」<01>","【武】「……<03>…<03>…<03>…<03>」<01>"
"6479","pm:static:photonmelodies11.rio.004:0131862200:00310066","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","慧","【慧】「初心者は恐いね」<01>","【慧】「新手真可怕」<01>"
"6480","pm:static:photonmelodies11.rio.004:0131862200:00310184","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「おまえ、<03>少しはバルジャーノンできるんだろ？　見学してて本当にそう思ったか？」<01>","【武】「你，<03>多少会玩一点巴尔加农吧？　在旁边看完以后真觉得那只是新手吗？」<01>"
"6481","pm:static:photonmelodies11.rio.004:0131862200:00310554","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","慧","【慧】「さあね…<03>…<03>」<01>","【慧】「谁知道……<03>…<03>」<01>"
"6482","pm:static:photonmelodies11.rio.004:0131862200:00310628","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","柏木","【柏木】「いや～、<03>実際にやるのは勝手が違うモンだね…<03>…<03>」<01>","【柏木】「哎呀～<03>实际操作起来果然完全不同……<03>…<03>」<01>"
"6483","pm:static:photonmelodies11.rio.004:0131862200:00310862","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「おまえン家にもドリコスあるのか？」<01>","【武】「你家里也有DreamCos吗？」<01>"
"6484","pm:static:photonmelodies11.rio.004:0131862200:00311028","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","柏木","【柏木】「あるある…<03>…<03>時々相手させられるんだよね～」<01>","【柏木】「有啊有啊……<03>…<03>我偶尔会被拉去陪他们玩～」<01>"
"6485","pm:static:photonmelodies11.rio.004:0131862200:00311230","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","美琴","【美琴】「弟さん？　なるほど、<03>それで射程とかわかってたんだ…<03>…<03>」<01>","【美琴】「是你的弟弟？　原来如此，<03>难怪你知道射程之类的机制……<03>…<03>」<01>"
"6486","pm:static:photonmelodies11.rio.004:0131862200:00311550","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「だな。テスレフ先生を狙撃したのは柏木だもんな」<01>","【武】「没错。毕竟狙击特斯莱夫老师的人就是柏木」<01>"
"6487","pm:static:photonmelodies11.rio.004:0131862200:00311766","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","千鶴","【千鶴】「それにしても、<03>白銀君も鎧衣さんも、<03>自分が参加してあんなに動き回っていたのに、<03>よくそこまで見ているわね…<03>…<03>」<01>","【千鹤】「话说回来，<03>白银同学和铠衣同学，<03>明明自己也在参加对战、到处高速移动，<03>居然还能观察到这么多……<03>…<03>」<01>"
"6488","pm:static:photonmelodies11.rio.004:0131862200:00312188","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「まあな！」<01>","【武】「那当然！」<01>"
"6489","pm:static:photonmelodies11.rio.004:0131862200:00312272","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","柏木","【柏木】「あれはね、<03>慣れるとスポーツと変わらないよ。
榊さんだってラクロスやってるときは、<03>プレイしながら全体見てるでしょ？」<01>","【柏木】「那个啊，<03>熟练以后和运动没什么区别。
榊同学打长曲棍球的时候，<03>也会一边比赛一边观察全场吧？」<01>"
"6490","pm:static:photonmelodies11.rio.004:0131862200:00312778","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","千鶴","【千鶴】「そういうものなのかしらね…<03>…<03>」<01>","【千鹤】「或许就是这么回事吧……<03>…<03>」<01>"
"6491","pm:static:photonmelodies11.rio.004:0131862200:00312900","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「ま、<03>何にしろ盛り上がったな！」<01>","【武】「总之，<03>不管怎样都玩得很尽兴！」<01>"
"6492","pm:static:photonmelodies11.rio.004:0131862200:00313090","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","","１０分どころか、<03>１時間近くプレイしちまったもんな…<03>…<03>。<01>","别说十分钟了，<03>我们差不多玩了整整一小时……<03>…<03>。<01>"
"6493","pm:static:photonmelodies11.rio.004:0131862200:00313338","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「さて、<03>みんなこれからどうする？」<01>","【武】「好了，<03>接下来大家打算做什么？」<01>"
"6494","pm:static:photonmelodies11.rio.004:0131862200:00313468","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「ねえねえっ！！　わたしと霞ちゃんも褒めてよ～！」<01>","【纯夏】「我说我说！！　也夸夸我和小霞嘛～！」<01>"
"6495","pm:static:photonmelodies11.rio.004:0131862200:00313686","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「んあ？　ああ、<03>そうだ悪い悪い、<03>霞～よくやったなあ…<03>…<03>」<01>","【武】「嗯啊？　哦，<03>对了，抱歉抱歉，<03>霞～你表现得很好……<03>…<03>」<01>"
"6496","pm:static:photonmelodies11.rio.004:0131862200:00313904","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","霞","【霞】「ありがとうございます」<01>","【霞】「谢谢你」<01>"
"6497","pm:static:photonmelodies11.rio.004:0131862200:00314002","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「うんうん、<03>おまえは実に素晴らしいッ！！　きっと才能あるぞ！」<01>","【武】「嗯嗯，<03>你真的非常出色！！　肯定很有天赋！」<01>"
"6498","pm:static:photonmelodies11.rio.004:0131862200:00314244","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「わたしは？　わたしはっ？」<01>","【纯夏】「我呢？　我呢？」<01>"
"6499","pm:static:photonmelodies11.rio.004:0131862200:00314352","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「おまえが横でグチャグチャ言うくせにあそこまで残ってたから霞を褒めたんだ！！　何でおまえが褒められるんだよ？」<01>","【武】「正因为你一直在旁边叽叽喳喳，她还能坚持到那么后面，我才夸霞！！　我为什么要夸你啊？」<01>"
"6500","pm:static:photonmelodies11.rio.004:0131862200:00314800","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「ひーどーいー！！　ちゃんとアドバイスしてたもん！！」<01>","【纯夏】「太——过——分——了！！　我明明一直在认真给她建议！！」<01>"
"6501","pm:static:photonmelodies11.rio.004:0131862200:00315024","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「おまえなあ…<03>…<03>『ドバーっと行け！』とか『ズバーっと避けて！』なんて抽象的なやつのどこがアドバイスだ」<01>","【武】「我说你啊……<03>…<03>什么『哗地冲过去！』『唰地躲开！』，这种抽象的说法哪里算建议了」<01>"
"6502","pm:static:photonmelodies11.rio.004:0131862200:00315394","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「頭の中ではちゃんと考えたモンっ！　霞ちゃんとはフィーリングでわかり合えてるんだよっっ！！」<01>","【纯夏】「我脑子里明明有认真思考！　我和小霞靠感觉就能互相理解！！」<01>"
"6503","pm:static:photonmelodies11.rio.004:0131862200:00315750","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「ああ…<03>…<03>そのアンテナか？」<01>","【武】「啊……<03>…<03>是靠那根天线吗？」<01>"
"6504","pm:static:photonmelodies11.rio.004:0131862200:00315902","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「アンテナ？」<01>","【纯夏】「天线？」<01>"
"6505","pm:static:photonmelodies11.rio.004:0131862200:00315978","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「ほら、<03>１本びろ～んと立ってるだろうが、<03>頭のド真ん中に」<01>","【武】「你看，<03>不是有一根长长地竖着吗，<03>就在脑袋正中央」<01>"
"6506","pm:static:photonmelodies11.rio.004:0131862200:00316198","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「これはアンテナじゃないよっ！！」<01>","【纯夏】「这才不是天线！！」<01>"
"6507","pm:static:photonmelodies11.rio.004:0131862200:00316314","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「霞の方は、<03>受信機はどこだ？　そのウサ耳みたいなリボンか？」<01>","【武】「霞这边，<03>接收器在哪里？　是那条像兔耳朵一样的丝带吗？」<01>"
"6508","pm:static:photonmelodies11.rio.004:0131862200:00316712","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","霞","【霞】「これは受信機じゃありません」<01>","【霞】「这不是接收器」<01>"
"6509","pm:static:photonmelodies11.rio.004:0131862200:00316834","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「だよな～？　ほーら純夏、<03>おまえの怪しい電波が届くわけねーっつーの！」<01>","【武】「就是说嘛～？　你看，纯夏，<03>你那可疑的电波根本不可能传到她那里！」<01>"
"6510","pm:static:photonmelodies11.rio.004:0131862200:00317110","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「なんだよー！！」<01>","【纯夏】「什么嘛——！！」<01>"
"6511","pm:static:photonmelodies11.rio.004:0131862200:00317206","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","慧","【慧】「…<03>…<03>…<03>…<03>」<01>","【慧】「……<03>…<03>…<03>…<03>」<01>"
"6512","pm:static:photonmelodies11.rio.004:0131862200:00317266","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「…<03>…<03>どうした？」<01>","【武】「……<03>…<03>怎么了？」<01>"
"6513","pm:static:photonmelodies11.rio.004:0131862200:00317358","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","慧","【慧】「白銀は…<03>…<03>届かなかったの？」<01>","【慧】「白银你……<03>…<03>没收到吗？」<01>"
"6514","pm:static:photonmelodies11.rio.004:0131862200:00317484","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「はあ？」<01>","【武】「哈？」<01>"
"6515","pm:static:photonmelodies11.rio.004:0131862200:00317536","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","","何言ってんだ、<03>おまえ…<03>…<03>。<01>","你在说什么啊，<03>彩峰……<03>…<03>。<01>"
"6516","pm:static:photonmelodies11.rio.004:0131862200:00317644","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","夕呼","【夕呼】「あら、<03>あんた達、<03>何やってんの？」<01>","【夕呼】「哎呀，<03>你们几个，<03>在干什么？」<01>"
"6517","pm:static:photonmelodies11.rio.004:0131862200:00317772","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","壬姫","【壬姫】「あ、<03>夕呼センセー」<01>","【壬姬】「啊，<03>夕呼老师」<01>"
"6518","pm:static:photonmelodies11.rio.004:0131862200:00317872","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","まりも","【まりも】「みんなで散歩？」<01>","【麻理茉】「大家一起散步吗？」<01>"
"6519","pm:static:photonmelodies11.rio.004:0131862200:00317998","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「先生達はお風呂ですか？」<01>","【纯夏】「老师们去洗澡了吗？」<01>"
"6520","pm:static:photonmelodies11.rio.004:0131862200:00318164","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","夕呼","【夕呼】「当然じゃない。
温泉に来たら、<03>まず温泉。
次に温泉、<03>最後に温泉よ」<01>","【夕呼】「那还用说。
来到温泉旅馆，<03>首先当然是温泉。
接着还是温泉，<03>最后依然是温泉」<01>"
"6521","pm:static:photonmelodies11.rio.004:0131862200:00318516","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「はあ…<03>…<03>」<01>","【武】「哦……<03>…<03>」<01>"
"6522","pm:static:photonmelodies11.rio.004:0131862200:00318584","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","まりも","【まりも】「あなたたちも入ってきたら？　気持ちいいわよ～、<03>露天風呂」<01>","【麻理茉】「你们也去泡泡看？　露天浴池，<03>很舒服哦～」<01>"
"6523","pm:static:photonmelodies11.rio.004:0131862200:00318848","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","千鶴","【千鶴】「え！？　露天風呂なんですかっ！？」<01>","【千鹤】「咦！？　是露天浴池吗！？」<01>"
"6524","pm:static:photonmelodies11.rio.004:0131862200:00318982","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","まりも","【まりも】「もう外も暗いから大丈夫よ」<01>","【麻理茉】「外面已经天黑了，没关系的」<01>"
"6525","pm:static:photonmelodies11.rio.004:0131862200:00319138","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","壬姫","【壬姫】「でででもー…<03>…<03>」<01>","【壬姬】「可可可是——……<03>…<03>」<01>"
"6526","pm:static:photonmelodies11.rio.004:0131862200:00319212","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","悠陽","【悠陽】「それは風流ですね…<03>…<03>」<01>","【悠阳】「那确实很有风情呢……<03>…<03>」<01>"
"6527","pm:static:photonmelodies11.rio.004:0131862200:00319330","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","夕呼","【夕呼】「そうそう！　出し惜しみなんてもったいぶっても、<03>いいことないわよ？　覗いてもらえるうちが華。
まりもの歳になるとそれすらないのよ？」<01>","【夕呼】「对对！　藏着掖着故作矜持，<03>可没什么好处哦？　有人愿意偷看的时候才是花样年华。
到了麻理茉这个年纪，就连偷看的人都没有了哦？」<01>"
"6528","pm:static:photonmelodies11.rio.004:0131862200:00319900","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","まりも","【まりも】「ア、<03>ア、<03>アンタだって…<03>…<03>同い年でしょ～～～？」<01>","【麻理茉】「你、<03>你、<03>你自己不也……<03>…<03>和我同岁吗～～～？」<01>"
"6529","pm:static:photonmelodies11.rio.004:0131862200:00320076","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","美琴","【美琴】「ねえねえ、<03>ボク達も行こうか？」<01>","【美琴】「我说我说，<03>我们也去吧？」<01>"
"6530","pm:static:photonmelodies11.rio.004:0131862200:00320216","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","冥夜","【冥夜】「私は賛成だ」<01>","【冥夜】「我赞成」<01>"
"6531","pm:static:photonmelodies11.rio.004:0131862200:00320292","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","ウォーケン","【ウォーケン】「白銀、<03>我々も行くとしようか」<01>","【沃肯】「白银，<03>我们也去吧」<01>"
"6532","pm:static:photonmelodies11.rio.004:0131862200:00320454","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「そうですね…<03>…<03>」<01>","【武】「也好……<03>…<03>」<01>"
"6533","pm:static:photonmelodies11.rio.004:0131862200:00320542","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","","先生とふたりってのもアレだが、<03>ひとりで入るのもつまらないしな…<03>…<03>。<01>","虽然和老师两个人一起泡有点那个，<03>但独自一人泡也很无聊……<03>…<03>。<01>"
"6534","pm:static:photonmelodies11.rio.004:0131862200:00320826","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","夕呼","【夕呼】「とっとと入って来なさい。
上がったら…<03>…<03>ふふ…<03>…<03>夕食よ」<01>","【夕呼】「赶快去泡。
出来以后……<03>…<03>呵呵……<03>…<03>就是晚餐了」<01>"
"6535","pm:static:photonmelodies11.rio.004:0131862200:00321124","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","","…<03>…<03>なんだ？　あの含み笑いは？<01>","……<03>…<03>怎么回事？　她为什么笑得意味深长？<01>"
"6536","pm:static:photonmelodies11.rio.004:0131862200:00321240","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","純夏","【純夏】「タケルちゃん、<03>後でね～～！」<01>","【纯夏】「小武，<03>待会儿见～～！」<01>"
"6537","pm:static:photonmelodies11.rio.004:0131862200:00321390","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@131862200","武","【武】「おう！」<01>","【武】「好！」<01>"
"6538","pm:static:photonmelodies11.rio.004:0258770628:00123042","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","武","【武】「おわ～～～！！　スゲーーー！！」<01>","【武】「呜哇～～～！！　好厉害——！！」<01>"
"6539","pm:static:photonmelodies11.rio.004:0258770628:00123176","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","美琴","【美琴】「う、<03>海の幸と山の幸のせめぎ合いだあっっ！！」<01>","【美琴】「呜、<03>海味与山珍正在激烈交锋！！」<01>"
"6540","pm:static:photonmelodies11.rio.004:0258770628:00123364","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","冥夜","【冥夜】「ほほう…<03>…<03>これはなかなか…<03>…<03>」<01>","【冥夜】「嚯嚯……<03>…<03>这可真不赖……<03>…<03>」<01>"
"6541","pm:static:photonmelodies11.rio.004:0258770628:00123512","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","純夏","【純夏】「すごいすごいっ！！」<01>","【纯夏】「好厉害，好厉害！！」<01>"
"6542","pm:static:photonmelodies11.rio.004:0258770628:00123610","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","夕呼","【夕呼】「あたしが子供だましの料理に満足するとでも思ってるの？　当然最高級を用意させたわよ」<01>","【夕呼】「你们以为我会满足于哄小孩的饭菜吗？　当然让他们备下的全是最高级料理」<01>"
"6543","pm:static:photonmelodies11.rio.004:0258770628:00123906","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","武","【武】「さすが、<03>使うべきときにパーッと使わないと、<03>人生が貧相になる…<03>…<03>なんて言ってただけのことはある！！」<01>","【武】「果然不愧是你，<03>说什么‘该花的时候不痛痛快快地花，<03>人生就会变得寒酸……<03>…<03>’！！」<01>"
"6544","pm:static:photonmelodies11.rio.004:0258770628:00124186","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","夕呼","【夕呼】「ふふん…<03>…<03>さあ、<03>あんた達、<03>覚悟は済んだ？　この時間を迎えてしまった以上、<03>もう逃げることはでき…<03>…<03>」<01>","【夕呼】「哼哼……<03>…<03>好了，<03>你们几个，<03>做好心理准备了吗？　既然已经迎来这个时刻，<03>就再也无法逃……<03>…<03>」<01>"
"6545","pm:static:photonmelodies11.rio.004:0258770628:00124568","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","壬姫","【壬姫】「はーい！」<01>","【壬姬】「来啦——！」<01>"
"6546","pm:static:photonmelodies11.rio.004:0258770628:00124630","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","夕呼","【夕呼】「…<03>…<03>誰よー」<01>","【夕呼】「……<03>…<03>谁啊——」<01>"
"6547","pm:static:photonmelodies11.rio.004:0258770628:00124742","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","月詠","【月詠】「失礼いたします」<01>","【月咏】「打扰了」<01>"
"6548","pm:static:photonmelodies11.rio.004:0258770628:00124844","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","神代・巴・戎","【神代・巴・戎】「いたします～～！！」<01>","【神代、巴、戎】「打扰了～～！！」<01>"
"6549","pm:static:photonmelodies11.rio.004:0258770628:00124980","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","純夏","【純夏】「月詠さん…<03>…<03>どうしたんですか？」<01>","【纯夏】「月咏小姐……<03>…<03>有什么事吗？」<01>"
"6550","pm:static:photonmelodies11.rio.004:0258770628:00125110","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@258770628","月詠","【月詠】「はい、<03>何かお食事やお飲み物でご要望などございましたら、<03>承ろうと思って参ったのですが…<03>…<03>」<01>","【月咏】「是，<03>若各位对餐点或饮品有什么要求，<03>我本想特来询问……<03>…<03>」<01>"
