"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"2000","pf:static:photonflowers11.rio.002:413194600:00270292","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「えっ、<03>あたし？　まあ…<03>…<03>そりゃあ、<03>なんかシュッとしててかっこいいし、<03>戦術機って人型だからなんか自分の技も活かせるかなって」<01>","【竹宫】「咦，我吗？嗯……<03>因为看起来又利落又帅，<03>而且战术机是人形，我就想自己的技巧或许也能派上用场。」<01>"
"2001","pf:static:photonflowers11.rio.002:413194600:00270812","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「……<03>……<03>……<03>」<01>"
"2002","pf:static:photonflowers11.rio.002:413194600:00270884","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「まあ、<03>あとは伊隅と同じだけど、<03>なんていうか、<03>みんなのために何かしたいって思ってさ」<01>","【竹宫】「另外也和伊隅一样吧，<03>该怎么说呢，<03>就是想为大家做点什么。」<01>"
"2003","pf:static:photonflowers11.rio.002:413194600:00271170","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「やっぱりふたりとも、<03>何となくしっかりしてますね～」<01>","【三浦】「果然你们两个，<03>总觉得都很可靠呢～」<01>"
"2004","pf:static:photonflowers11.rio.002:413194600:00271314","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「何となくしっかりってなんだよ…<03>…<03>」<01>","【藤泽】「『总觉得很可靠』是什么意思啊……<03>」<01>"
"2005","pf:static:photonflowers11.rio.002:413194600:00271490","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「違う違うそんなんじゃないって。<0A>多分あれよ――あたし、<03>地元が福岡だから…<03>…<03>」<01>","【竹宫】「不是不是，不是你们想的那样。<0A>大概是因为——我的故乡在福冈……<03>」<01>"
"2006","pf:static:photonflowers11.rio.002:413194600:00271764","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「…<03>…<03>…<03>…<03>」<0A>【三浦】「あ…<03>…<03>」<0A>【藤澤】「…<03>…<03>…<03>…<03>」<01>","【美知留】「……<03>……<03>……<03>」<0A>【三浦】「啊……<03>」<0A>【藤泽】「……<03>……<03>……<03>」<01>"
"2007","pf:static:photonflowers11.rio.002:413194600:00271958","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","なるほど…<03>…<03>そういうことか。<0A>それが竹宮の…<03>…<03>。<01>","原来如此……<03>是这么回事。<0A>这就是竹宫的……<03>。<01>"
"2008","pf:static:photonflowers11.rio.002:413194600:00272112","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「こっちにはスポーツ推薦で来てたんだけど、<03>ほら、<03>九州は全島強制疎開が始まったでしょ？　ま、<03>あれでね…<03>…<03>」<01>","【竹宫】「我是靠体育推荐来到这里的，<03>可是你们也知道，九州开始实施全岛强制疏散了吧？嗯，<03>就是因为那件事……<03>」<01>"
"2009","pf:static:photonflowers11.rio.002:413194600:00272504","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「…<03>…<03>…<03>…<03>」<01>","【藤泽】「……<03>……<03>……<03>」<01>"
"2010","pf:static:photonflowers11.rio.002:413194600:00272576","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「バラバラになっちゃう地元のみんなが、<03>全員一緒に福岡に戻るってのが今の大きな目標。<0A>そのために、<03>自分に出来ることをやるんだ――ってね」<01>","【竹宫】「让即将各奔东西的家乡伙伴，有朝一日全部一起回到福冈——这就是我现在最大的目标。<0A>为此，我要做自己力所能及的事——就是这样」<01>"
"2011","pf:static:photonflowers11.rio.002:413194600:00273124","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「…<03>…<03>…<03>…<03>」<01>","【三浦】「……<03>……<03>……<03>」<01>"
"2012","pf:static:photonflowers11.rio.002:413194600:00273190","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「仕方がないことなんだけど、<03>法律で強制されるのはもういやだったしさ。<0A>だったら志願しようって決めたんだ」<01>","【竹宫】「虽说那也是迫不得已，<03>但我已经不想再被法律强迫了。<0A>所以才决定主动志愿。」<01>"
"2013","pf:static:photonflowers11.rio.002:413194600:00273672","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「……<03>……<03>……<03>」<01>"
"2014","pf:static:photonflowers11.rio.002:413194600:00273744","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「だから…<03>…<03>Ｆ分隊がひとりも欠けず、<03>全員で任官することが、<03>あたしの当面の目標、<03>かな！」<01>","【竹宫】「所以……F分队一个人也不少，大家一起任官，就是我眼下的目标吧！」<01>"
"2015","pf:static:photonflowers11.rio.002:413194600:00274150","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","ちがう…<03>…<03>。同じように聞こえても、<03>竹宮と私ではまったく違う。<01>","不对……<03>。听起来虽然相似，<03>可竹宫与我完全不同。<01>"
"2016","pf:static:photonflowers11.rio.002:413194600:00274418","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","少なくとも竹宮は、<03>故郷の喪失というＢＥＴＡ大戦の直接的な影響を受けている。<01>","至少竹宫切身承受过BETA大战的直接影响——失去故乡。<01>"
"2017","pf:static:photonflowers11.rio.002:413194600:00274654","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","私は竹宮のように地域という中間層を――見知らぬ他者を視野に入れていない。<01>","我并不像竹宫那样，会把“地域”这一中间层——那些陌生人——纳入视野。<01>"
"2018","pf:static:photonflowers11.rio.002:413194600:00274936","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","私とその周辺――そしてその安全に影響するもっとマクロな、<03>システムとしての日本という両極端しか見ていない。<01>","我眼中只有两个极端：自己与周围的人——以及会影响其安全、作为更宏观系统存在的日本。<01>"
"2019","pf:static:photonflowers11.rio.002:413194600:00275346","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","だからと言って、<03>私には根拠もなしに竹宮のような博愛主義を掲げる器はない…<03>…<03>。<01>","话虽如此，<03>我也没有那种器量，能像竹宫一样毫无根据地高举博爱主义……<03>。<01>"
"2020","pf:static:photonflowers11.rio.002:413194600:00275650","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","天才にして博愛…<03>…<03>そして理想主義者…<03>…<03>。<01>","天才而又博爱……<03>还是个理想主义者……<03>。<01>"
"2021","pf:static:photonflowers11.rio.002:413194600:00275810","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","それに加え、<03>過酷な現実の一部を共有しているとなれば…<03>…<03>これはもう、<03>為す術がない。<01>","再加上我们还共同经历了残酷现实的一角……<03>这样一来，我已无计可施。<01>"
"2022","pf:static:photonflowers11.rio.002:413194600:00276110","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","やはり…<03>…<03>私はあの人のようになる以外…<03>…<03>ないんだ。<0A>己を律する強靱な精神を手に入れるしか…<03>…<03>ない。<01>","果然……<03>我只能变得像那个人一样……<03>。<0A>只能获得足以约束自己的坚强意志……<03>。<01>"
"2023","pf:static:photonflowers11.rio.002:413194600:00276536","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「そういえばあんたたち…<03>…<03>この訓練校の噂、<03>知ってる？」<01>","【竹宫】「说起来，你们……<03>知道这所训练学校的传闻吗？」<01>"
"2024","pf:static:photonflowers11.rio.002:413194600:00276766","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「ああ、<03>なんかここが特別だってやつ？　他所より訓練が厳しいとか、<03>全国から人が集められてるとか」<01>","【藤泽】「哦，<03>就是这里好像很特别的传闻？比如训练比别处严格，<03>还有从全国各地招来学员之类的。」<01>"
"2025","pf:static:photonflowers11.rio.002:413194600:00277270","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「たしかに地元の先任に聞いてたよりも、<03>訓練のメニューは厳しい気がしますね～」<01>","【三浦】「训练项目确实比我从家乡前辈那里听说的更严格呢～」<01>"
"2026","pf:static:photonflowers11.rio.002:413194600:00277648","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「そりゃあの神宮司が異常なだけっしょ。<0A>自分たちが特別だと思わなきゃやってらんないっつーの！」<01>","【藤泽】「那只不过是神宫司那家伙不正常吧。<0A>不觉得自己很特别，<03>这种日子根本过不下去！」<01>"
"2027","pf:static:photonflowers11.rio.002:413194600:00277964","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「でも、<03>地元で志願した中でここに回されたのは私だけですよ？　普通は出願地域の訓練校に配属されるじゃないですか」<01>","【三浦】「可是，<03>在家乡报名志愿的人里，只有我被调到这里哦？一般不都是分配到报名地区的训练学校吗？」<01>"
"2028","pf:static:photonflowers11.rio.002:413194600:00278416","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「まあ…<03>…<03>確かにあたしもそうだわ。<0A>でも、<03>偶然でしょ。<0A>定数で他所に回されることもあるし、<03>その場合の希望地を書く欄があったじゃん」<01>","【藤泽】「嗯……<03>仔细一想，我也是。<0A>不过只是巧合吧。<0A>因为名额问题被调到其他地方也很常见，<03>而且申请表上不是有一栏，让我们填写这种情况下的期望地区吗？」<01>"
"2029","pf:static:photonflowers11.rio.002:413194600:00278942","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","珍しいこともあるが、<03>藤澤の言う通りだろう。<0A>現に、<03>第一希望を他県にした地元の私が、<03>ここに配属されている。<01>","虽说这种情况不多见，<03>但藤泽说得应该没错。<0A>事实上，<03>身为本地人的我明明把第一志愿填在其他县，<03>最终却被分配到这里。<01>"
"2030","pf:static:photonflowers11.rio.002:413194600:00279394","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「大陸帰りの教官たちが全国に散るのは人数的にわかるじゃない？　ところが…<03>…<03>」<01>","【竹宫】「从大陆回来的教官人数有限，<03>所以会分散到全国各地，这还能理解吧？可是……<03>」<01>"
"2031","pf:static:photonflowers11.rio.002:413194600:00279768","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「な、<03>なんですか…<03>…<03>？」<0A>【藤澤】「…<03>…<03>…<03>…<03>？」<01>","【三浦】「怎、<03>怎么了……<03>？」<0A>【藤泽】「……<03>……<03>……<03>？」<01>"
"2032","pf:static:photonflowers11.rio.002:413194600:00279920","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「あたしが聞く限り、<03>この訓練校の候補生は、<03>均等に全国から集まってきていて、<03>地元は伊隅の他に数人しかいないのよ」<01>","【竹宫】「据我所知，<03>这所训练学校的候补生近乎平均地来自全国各地，<03>本地人除了伊隅以外只有几名。」<01>"
"2033","pf:static:photonflowers11.rio.002:413194600:00280308","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「…<03>…<03>！？」<0A>【三浦】「――えっ！？」<0A>【藤澤】「――！？」<01>","【美知留】「……<03>！？」<0A>【三浦】「——咦！？」<0A>【藤泽】「——！？」<01>"
"2034","pf:static:photonflowers11.rio.002:413194600:00280488","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","言われてみれば、<03>確かに顔見知りはいない。<0A>地元の知らない者が殆どだと思っていたが…<03>…<03>。<01>","听她这么一说，<03>的确没有我认识的面孔。<0A>我原本以为多数人只是自己不认识的本地人……<03>。<01>"
"2035","pf:static:photonflowers11.rio.002:413194600:00280784","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","やはり、<03>竹宮はそれだけ広範囲の他者を気にかけているということだろう。<01>","看来竹宫确实会关心范围如此广泛的其他人。<01>"
"2036","pf:static:photonflowers11.rio.002:413194600:00280994","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","他人に対する好奇心と持ち前の人当たりの良さがその顔を広め、<03>こういった情報が集まってくるということか。<01>","她对他人的好奇与天生亲切的待人方式扩大了交际面，<03>所以这类信息也会汇聚到她身边吧。<01>"
"2037","pf:static:photonflowers11.rio.002:413194600:00281482","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","目に見える範囲が精一杯の私には、<03>背伸びしても真似できないことだ。<01>","我竭尽全力也只能顾及眼前所见的范围，<03>就算勉强自己也学不来。<01>"
"2038","pf:static:photonflowers11.rio.002:413194600:00281660","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「――で、<03>結局なにがいいたいわけ？　あたし、<03>まだるっこしいの苦手なんだけど」<01>","【藤泽】「——所以，你到底想说什么？<03>我最受不了拐弯抹角了。」<01>"
"2039","pf:static:photonflowers11.rio.002:413194600:00281880","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「ふふふ…<03>…<03>聞いて驚くな？」<01>","【竹宫】「呵呵呵……<03>听了可别吓到哦？」<01>"
"2040","pf:static:photonflowers11.rio.002:413194600:00282030","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「…<03>…<03>…<03>…<03>」<0A>【三浦】「ごくり…<03>…<03>」<0A>【藤澤】「…<03>…<03>…<03>…<03>」<01>","【美知留】「……<03>……<03>……<03>」<0A>【三浦】「咕噜……<03>」<0A>【藤泽】「……<03>……<03>……<03>」<01>"
"2041","pf:static:photonflowers11.rio.002:413194600:00282230","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「これって――あたしたちが全国から集められた逸材ってことなんじゃない！？」<01>","【竹宫】「这不就说明——我们是从全国各地召集来的优秀人才吗！？」<01>"
"2042","pf:static:photonflowers11.rio.002:413194600:00282664","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「…<03>…<03>…<03>…<03>」<0A>【三浦】「はぁ…<03>…<03>」<0A>【藤澤】「ハァ…<03>…<03>」<01>","【美知留】「……<03>……<03>……<03>」<0A>【三浦】「哈啊……<03>」<0A>【藤泽】「哈……<03>」<01>"
"2043","pf:static:photonflowers11.rio.002:413194600:00282858","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「…<03>…<03>あれっ？　なんか…<03>…<03>テンション低くない？」<01>","【竹宫】「……<03>咦？怎么……<03>大家情绪都这么低？」<01>"
"2044","pf:static:photonflowers11.rio.002:413194600:00283046","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「…<03>…<03>あんたねぇ、<03>ここの連中見て逸材とかって無理ありすぎでしょ！？」<01>","【藤泽】「……<03>我说你啊，<03>看看这里这些人，还硬说是优秀人才也太牵强了吧！？」<01>"
"2045","pf:static:photonflowers11.rio.002:413194600:00283386","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「…<03>…<03>え？　そうかな？」<01>","【竹宫】「……<03>咦？是吗？」<01>"
"2046","pf:static:photonflowers11.rio.002:413194600:00283518","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「あんたたちならまだしも、<03>あたしは普通のヒトだよ？　園子は落ちこぼれだよ、<03>はっきり言って！？」<01>","【藤泽】「你们几个姑且不论，<03>我只是普通人哦？园子更是后进生，说白了就是这样！？」<01>"
"2047","pf:static:photonflowers11.rio.002:413194600:00283970","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「月子さんひどい～～～！」<01>","【三浦】「月子太过分了～～～！」<01>"
"2048","pf:static:photonflowers11.rio.002:413194600:00284086","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「でもさっ、<03>あの神宮司もホントは大尉なのに、<03>ワザワザ降格してまでここに来てるんだよ？　こりゃあなんかあるでしょ！？」<01>","【竹宫】「可是啊，<03>神宫司明明原本是上尉，<03>却不惜特意降级也要来这里哦？这里肯定有什么名堂吧！？」<01>"
"2049","pf:static:photonflowers11.rio.002:413194600:00284522","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「それは、<03>階級が役職を表すからよ。<0A>別に特別な措置じゃないわ」<01>","【美知留】「那是因为军衔要对应职务。<0A>并不是什么特殊措施。」<01>"
"2050","pf:static:photonflowers11.rio.002:413194600:00284846","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「――伊隅堅いよっ！　カッチカチだよっ！！」<01>","【竹宫】「——伊隅太死板了！硬邦邦的！！」<01>"
"2051","pf:static:photonflowers11.rio.002:413194600:00285012","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「別に…<03>…<03>事実じゃない。<0A>どっちかっていうと、<03>問題児をかき集めたんじゃないの？」<01>","【美知留】「没什么……<03>这不是事实吗。<0A>真要说的话，<03>反而更像是把问题儿童集中到一起了吧？」<01>"
"2052","pf:static:photonflowers11.rio.002:413194600:00285316","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","…<03>…<03>なんだそのウィンクは。<0A>口裏合わせろとでもいうのか？<01>","……<03>你那个眨眼是什么意思？<0A>是要我跟你串通说辞吗？<01>"
"2053","pf:static:photonflowers11.rio.002:413194600:00285534","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「ちがうって！　あたし達に才能とか素質とか、<03>とにかく何かなきゃ、<03>神宮司みたいにスゴイ人呼んでこないでしょ？！」<01>","【竹宫】「才不是！我们要是没有什么才能或资质，<03>怎么可能特意把神宫司那样厉害的人叫过来！？」<01>"
"2054","pf:static:photonflowers11.rio.002:413194600:00285900","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「竹宮さん…<03>…<03>もしかして歯が痛いの…<03>…<03>？」<01>","【三浦】「竹宫……<03>难道牙痛吗……<03>？」<01>"
"2055","pf:static:photonflowers11.rio.002:413194600:00286112","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","才能や素質…<03>…<03>か。<0A>自分に自信のある人間は迷いがないな。<01>","才能与资质……<03>吗。<0A>对自己有信心的人，果然不会犹豫。<01>"
"2056","pf:static:photonflowers11.rio.002:413194600:00286394","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","三浦と藤澤をその気にさせるためとはいえ…<03>…<03>簡単に言ってくれる。<01>","虽说是为了让三浦和藤泽振作起来……<03>她说得还真轻松。<01>"
"2057","pf:static:photonflowers11.rio.002:413194600:00286734","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「――藤澤も三浦も、<03>きっと何か光るものがあったからここにいるんだよ。<0A>うん、<03>きっとそう！」<01>","【竹宫】「——藤泽和三浦一定是因为身上有什么闪光点，<03>才会来到这里。<0A>嗯，一定是这样！」<01>"
"2058","pf:static:photonflowers11.rio.002:413194600:00287008","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「そ、<03>そう、<03>なのかな…<03>…<03>？」<01>","【三浦】「真、<03>真的是……<03>这样吗？」<01>"
"2059","pf:static:photonflowers11.rio.002:413194600:00287102","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「絶対そうだって！　だとしたら、<03>あたしたちがこの国の希望なんだよ？！」<01>","【竹宫】「绝对就是这样！既然如此，<03>我们不就是这个国家的希望吗？！」<01>"
"2060","pf:static:photonflowers11.rio.002:413194600:00287318","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「そ、<03>そうだよね…<03>…<03>！　が、<03>頑張らなくちゃマズイよね…<03>…<03>」<01>","【三浦】「是、<03>是啊……<03>！不、<03>不努力可就糟了……<03>」<01>"
"2061","pf:static:photonflowers11.rio.002:413194600:00287524","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「そそ！　そういうこと～。<0A>ってことで、<03>ここは一発、<03>Ｆ分隊全員で同時任官目指そうじゃないの！！」<01>","【竹宫】「对对！就是这么回事～。<0A>所以我们干脆以F分队全员同时任官为目标吧！！」<01>"
"2062","pf:static:photonflowers11.rio.002:413194600:00287836","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「う…<03>…<03>うん！」<01>","【三浦】「嗯……<03>嗯！」<01>"
"2063","pf:static:photonflowers11.rio.002:413194600:00287910","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「いいねいいね～この空気っ！　一致団結――全員で衛士になるよっ！？」<01>","【竹宫】「不错不错～就是这个气氛！团结一致——大家一起成为卫士哦！？」<01>"
"2064","pf:static:photonflowers11.rio.002:413194600:00288188","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「…<03>…<03>園子、<03>無理しなくていいんだよ？」<01>","【藤泽】「……<03>园子，<03>你不用勉强自己哦？」<01>"
"2065","pf:static:photonflowers11.rio.002:413194600:00288350","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「じゃあ、<03>基礎以上の身体造りはあたしの担当ね。<0A>伊隅はその他全般」<01>","【竹宫】「那超过基础水平的体能训练就由我负责。<0A>其他全部交给伊隅。」<01>"
"2066","pf:static:photonflowers11.rio.002:413194600:00288642","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「はあ？　ちょっと勝手に決めないでよ――」<01>","【美知留】「哈？等一下，<03>别擅自决定——」<01>"
"2067","pf:static:photonflowers11.rio.002:413194600:00288820","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「――というわけで目指せ、<03>全員合格ッ！　頑張ろ～～～～オウッ！！」<01>","【竹宫】「——总之，目标是全员合格！加油吧～～～～哦！！」<01>"
"2068","pf:static:photonflowers11.rio.002:413194600:00289084","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「…<03>…<03>…<03>…<03>」<0A>【藤澤】「…<03>…<03>…<03>…<03>」<0A>【三浦】「…<03>…<03>…<03>…<03>」<01>","【美知留】「……<03>……<03>……<03>」<0A>【藤泽】「……<03>……<03>……<03>」<0A>【三浦】「……<03>……<03>……<03>」<01>"
"2069","pf:static:photonflowers11.rio.002:413194600:00289286","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「…<03>…<03>あれ？　ノリわるくない？！　おかしいでしょ？！」<01>","【竹宫】「……<03>咦？你们也太不配合了吧？！不对劲吧？！」<01>"
"2070","pf:static:photonflowers11.rio.002:413194600:00289520","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「…<03>…<03>おかしいのはどっちだよ。<0A>なあ園子？」<01>","【藤泽】「……<03>不对劲的是哪边啊。<0A>对吧，园子？」<01>"
"2071","pf:static:photonflowers11.rio.002:413194600:00289694","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「…<03>…<03>…<03>…<03>」<01>","【三浦】「……<03>……<03>……<03>」<01>"
"2072","pf:static:photonflowers11.rio.002:413194600:00289760","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「ぶくぶくぶくぶく…<03>…<03>」<01>","【三浦】「咕嘟咕嘟咕嘟咕嘟……<03>」<01>"
"2073","pf:static:photonflowers11.rio.002:413194600:00289874","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「――！？」<0A>【竹宮】「――！！」<0A>【藤澤】「…<03>…<03>！！」<01>","【美知留】「——！？」<0A>【竹宫】「——！！」<0A>【藤泽】「……<03>！！」<01>"
"2074","pf:static:photonflowers11.rio.002:413194600:00290044","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「――三浦～～～～ッ！？」<0A>【竹宮】「――三浦～～～ッ！！」<0A>【藤澤】「――園子～～～～～ッ！！」<01>","【美知留】「——三浦～～～～！？」<0A>【竹宫】「——三浦～～～！！」<0A>【藤泽】「——园子～～～～～！！」<01>"
"2075","pf:static:photonflowers11.rio.002:413194600:00290312","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「――ッ！？」<01>","【美知留】「——！？」<01>"
"2076","pf:static:photonflowers11.rio.002:413194600:00290372","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","…<03>…<03>…<03>…<03>しま…<03>…<03>った…<03>…<03>…<03>…<03><01>","……<03>……<03>糟……<03>糕……<03>……<03><01>"
"2077","pf:static:photonflowers11.rio.002:413194600:00290450","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","立ち…<03>…<03>くらみ…<03>…<03>…<03>…<03>が…<03>…<03>…<03>…<03><01>","起身……<03>时一阵眩晕……<03>……<03><01>"
"2078","pf:static:photonflowers11.rio.002:413194600:00290542","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","竹宮","【竹宮】「のぼせた～～」<01>","【竹宫】「泡晕了～～」<01>"
"2079","pf:static:photonflowers11.rio.002:413194600:00290656","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「のぼせました～～」<01>","【三浦】「泡晕了～～」<01>"
"2080","pf:static:photonflowers11.rio.002:413194600:00290754","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「だるい～～最悪だ～～」<01>","【藤泽】「好累～～糟透了～～」<01>"
"2081","pf:static:photonflowers11.rio.002:413194600:00290878","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","当然と言えば当然だ…<03>…<03>こんな真夏のさなか、<03>風呂に長時間浸かっていればのぼせもする。<01>","想想也是理所当然……<03>盛夏里在浴池泡这么久，当然会泡得头昏。<01>"
"2082","pf:static:photonflowers11.rio.002:413194600:00291212","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","全員が同時に立ちくらみにやられる姿はさぞや間の抜けた光景だったろう。<01>","所有人同时起身发晕的模样，<03>想必蠢透了。<01>"
"2083","pf:static:photonflowers11.rio.002:413194600:00291476","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","","だから…<03>…<03>ひとりで入る方がいいんだ。<01>","所以我才说……<03>一个人洗更好。<01>"
"2084","pf:static:photonflowers11.rio.002:413194600:00291578","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","藤澤","【藤澤】「食欲ない～最悪だ～～」<01>","【藤泽】「没胃口～糟透了～～」<01>"
"2085","pf:static:photonflowers11.rio.002:413194600:00291732","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「ありがたく食べなさいよ。<0A>食料事情は悪化してるのに、<03>合成とはいえハイカロリー食が提供されてるのよ？」<01>","【美知留】「心怀感激地吃吧。<0A>粮食状况明明在恶化，<03>这里却还提供合成的高热量食品哦？」<01>"
"2086","pf:static:photonflowers11.rio.002:413194600:00292150","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","三浦","【三浦】「それはわかっているんですが～～」<01>","【三浦】「这个道理我们明白啦～～」<01>"
"2087","pf:static:photonflowers11.rio.002:413194600:00292256","photonflowers11.rio.002","crsa:photonflowers11.rio.002@413194600","みちる","【みちる】「だめよ食べなきゃ、<03>明日持たないわよ。<0A>特に三浦はただでさえ食が細いんだから」<01>","【美知留】「不吃可不行，<03>那样撑不过明天。<0A>尤其三浦本来就吃得少。」<01>"
