"call_order","id","egpack","scene","speaker_jp","jp_text","cn_text"
"1175","game_t01177","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「なあに」\p","「怎么了？」\p"
"1176","game_t01178","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「あの、\w唯依は…\w…\w恭子様にお聞きしたいことがあるんです」\p","「那个，唯依……有件事想请教恭子大人。」\p"
"1177","game_t01179","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「ふふっ、\wどうしたのよ唯依、\wそんなに改まって」\p","「呵呵，唯依怎么了？突然这么郑重其事。」\p"
"1178","game_t01180","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「ええと…\w…\wなぜ恭子様は、\wこんな私に、\wいつも優しくして下さるのですか」\p","「那个……恭子大人为什么总是对这样的我这么温柔呢？」\p"
"1179","game_t01181","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「え…\w…\w？」\p","「咦……？」\p"
"1180","game_t01182","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「こうして一緒に湯浴みをさせていただくなんて、\w畏れ多いというか…\w…\w」\p","「像这样有幸与您一同沐浴，实在有些惶恐……」\p"
"1181","game_t01183","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「何をいっているのかしら。機会がある度に、\w小さい頃から一緒に入ってるじゃない…\w…\w忘れたの？」\p","「你在说什么呀。从小到大，每有机会我们不都一起洗澡吗……忘了？」\p"
"1182","game_t01184","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「いえっ、\wそうなんですけど、\w前は子供だったので、\w無邪気に甘えてしまい…\w…\w」\p","「没、没有，是这样没错，可以前我还是小孩子，总会不懂事地向您撒娇……」\p"
"1183","game_t01185","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「ふふふ…\w…\wまあ寂しい。唯依はもう大人になってしまったのね」\p","「呵呵……真叫人寂寞。唯依已经长大了呢。」\p"
"1184","game_t01186","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「いえあの、\w私は…\w…\w恭子様のような高貴な身分の方に、\w親しくしていただける理由がないので…\w…\w」\p","「不，那个……我想不出您这样身份尊贵的人亲近我的理由……」\p"
"1185","game_t01187","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「そう…\w…\w。唯依もそういうことを気にしなければならない歳になったのね…\w…\w」\p","「这样啊……唯依也到了不得不在意这些事的年纪了……」\p"
"1186","game_t01188","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w恭子様？」\p","「……恭子大人？」\p"
"1187","game_t01189","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「いいわ、\w教えてあげる。私が唯依をかわいがる理由…\w…\w」\p","「好吧，我告诉你。我疼爱唯依的理由……」\p"
"1188","game_t01190","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\wはい」\p","「……是。」\p"
"1189","game_t01191","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「それはね、\w私が小さい頃から、\wあなたのお母様に良くしていただいているからよ」\p","「因为我从小就一直受到你母亲的关照。」\p"
"1190","game_t01192","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1191","game_t01193","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1192","game_t01194","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「え…\w…\wそ、\wそれだけですか？」\p","「咦……只、只是这样吗？」\p"
"1193","game_t01195","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「そうね、\w細かく挙げていけば""あなたが好きだから""とか色々あるけれど、\w大元の理由はそれよ」\p","「这个嘛，细数起来还有“因为我喜欢你”等等很多原因，不过最根本的原因就是这个。」\p"
"1194","game_t01196","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「でも恭子様ぁ…\w…\wそんなことで私を…\w…\w？」\p","「可是恭子大人……就因为这种事，您便对我……？」\p"
"1195","game_t01197","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w人というのはね唯依。目上の方から受けた恩は、\wこうやってお返しするものなのよ」\p","「……唯依，人就是这样。从长辈那里受到的恩情，要这样偿还。」\p"
"1196","game_t01198","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「でも…\w…\w受けたご恩はその方に…\w…\w」\p","「可是……受到的恩情，不是应该还给那个人……」\p"
"1197","game_t01199","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「それができたら本当に幸せなことね。目上の方に恩をお返しできるのは、\wその方を越えた時だけなのだから」\p","「如果能够做到，那真是非常幸福的事。因为只有在超越那位长辈时，才有能力向她报恩。」\p"
"1198","game_t01200","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w？」\p","「…\w…\w？」\p"
"1199","game_t01201","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「人は歩みを止めないわ。だから恩を受けた方にそれをお返しすることはとても難しいの」\p","「人不会停下脚步。因此，要把恩情回报给施恩之人，是很困难的。」\p"
"1200","game_t01202","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w？？」\p","「…\w…\w？？」\p"
"1201","game_t01203","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「そして多くの場合、\wお返しできる機会を待ってはいただけない…\w…\w」\p","「而且多数时候，对方并不能一直等到我们有机会报恩……」\p"
"1202","game_t01204","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「だから、\wどなたからか恩を受けたら、\w別の方にお返しするの」\p","「所以，从某个人那里受了恩，就将它回报给另一个人。」\p"
"1203","game_t01205","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「そうすると、\w大切な方からいただいた恩が、\w大きく広がっていくでしょう？」\p","「这样一来，从重要之人那里得到的恩情，不就会越传越广吗？」\p"
"1204","game_t01206","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\wはい」\p","「……是。」\p"
"1205","game_t01207","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w人の絆はね、\wそうやって紡がれるのよ」\p","「……人与人之间的纽带，就是这样编织而成的。」\p"
"1206","game_t01208","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1207","game_t01209","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「お友達にはそう教えて差し上げなさい」\p","「你也这样告诉朋友们吧。」\p"
"1208","game_t01210","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「え…\w…\wッ！？」\p","「咦……！？」\p"
"1209","game_t01211","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「私との関わりで、\wお友達に何か言われたのでしょう？」\p","「因为和我有来往，你被朋友说了什么吧？」\p"
"1210","game_t01212","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1211","game_t01213","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1212","game_t01214","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1213","game_t01215","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「ぅ…\w…\w私なんかに…\w…\w崇宰家の恭子様が…\w…\wお会いになるわけないって…\w…\wッ」\p","「呜……她们说……崇宰家的恭子大人……不可能来见我这种人……」\p"
"1214","game_t01216","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1215","game_t01217","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「本当は…\w…\w外様のくせにって…\w…\w」\p","「其实……她们说我明明只是外样……」\p"
"1216","game_t01218","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「嘘吐きの家の子なんか…\w…\w恭子様がっ…\w…\w優しくするわけないって…\w…\w！」\p","「还说恭子大人……怎么可能对骗子家的孩子……这么温柔……！」\p"
"1217","game_t01219","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1218","game_t01220","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「嘘吐きの家の子は、やっぱり嘘吐きだって……誰も信じてくれなくって……！！」\p","「骗子家的孩子果然也是骗子……谁都不肯相信我……！！」\p"
"1219","game_t01221","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「だからっ…\w…\wだからっ…\w…\w。恭子様が優しくしてくださる理由がわかればっ…\w…\w私はみんなにっ…\w…\w！」\p","「所以……所以……如果知道恭子大人对我温柔的理由……我就能告诉大家……！」\p"
"1220","game_t01222","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w！」\p","「…\w…\w！」\p"
"1221","game_t01223","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「ふふ…\w…\wおばかさんね、\w何も気にすることないのに」\p","「呵呵……小傻瓜，明明什么都不必在意。」\p"
"1222","game_t01224","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\wう…\w…\wぅ…\w…\wッ…\w…\w」\p","「……呜……呜……」\p"
"1223","game_t01225","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「栴納様と唯依、\wそして私は――血が繋がっているのよ？」\p","「栴纳大人、唯依，还有我——我们是血脉相连的，不是吗？」\p"
"1224","game_t01226","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「ぅ…\w…\w」\p","「呜……」\p"
"1225","game_t01227","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「お友達であろうと家格であろうと、\w私たちを遠ざけることなんてできないわ」\p","「无论你的朋友怎么说，还是家格有何差别，都无法让我们疏远。」\p"
"1226","game_t01228","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「ぅ…\w…\w」\p","「呜……」\p"
"1227","game_t01229","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1228","game_t01230","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「な…\w…\wぜ…\w…\w」\p","「为……什么……」\p"
"1229","game_t01231","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「ん…\w…\w？」\p","「嗯……？」\p"
"1230","game_t01232","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w父様は…\w…\wなぜ何も…\w…\w何も言わないのでしょう…\w…\w」\p","「父亲……为什么什么都不说……为什么一句话都不说呢……」\p"
"1231","game_t01233","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「なぜ…\w…\w言われのないことで貶されてるのにっ…\w…\w何も言い返さないのでしょう…\w…\w？」\p","「明明因为那些毫无根据的事受到贬低……为什么一句都不反驳呢……？」\p"
"1232","game_t01234","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「母様はっ…\w…\wその心労と…\w…\w私を産んで下さったことで…\w…\w！」\p","「母亲……因为那些忧劳，还有生下我……！」\p"
"1233","game_t01235","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「お身体を…\w…\wお身体を壊されてっ…\w…\w二度と赤ちゃんを授かれなくなったと…\w…\w！」\p","「身体……身体才会垮掉……再也无法生育孩子……！」\p"
"1234","game_t01236","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「篁が…\w…\w間違ってないならっ――それを伝えなければっ」\p","「如果篁家……没有做错——就必须让人们知道……！」\p"
"1235","game_t01237","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「誰もッ…\w…\w誰もわかってくれません…\w…\w！！」\p","「否则谁都……谁都不会理解……！！」\p"
"1236","game_t01238","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1237","game_t01239","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「う…\w…\wぅ…\w…\wっ…\w…\w」\p","「呜……呜……」\p"
"1238","game_t01240","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1239","game_t01241","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「そうね…\w…\w」\p","「是啊……」\p"
"1240","game_t01242","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1241","game_t01243","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「何かを…\w…\w今以上に多くのものを得たいなら、\wやるべきことを選ぶのはとても大切だわ」\p","「如果想获得什么……想得到比现在更多的东西，就必须认真选择自己该做的事。」\p"
"1242","game_t01244","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1243","game_t01245","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「でもね、\w唯依」\p","「可是，唯依。」\p"
"1244","game_t01246","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「今以上に多くのものを背負ったら、\wやらないものを選ぶことがとても大切になるの」\p","「当你肩负起比现在更多的事物时，选择不做什么就会变得非常重要。」\p"
"1245","game_t01247","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「やらないものを…\w…\w選ぶ…\w…\w？」\p","「选择……不做什么……？」\p"
"1246","game_t01248","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「あなたのお父様は…\w…\w祐唯様はとても立派な御当主よ」\p","「你的父亲……祐唯大人是一位非常出色的家主。」\p"
"1247","game_t01249","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「そして…\w…\w栴納様はとても気高く、\w強い方よ」\p","「而且……栴纳大人是一位无比高洁、坚强的人。」\p"
"1248","game_t01250","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1249","game_t01251","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「栴納様はね、\w篁家に嫁いだ時に御生家である鳳を棄てたの…\w…\w」\p","「栴纳大人在嫁入篁家时，便舍弃了自己的出身家族——凤家……」\p"
"1250","game_t01252","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「え…\w…\w」\p","「咦……」\p"
"1251","game_t01253","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「名門鳳家の末姫ではなく、\w祐唯様の妻室として、\w篁の女として生きておいでなのよ」\p","「她不再以名门凤家幺女的身份生活，而是作为祐唯大人的妻子、作为篁家之女活着。」\p"
"1252","game_t01254","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「世間が向けるさもしい憐憫や同情を一顧だにせず、\w只ひたすら篁家のために生きておいでなの」\p","「她对世人投来的廉价怜悯与同情不屑一顾，只一心为篁家而活。」\p"
"1253","game_t01255","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「母様…\w…\w」\p","「母亲……」\p"
"1254","game_t01256","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「そして祐唯様は、\w栴納様の想いに全身全霊を捧げてお応えになられたの」\p","「而祐唯大人也倾尽身心，回应了栴纳大人的这份心意。」\p"
"1255","game_t01257","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「栴納様が篁家に齎した宝…\w…\w。祐唯様が""ただひとつのよりどころ""という名を託した唯依。あなたを…\w…\w」\p","「栴纳大人带给篁家的珍宝……祐唯大人将‘唯一的依靠’这份含义寄托在‘唯依’这个名字里。也就是你……」\p"
"1256","game_t01258","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「ただひとつのよりどころ…\w…\w」\p","「唯一的依靠……」\p"
"1257","game_t01259","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「数多の柵を振り切って、\w篁家の次期当主に据えたこと。それこそがいちばん大きな応え。あなたと栴納様をお守りになられた証なの」\p","「他摆脱无数羁绊，将你立为篁家下一任家主。那正是他最重大的回应，也是他保护你和栴纳大人的证明。」\p"
"1258","game_t01260","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「昔と違って、\w今は女であっても高い地位を得られるようになったわ。でも、\w武家の当主は話が別」\p","「与过去不同，如今即便是女性也能获得较高地位。但武家家主另当别论。」\p"
"1259","game_t01261","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「厳然とした男の論理で構築された武家社会で、\w女を次期当主に据える行いが、\wどれほどの抵抗と障壁の克服を要するか…\w…\w」\p","「在一个完全由男性逻辑构筑的武家社会里，立女性为下一任家主，究竟需要克服多少阻力和障碍……」\p"
"1260","game_t01262","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「祐唯様と栴納様が成した仕儀の重さが、\w身に染みてわかるの。私も、\wあなたと同じ道を辿っているから」\p","「我切身体会得到，祐唯大人与栴纳大人办成这件事，究竟有多么不易、又有多么重大。因为我也走在与你相同的道路上。」\p"
"1261","game_t01263","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「恭子様ぁ…\w…\w」\p","「恭子大人……」\p"
"1262","game_t01264","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「唯依、\wあなたのお父様は…\w…\w」\p","「唯依，你父亲……」\p"
"1263","game_t01265","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「何があろうと――どんなことがあろうと――」\p","「无论发生什么——不管遭遇任何事——」\p"
"1264","game_t01266","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「たとえ抗えない大きな力に運命をねじ曲げられたとしても――」\p","「哪怕命运被某种无从反抗的强大力量扭曲——」\p"
"1265","game_t01267","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「ご自身に列なる者のため、\w滅私に徹し、\w篁家の矜持を貫いていらっしゃるのよ」\p","「他也会为了所有追随自己的人彻底舍弃私我，贯彻篁家的矜持。」\p"
"1266","game_t01268","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「只ひたすら黙して務め、\w行動と結果を以て訴え、\w誹謗中傷を圧する勲功と信頼を得ることで、\w口さがない者達を黙らせている。誰の面目も――篁を貶めた者たちのものですら潰さずに」\p","「他只默默尽职，以行动和结果发声，用足以压倒诽谤中伤的功绩与信赖，让那些说长道短之人闭嘴。却不损任何人的颜面——哪怕是曾贬低篁家的人。」\p"
"1267","game_t01269","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「父様…\w…\w」\p","「父亲……」\p"
"1268","game_t01270","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「唯依、\wあなたがもっと大きくなった時――あなたが立つ位置が新たな視界を与え、\w違った世界を見せてくれるはずよ」\p","「唯依，等你长大一些——你所处的位置一定会为你带来新的视野，让你看见不同的世界。」\p"
"1269","game_t01271","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「嬉しいこと、\w楽しいこと、\w悲しいこと、\w辛いこと…\w…\wすべて見せてくれる。でもそれは、\wとてもすばらしいことなの」\p","「快乐、欣喜、悲伤、痛苦……全都会展现在你眼前。但那是一件无比美好的事。」\p"
"1270","game_t01272","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「恭子様…\w…\w？」\p","「恭子大人……？」\p"
"1271","game_t01273","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「今はわからなくてもいいわ…\w…\wでも、\w憶えていて」\p","「现在不明白也没关系……但请记住。」\p"
"1272","game_t01274","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「はい…\w…\w」\p","「是……」\p"
"1273","game_t01275","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「その時あなたは知るはずだから。あなたのお父様とお母様が、\wどれだけ素晴らしい人なのかを」\p","「因为到那时，你一定会知道你的父母是多么了不起的人。」\p"
"1274","game_t01276","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「祐唯様と栴納様に、\wあなたがどれだけ愛されているのかを」\p","「也会知道祐唯大人与栴纳大人有多么爱你。」\p"
"1275","game_t01277","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"1276","game_t01278","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「でも恭子様…\w…\w」\p","「可是恭子大人……」\p"
"1277","game_t01279","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","恭子","「ん…\w…\w？」\p","「嗯……？」\p"
"1278","game_t01280","０２０：１９９７年_09：篁邸　夜　恭子・母回想.egpack","０２０：１９９７年_09：篁邸　夜　恭子・母回想","唯依","「…\w…\w唯依は、\wもう知っています」\p","「……唯依已经知道了。」\p"
