call_order,id,egpack,scene,speaker_jp,jp_text,cn_text,review_status,audit_flags
930,game_t00929,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,リリア,「わかりました。ウィル少尉、\wお願いね」,「明白了。威尔少尉，拜托你了」,OK,
931,game_t00930,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,ウィル,「了解、\w任せときな」,「了解，交给我吧」,OK,
932,game_t00931,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,ダリル,「よしよし。じゃ、\w後は若いモン同士に任せて…\w…\w解散！」,「好了好了。那，剩下的就交给年轻人了……解散！」,OK,
933,game_t00932,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,,若いモン同士って…\w…\w。隊長ホント好きだな…\w…\w。,年轻人之间……队长真喜欢啊……,OK,
934,game_t00933,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01,,…\w…\wま、\wいいか。,嘛，算了。,OK,
935,game_t00934,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,お、\wもう自力でたどり着いたか。上出来上出来。,哦，已经靠自己找到了吗。干得好干得好。,OK,
936,game_t00935,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「おーリリア、\wこっちこっち」,「哦莉莉娅，这边这边」,OK,
937,game_t00936,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「おはよう。どうよＪＦＫは、\w慣れた？」,「早上好。JFK怎么样，习惯了吗？」,OK,
938,game_t00937,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「おはよ。…\w…\w全然慣れないわ、\w迷いまくりよ」,「早上好。……完全不习惯呢，总是迷路啊」,OK,
939,game_t00938,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「はは、\wやっぱ最初はそうだよな。ここもメシの時間がバラけてるから人の流れで探すのも難しいし」,「哈哈，果然一开始就是这样啊。这里吃饭时间也不统一，根据人流来找人也挺难的。」,OK,
940,game_t00939,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,俺も最初に母艦勤務になったときは散々苦労したからな…\w…\w。,我最初在母舰上工作时也吃了不少苦头……,OK,
941,game_t00940,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,他の艦とは規模も複雑さも桁違いだ。,与其他舰船相比，规模和复杂度都相差悬殊。,OK,
942,game_t00941,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「やっぱりって…\w…\w分かってたなら迎えにぐらい来なさいよ！　食べ損ねるかと思ったわ！」,「果然……既然知道的话，至少来接我啊！我还以为要吃不上了呢！」,OK,
943,game_t00942,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wって、\wマズい。結構本気で怒ってるなこりゃ。,喂，不妙。这家伙真的生气了。,OK,
944,game_t00943,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「わ、\w悪い。ただ、\w女性区画に男が迎えに行くってのも、\wちょっとなぁ…\w…\w」,「啊，抱歉。只是男人去女性区接人，总觉得有点……」,OK,
945,game_t00944,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「ちょっと、\w何？　え、\wやだなに変な勘違い？」,「喂，什么？哎，讨厌，你误会什么了？」,OK,
946,game_t00945,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\w世の中の女どもはみんなこういう方向にネタを振るのが好きなのか…\w…\w。,世上的女人们都喜欢往这个方向抛梗吗……,OK,
947,game_t00946,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「違えよ！　ほら、\w例の男女の揉め事がどーの。一応うるさいんだよ」,「不对啊！你看，就是那个男女纠纷什么的。总之管得挺严的」,OK,
948,game_t00947,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wああ。母艦勤務は変なトコがめんどくさいのね」,「……啊。在母舰上工作，有些地方真是麻烦呢。」,OK,
949,game_t00948,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「そうそう。それに、\wこれは『おっかさん』の教えでもある」,「对对。而且，这也是‘Big Mom’的教诲」,OK,
950,game_t00949,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w？」,「…………？」,OK,
951,game_t00950,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「メシが掛かってりゃ、\w人間必死になって覚えるモンだ、\wってな」,「要是关系到吃饭，人就会拼命去记啊。」,OK,
952,game_t00951,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wビッグ・マム？」,「……Big Mom？」,OK,
953,game_t00952,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「もちろん我らがママ、\wダリル・Ａ・マクマナス隊長のことさ」,「当然是我们的Big Mom，达里尔·A·麦克马纳斯队长啊」,OK,
954,game_t00953,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ああ偉大なるおっかさん、\wダリル・ザ・ビッグマム・マクマナス。,啊，伟大的Big Mom，达里尔·“Big Mom”·麦克马纳斯。,OK,
955,game_t00954,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ちなみにあの人の年齢、\w未だに分からないままなんだよな…\w…\w。,顺便说一下，那个人的年龄，到现在还不知道呢……,OK,
956,game_t00955,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wま、\w言ってることは間違っちゃいないわね」,「……嘛，说的倒是没错。」,OK,
957,game_t00956,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,こいつ、\w隊長の名前出すとおとなしくなるな。,她一提到队长的名字就老实了。,OK,
958,game_t00957,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wいいことでもあるけどヤバい兆候でもある。下手するとビッグマム２の誕生だぜ…\w…\w。,既是好事也是危险的征兆。搞不好的话，Big Mom 2就要诞生了……,OK,
959,game_t00958,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「だろ？　すぐに慣れるから心配すんなって」,「对吧？马上就会习惯的，别担心。」,OK,
960,game_t00959,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wなんか知らないけど、\w随分先輩風吹かせてくれるじゃない」,「……不知道怎么回事，倒是挺会摆前辈架子的嘛。」,OK,
961,game_t00960,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「――え？」,「――诶？」,OK,
962,game_t00961,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「昨日の話だと、\w別にずっと母艦付きだったわけじゃないんでしょ？　たった３ヶ月先行してるだけのクセに」,「据昨天所说，并不是一直都有母舰陪同吧？只不过领先三个月而已。」,OK,
963,game_t00962,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「あー、\wまぁ、\wそうだな。逆に言えば慣れるのに３ヶ月も要らないって話でもあるんだけど」,「啊，嗯，是啊。反过来说，也就是不需要三个月就能习惯的意思。」,OK,
964,game_t00963,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w…\w…\w」,「…………」,OK,
965,game_t00964,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wちゃんと自分の経歴を説明しといた方がよさそうだな。,看来还是好好说明一下自己的经历比较好。,OK,
966,game_t00965,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,というかお互い、\wまだそんなことも話してないままだった。すっかり忘れてたよ。,话说回来，我们彼此之间，连那种事都还没聊过。完全忘了啊。,OK,
967,game_t00966,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wええとだな、\w一応母艦勤務は多かったんだよ。ＪＦＫは初めてだけどな」,「……嗯，说起来，我倒是经常在母舰上工作。不过JFK是第一次。」,OK,
968,game_t00967,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wあ、\wそうなの？」,「……啊，是这样吗？」,OK,
969,game_t00968,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「前はジョージ・ワシントンに乗ってたんだ。ニミッツ級の戦術機母艦な」,「以前在乔治·华盛顿上待过。尼米兹级战术机母舰」,OK,
970,game_t00969,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ニミッツ級はただでさえこの艦よりでかい上に、\wジョージ・ワシントンからは更に１割増しだしな。迷いやすさはＪＦＫより更に上だ。,尼米兹级本来就比这艘船大，而乔治·华盛顿更是大了10%。容易迷路的程度比JFK更高。,OK,
971,game_t00970,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,エンタープライズ級と違って最初から空母じゃなく戦術機母艦として設計されてるから、\w戦術機の取り回しならよっぽどすっきりしてるんだが。,和企业级不同，从一开始就不是作为航母而是作为战术机母舰设计的，所以在战术机的操作上要简洁得多。,OK,
972,game_t00971,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「へえ…\w…\wＧＷってことは東南アジアね」,「嘿……GW的话是东南亚啊」,OK,
973,game_t00972,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,お、\wさすがに詳しいな。,哦，果然很了解啊。,OK,
974,game_t00973,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「そうそう、\wヤンキー・ステーション――洋上配置ってやつさ。上陸することはほとんどなかったけどな」,「对对，扬基站——海上部署。虽然几乎没上过陆。」,OK,
975,game_t00974,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wそりゃそっか、\w正規母艦付きなら」,「……那倒也是，既然是正规母舰配属的话。」,OK,
976,game_t00975,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ん？　なんだか微妙な顔してるな。…\w…\wまあいいか。,嗯？你表情有点微妙啊。……算了。,OK,
977,game_t00976,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w確か、\wリリアもフィリピンだったんだよな。俺らも結構寄港してたんだぜ？」,「……确实，莉莉娅也是菲律宾吧。我们也经常停靠港口呢？」,OK,
978,game_t00977,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「んー、\w私たちがフィリピンに移ったのは最近…\w…\wって言うのももう変だけど、\w今年の頭からよ」,「嗯，我们搬到菲律宾是最近……这么说也有点奇怪，但从今年年初开始。」,OK,
979,game_t00978,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「記憶にある限りＧＷが寄港したことは無かったわね」,「据我所知，GW从未停靠过港口。」,OK,
980,game_t00979,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「え？　確かに今年に入ってからだと、\wそうだな…\w…\w」,「咦？确实进入今年以后的话，是啊……」,OK,
981,game_t00980,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「バビロン発令の後は結構再配置多かったじゃない。元々米軍は大西洋側に偏ってたし」,「巴比伦发令之后，重新配置挺多的吧。原本美军就偏重于大西洋一侧」,OK,
982,game_t00981,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「あ、\wそういうことか。俺らのバビロン配置はヨコスカで近かったから、\wつい」,「啊，原来是这样。我们的巴比伦配置在横须贺附近，所以不知不觉就……」,OK,
983,game_t00982,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「私も元は大西洋よ。任官してからずっとポーツマスだったから。あ、\w英国の方のね」,「我原本也是大西洋的。因为任官后一直在朴茨茅斯。啊，是英国那边的哦」,OK,
984,game_t00983,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「英国…\w…\wってことはもしかして、\wドーバーとかノルマンディとか！？」,「英国……难道说，是多佛或者诺曼底之类的！？」,OK,
985,game_t00984,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「そうよ、\w英国海軍や欧州連合と一緒だったし。揚陸作戦ばっかやってたわ」,「是啊，和英国海军还有欧盟一起。光搞登陆作战了」,OK,
986,game_t00985,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,バビロン前の人類が抱えてた最前線のひとつじゃないか…\w…\w。,巴比伦之前的人类所拥有的最前线之一不是吗……,OK,
987,game_t00986,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,もしかして、\w俺なんかより全然実戦経験も多いんじゃないか？,莫非，你比我的实战经验还要多得多？,OK,
988,game_t00987,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,それに、\wそんな最前線に配置される米軍衛士ってことは…\w…\w。,而且，被配置在那样最前线的美军卫士……,OK,
989,game_t00988,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「あのモン・サン・ミシェル要塞にいたこともあるんだから」,「我也在那座圣米歇尔山要塞待过」,OK,
990,game_t00989,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,おいおい、\wあっけらかんと言うもんだな…\w…\w。最前線ってより敵中橋頭堡だぜあそこは。,喂喂，说得可真轻松啊……那里与其说是前线，不如说是敌中桥头堡。,OK,
991,game_t00990,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「ダリル隊長の読みは大当たり、\wってやつか…\w…\w」,「达里尔队长的判断完全说中了啊……」,OK,
992,game_t00991,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「え、\w何が？」,「诶，什么？」,OK,
993,game_t00992,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「言ってたろ？\w　『乗れるクチ』ってやつだよ。。リリア、\wちなみに聞くけどポジションは？」,「说过了吧？就是‘能骑’那事啊。莉莉娅，顺便问一下，你的位置是？」,OK,
994,game_t00993,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「ふっふっふ…\w…\w良くぞ聞いてくれました」,「呼呼呼……你问得好」,OK,
995,game_t00994,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「第５３６戦術機隊の強襲掃討とは私のことよ」,「第536战术机队的强袭扫荡，说的就是我呀」,OK,
996,game_t00995,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,げえ、\wイメージどおり過ぎる。,哎呀，太符合想象了。,OK,
997,game_t00996,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,隊長も突撃前衛上がりだしな…\w…\w強襲掃討とは気が合いそうだ…\w…\w。,队长也是突击前卫出身……和强袭扫讨似乎很合得来……,OK,
998,game_t00997,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「やっぱ海兵隊の上陸は制圧が華でしょ？　特にウチの突撃前衛と組んで…\w…\w」,「果然海军陆战队登陆的压制才是亮点吧？特别是和我方突击前锋配合……」,OK,
999,game_t00998,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,あれ、\wどうしたんだ？,哎呀，怎么了？,OK,
1000,game_t00999,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wってそうか、\w５３６戦術機隊の連中はリリアと同じ船に…\w…\w。,说起来，536战术机队的家伙们和莉莉娅同船……,OK,
1001,game_t01000,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,また地雷踏んじまったかな…\w…\w。,又踩到地雷了吧……,OK,
1002,game_t01001,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wまあ、\wそれはいいんだけど…\w…\wそういうウィルは？」,「……嘛，这倒是没关系……那个威尔呢？」,OK,
1003,game_t01002,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「え？　何が？」,「诶？什么？」,OK,
1004,game_t01003,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「だからポジションよ。鈍い男ね」,「所以说位置啊。迟钝的男人呢」,OK,
1005,game_t01004,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「あ、\wああ、\w俺は砲撃支援だよ。地味で鈍くて悪いな」,「啊，啊啊，我是炮击支援。又土又迟钝真抱歉啊」,OK,
1006,game_t01005,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「地味？　砲撃支援が？　指揮官候補の定位置じゃない」,「不起眼？炮击支援？那不是指挥官候选的固定位置吗」,OK,
1007,game_t01006,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「ん、\wいやそりゃそうだけどさ」,「嗯，不，那倒是没错啦」,OK,
1008,game_t01007,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,戦況全体を把握して的確に火力支援を送る、\wそれが砲撃支援の勤めだ。,把握整体战况，准确提供火力支援，这就是炮击支援的职责。,OK,
1009,game_t01008,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,砲撃支援が必ずしも指揮官候補ってワケじゃないが、\w実際戦域管制なんかもやってみたかったんだよな。,虽然炮击支援不一定就代表是指挥官候补，但我其实也想试试战域管制之类的。,OK,
1010,game_t01009,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「ふーん…\w…\wウィルって、\w頼れる男、\wってヤツなんだ」,「哼……威尔这家伙，还挺可靠的嘛。」,OK,
1011,game_t01010,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wえ？,诶？,OK,
1012,game_t01011,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「え、\wそうだな、\wまあ、\wその…\w…\w」,「呃，是啊，嗯，那个……」,OK,
1013,game_t01012,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w鈍いくせにね。その察しの悪さで支援ポジションってのはある意味すごいわよホント」,「……明明很迟钝呢。就凭那种迟钝还能担任支援位置，某种意义上还真是厉害啊，真的。」,OK,
1014,game_t01013,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wげふ。,咳。,OK,
1015,game_t01014,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,そういうことですか。,是这样啊。,OK,
1016,game_t01015,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「そ、\wそうか…\w…\w隊長にもよく言われるんだよなそれ…\w…\w」,「是、是吗……队长也经常这么说我……」,OK,
1017,game_t01016,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\w自覚無いってこと？」,「……你是说没有自觉？」,OK,
1018,game_t01017,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wらしい。それこそ自分じゃ分からないもんだよ」,「……好像是这样。这连我自己也不明白啊。」,OK,
1019,game_t01018,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「うわ、\w開き直ってるんだ」,「哇，你倒打一耙啊」,OK,
1020,game_t01019,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,痛いところを突いてくるな…\w…\w。,别戳我痛处……,OK,
1021,game_t01020,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,でも機嫌は直ったみたいだし、\wこれで良しとするか。,不过看起来心情已经好转了，这样就行了吧。,OK,
1022,game_t01021,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wほ、\wほら、\wメシ冷めちまうから食おうぜ」,「……喏、喏，饭要凉了，快吃吧」,OK,
1023,game_t01022,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「ま、\wそーゆーことにしときましょうか」,「嘛，就当是这么回事吧」,OK,
1024,game_t01023,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「それにしても、\wこれも驚きね」,「不过，这也太令人惊讶了」,OK,
1025,game_t01024,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「ん、\w何が？」,「嗯，什么？」,OK,
1026,game_t01025,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「この食事よ。もう３ヶ月なんでしょ？　母艦が普段からそれぐらい長く海に出るのは知ってたけど」,「这顿饭啊。已经三个月了吧？虽然我知道母舰平时也会出海这么久」,OK,
1027,game_t01026,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,ああ、\wそういうことか。,啊，原来是这么回事。,OK,
1028,game_t01027,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「さすがにそろそろ、\wこう…\w…\wもっとヒドいのが出る頃だと思ってた。Ｄ型ミールとか」,「果然差不多该……出现更糟糕的东西了。比如D型餐之类的」,OK,
1029,game_t01028,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,Ｄ型…\w…\wあれほとんど携行糧食だよな。,D型……那基本上就是携带口粮啊。,OK,
1030,game_t01029,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,確かにアレが毎日出たら死ぬわ。食は人間が人間らしく生きていくための最重要項目だからな。,确实，那个要是每天出现的话会死人的。饮食是人类作为人类生存下去的最重要项目。,OK,
1031,game_t01030,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「ん…\w…\wいくら母艦でもこんなに長く完全無補給ってのはあんまやらないけどな」,「嗯……就算是母舰，这么长时间完全无补给的情况也不多见啊」,OK,
1032,game_t01031,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「艦は原子力でも、\w人も戦術機も腹は減るわけだし」,「舰船即使是核动力的，人和战术机也会饿肚子」,OK,
1033,game_t01032,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,原子力母艦は航行用の燃料こそ不要だが、\w普通なら補給艦と会合して物資や戦術機用推進剤の洋上補給を受けるのが常だ。,核动力母舰虽然不需要航行用的燃料，但通常与补给舰会合，接受物资和战术机用推进剂的海上补给。,OK,
1034,game_t01033,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,それにユーラシア沿岸部の展開が基本だったから、\w寄港先にも困らなかったしな。,而且因为基本是在欧亚大陆沿岸展开，所以也不愁停靠港。,OK,
1035,game_t01034,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「ただ、\w今回は元々長期化に備えて食糧や生活物資優先で詰め込んでたからね。まだ余裕はあるよ」,「不过，这次原本就为了长期化而优先装满了粮食和生活物资。还很充足哦」,OK,
1036,game_t01035,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「もちろん私たちの艦もそうしたけど、\wさすがに母艦は桁違いってトコね…\w…\w」,「当然我们的舰艇也是那样，不过母舰果然还是不同凡响啊……」,OK,
1037,game_t01036,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「まあな。…\w…\wあと、\w追加で輸送船１隻拾えたのも助かってるよ。それに…\w…\w」,「嘛啊。……还有，能额外捡到一艘运输船也帮了大忙。而且……」,OK,
1038,game_t01037,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「それに？」,「还有呢？」,OK,
1039,game_t01038,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,しまった…\w…\wまた地雷だ、\wこれ。,糟了……又是地雷，这个。,OK,
1040,game_t01039,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,でも、\wここで黙るのもわざとらしいよなあ…\w…\w。,但是，在这里保持沉默也显得很刻意啊……,OK,
1041,game_t01040,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wその。集まった艦から合流した人員足しても、\wまだ規定の乗員より少ないしな」,「……那个。就算加上从集结的舰船汇合的人员，也还是比规定的乘员少啊」,OK,
1042,game_t01041,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wそっか」,「……这样啊」,OK,
1043,game_t01042,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w…\w…\w」,「…………」,OK,
1044,game_t01043,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wあれ。何か気にしてる？」,「……哎呀。你在担心什么？」,OK,
1045,game_t01044,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「いや、\wそういうわけじゃないんだけど…\w…\w」,「不，不是那样的……」,OK,
1046,game_t01045,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,この手の話は避けられないんだよなあ…\w…\w。どんな話題からでも何処かしら当たっちまうし。,这种话题是避不开的啊……无论从什么话题开始，总会触及到某些地方。,OK,
1047,game_t01046,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「あのね、\w死んだ仲間の分まで食べて生き抜く、\wって基本じゃない？　いちいち気にしてたら飢えて死んじゃうわよ」,「那个啊，连死去的同伴的份一起吃下去活下去，这不是基本吗？每次都在意的话会饿死的哦」,OK,
1048,game_t01047,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wさすが、\w前線帰り（帰って無いけど）だな。,不愧是前线回来的（虽然还没回来）。,OK,
1049,game_t01048,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,最近自分の船を失ったばかりで、\wこういう話は気にするかと思ったんだけど。,最近刚失去了自己的船，我以为你会介意这种话题。,OK,
1050,game_t01049,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wん、\wリリアがそう思えてるなら、\wそれでいいよ」,「……嗯，莉莉娅要是这么觉得的话，那就这样吧。」,OK,
1051,game_t01050,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,配慮してし過ぎる、\wってことはないだろうしな。,再怎么顾虑也不算过头吧。,OK,
1052,game_t01051,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wえ？」,「……诶？」,OK,
1053,game_t01052,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wあ、\wそゆこと？」,「……啊，是这个意思？」,OK,
1054,game_t01053,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w…\w…\w」,「…………」,OK,
1055,game_t01054,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wありがとね」,「……谢谢啊」,OK,
1056,game_t01055,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\wおう」,「……哦」,OK,
1057,game_t01056,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\w気まずい。,尴尬。,OK,
1058,game_t01057,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,配慮に気づかれた上に、\w正面から礼を言われるとはな…\w…\w。,被察觉到体贴，还被当面道谢了……,OK,
1059,game_t01058,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,多分、\w俺の方が余計な気を回しすぎなんだろうけどさ…\w…\w。,大概是我多管闲事了吧……,OK,
1060,game_t01059,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「ま、\wヨコハマで積んだから合成食ばっかだけどな。調理の仕方で結構食えるモンだろ？」,「嘛，因为在横滨装货，所以只有合成食品。不过根据烹饪方法，还是挺能吃的吧？」,OK,
1061,game_t01060,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wよし、\w我ながらナイスな話題転換。,好，我自己都觉得是个不错的话题转换。,OK,
1062,game_t01061,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wあら、\w合成食珍しいの？　羨ましい話ねえ」,「……哎呀，合成食品很稀奇吗？真让人羡慕啊。」,OK,
1063,game_t01062,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「え？」,「诶？」,OK,
1064,game_t01063,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「別にいいんだけどさ。欧州人は結構アレンジ上手くて気にならなかったし。英国人以外は」,「倒也不是不行。欧洲人很会变着花样做，我也不觉得难吃。英国人除外。」,OK,
1065,game_t01064,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,そ、\wそうか。欧州の前線で天然食三昧なワケないよな…\w…\w。,是、是吗。在欧洲前线也不可能天天吃天然食品吧……,OK,
1066,game_t01065,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「そ、\wそうか。そうだよな。はは」,「是、是吗。说得对啊。哈哈」,OK,
1067,game_t01066,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「…\w…\wウィル、\wやっぱり空気読めないって言われるでしょ」,「……威尔，果然会被说成是不会读空气吧」,OK,
