"call_order","id","egpack","scene","speaker_jp","jp_text","cn_text"
"205","game_t00204","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「鈴原少尉ッ！？　まだ――！　早すぎる！　もっと引きつけてッ！」","「铃原少尉！？还没——！太早了！再放近一点！」"
"206","game_t00205","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「あっ――！　あぁッ…\w…\w！　く、\w来るなッ！　来ないでぇッ――！」","「啊——！啊啊……！别、别过来！不要过来啊——！」"
"207","game_t00206","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「またっ！　なんで…\w…\wどうしてっ！！」","「又来了！为什么……怎么会这样！！」"
"208","game_t00207","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「く――ッ！」","「唔——！」"
"209","game_t00208","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク３、\w側面展開よ！　ついて来て――！」","「德雷克3，侧面展开！跟我来——！」"
"210","game_t00209","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「う…\w…\wぁ…\w…\wぁ…\w…\w」","「Uh... ah...」"
"211","game_t00210","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\wあ…\w…\wひっ…\w…\w」","「……啊……咿……」"
"212","game_t00211","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「鈴原少尉――ッ！」","「铃原少尉——！」"
"213","game_t00212","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","――まずいッ！","糟了！"
"214","game_t00213","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「動くな鈴原――ッ！」","「别动，铃原——！」"
"215","game_t00214","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","間に合ったか…\w…\w！？","赶上了吗……！？"
"216","game_t00215","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「鈴原少尉ッ？」","「铃原少尉？」"
"217","game_t00216","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","――なんだ！？","什么！？"
"218","game_t00217","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「はっ…\w…\w！　こ、\wこないで…\w…\w！　うわぁ…\w…\wっ…\w…\w！」","「哈……！别、别过来……！哇啊……！」"
"219","game_t00218","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク３！　鈴原少尉ッ！　落ち着きなさい！」","「德雷克3！铃原少尉！冷静点！」"
"220","game_t00219","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「あ…\w…\wふ…\w…\wあっ…\w…\wあぁ…\w…\w！　あぁ…\w…\w！」","「啊……呼……啊……啊啊……！啊啊……！」"
"221","game_t00220","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「しっかりして！　鈴原少尉――ッ！」","「振作点！铃原少尉——！」"
"222","game_t00221","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「嫌ぁぁ…\w…\w！　もう…\w…\wいやぁ…\w…\w！」","「不要啊……！已经……不要了……！」"
"223","game_t00222","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","畜生ッ！　完全に錯乱してやがる！","该死！她完全精神错乱了！"
"224","game_t00223","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「少尉――！」","「少尉——！」"
"225","game_t00224","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――ドレイク２、\w１０秒作る！　その隙に処置を入れろッ！」","「——德雷克2，我争取10秒！趁这个空隙进行处置！」"
"226","game_t00225","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――ッ！　了解です！」","「——！明白！」"
"227","game_t00226","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「野郎――ッ！」","「混账东西——！」"
"228","game_t00227","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「柚香、\w今だ！」","「柚香，就现在！」"
"229","game_t00228","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「了解！　回線開きますッ！」","「明白！打开线路！」"
"230","game_t00229","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「処置完了！」","「处置完成！」"
"231","game_t00230","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「よし、\wドレイク３、\w聞こえるか！？　鈴原、\w応答しろ！」","「好，德雷克3，听得到吗！？铃原，回答！」"
"232","game_t00231","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――う…\w…\wあ、\wはい、\w聞こえ…\w…\wます…\w…\w」","「——呃……啊，是，听得……到……」"
"233","game_t00232","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「よ～し上出来だ、\wもう大丈夫だぞ！　俺たちが守ってやる、\wおまえはドレイク２を狙う敵だけを撃て！」","「好～很好，已经没事了！我们会保护你，你只射击盯上德雷克2的敌人！」"
"234","game_t00233","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――え？　はい…\w…\w了解です」","「——咦？是……明白」"
"235","game_t00234","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","マズい、\w反応が鈍すぎる…\w…\w。過剰沈静か…\w…\w！？","不妙，反应太迟钝了……。过度镇静了吗……！？"
"236","game_t00235","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","興奮剤投与して…\w…\wいや教本通りなら、\wパニック発作を起こしてた衛士には一定時間経過を観察して――。","给她打兴奋剂……不，按教本的话，对引发恐慌发作的卫士应该观察一段时间——。"
"237","game_t00236","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\wって、\wンな時間あるわけねえだろ！」","「……开什么玩笑，哪有那种时间！」"
"238","game_t00237","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","一応はやれているようだが…\w…\w。","看起来姑且还能做到……。"
"239","game_t00238","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","とりあえず、\w興奮剤は後でも打てる。興奮させてパニックを繰り返すよりはマシか…\w…\w。","总之，兴奋剂之后也能打。比起让她兴奋后反复恐慌，这样还算好些……。"
"240","game_t00239","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク２、\wそのまま聞いてくれ」","「德雷克2，就这样听我说」"
"241","game_t00240","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「は――」","「是——」"
"242","game_t00241","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「鈴原は限界だ――最悪あいつを自律制御に移すとしても、\wここの戦線は維持できない」","「铃原到极限了——就算最坏情况把她切换到自律控制，这里的战线也无法维持」"
"243","game_t00242","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\w同意します」","「……我同意」"
"244","game_t00243","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「よって、\w俺たちは隣のカロネード隊と合流を図る。鈴原を何とか追随させてくれ」","「因此，我们打算和旁边的卡洛内德队合流。想办法让铃原跟上来」"
"245","game_t00244","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「え…\w…\w？　は、\w了解です。しかし我々の担当区域は――」","「咦……？是，明白。但是我们的负责区域——」"
"246","game_t00245","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「戦術マップを見ろ、\w俺たちの後ろには足の遅い砲兵部隊がいない」","「看战术地图，我们后方没有行动迟缓的炮兵部队」"
"247","game_t00246","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「あ――これって…\w…\w？」","「啊——这……？」"
"248","game_t00247","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「しばらくは支援砲撃だけでも何とかなるはずだ」","「暂时只靠支援炮击也应该能应付」"
"249","game_t00248","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\w確かに。仰るとおりだと思います」","「……确实。您说得对」"
"250","game_t00249","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――俺たちはカロネード隊に合流、\w倍の戦力で向こうを片付けちまえば、\wそこからの追撃でも十分間に合う！」","「——我们和卡洛内德队合流，以双倍战力收拾掉那边，之后的追击也完全来得及！」"
"251","game_t00250","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「了解です！」","「明白！」"
"252","game_t00251","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク３、\wカロネード隊と合流するぞ！　味方だ、\w仲間のところへ行くんだよ！」","「德雷克3，和卡洛内德队合流！去友军那边！」"
"253","game_t00252","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――仲間…\w…\w？　了解です…\w…\w」","「——伙伴……？明白……」"
"254","game_t00253","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――ドレイク隊、\w移動を開始する！　俺と千堂が前に出る、\w鈴原はキッチリついて来い！」","「——德雷克队，开始移动！我和千堂在前面，铃原紧紧跟上！」"
"255","game_t00254","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「０２了解！　大丈夫よ、\w鈴原少尉！　私たちが道を開くから！」","「02明白！没问题的，铃原少尉！我们给你开路！」"
"256","game_t00255","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――はい…\w…\wついて行きます…\w…\w」","「——是……我跟上……」"
"257","game_t00256","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\w今だ、\w行くぞ！」","「……就是现在，上！」"
"258","game_t00257","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク・リードよりカロネード、\wそっちはどうだ！？」","「德雷克领队呼叫卡洛内德队，你那边情况如何！？」"
"259","game_t00258","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「カロネード・リードよりドレイク１、\w案の定だ！　３機小隊じゃさばき切れねぇ数だ！　そっちは！？」","「卡洛内德领队呼叫德雷克1，果然不出所料！三机小队根本应付不了这个数量！你那边呢！？」"
"260","game_t00259","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「こっちも限界だ――予定通り合流、\w連携を希望する！」","「我们这边也到极限了——按预定会合，请求协同！」"
"261","game_t00260","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「カロネード１了解、\wそれしかねえな！　…\w…\wったく、\wあんたの読みどおりになっちまったよ！」","「卡洛内德1收到，只能这么办了！……啧，全让你说中了！」"
"262","game_t00261","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「外れてくれりゃあ良かったんだけどな！」","「我倒希望这次能猜错呢！」"
"263","game_t00262","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「外れようのねぇ、\wザル配置だ！　お偉方は何考えてんだ畜生！」","「这可是漏洞百出的部署，根本不可能猜错！那些大人物到底在想什么啊，畜生！」"
"264","game_t00263","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「少佐もだいぶ苦労してるみたいだぜ？　コレが終われば再編成って噂だ！」","「少佐好像也很头疼啊？听说这次结束后就要重新整编了！」"
"265","game_t00264","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「終わったらだあ？　冗談じゃねえよ、\w俺らにとっちゃ、\w今が全てだろうが！」","「结束后？开什么玩笑，对我们来说，现在就是一切吧！」"
"266","game_t00265","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「そうだな、\w今が全て、\w何とかするしかねえぜ！　…\w…\w大隊長には俺から許可を取る！」","「说得对，现在才是一切，只能硬撑了！……大队长那边我去请求许可！」"
"267","game_t00266","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「カロネード１了解、\w頼むぜ！」","「卡洛内德1收到，拜托了！」"
"268","game_t00267","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク１よりＧＬ、\wドレイク３にシグナル１４発生、\w処置済みですが過剰沈静の恐れあり――カロネード隊への合流連携許可を願います！」","「德雷克1呼叫GL，德雷克3发生信号14，已处理但可能过度镇静——请求批准与卡洛内德队会合协同！」"
"269","game_t00268","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ＧＬよりドレイク１、\w合流を許可する。砲兵大隊との調整はこちらで行う、\w貴様は先行してエリアＣへ移動を開始しろ」","「GL呼叫德雷克1，批准会合。炮兵大队的协调由我来处理，你先行向C区域移动。」"
"270","game_t00269","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク１了解、\w移動を開始します！」","「德雷克1收到，开始移动！」"
"271","game_t00270","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","即断即決、\wやっぱり少佐も事態を読んでたな。","当机立断，果然少佐也看清了局势。"
"272","game_t00271","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","先行許可が出たって事は、\w砲兵との調整は終わってるってことだよな――！","批准先行，说明炮兵那边的协调已经搞定了——！"
"273","game_t00272","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「流石は『教官』神宮司…\w…\w」","「真不愧是“教官”神宫司……」"
"274","game_t00273","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク１よりカロネード１、\w大隊長の許可が出た！」","「德雷克1呼叫卡洛内德1，大队长批准了！」"
"275","game_t00274","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「こちらは既に移動中、\wそっちまであと３分ってトコだ」","「我们已经在移动中，到你那边大概还要三分钟。」"
"276","game_t00275","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――カロネード１了解…\w…\wッ！　くっ、\w早いとこ頼むぜ…\w…\w！　さっきから後手に回らされてる！　飲み込まれそうだ！」","「——卡洛内德1收到……！ 咳，快点啊……！ 从刚才就一直在被动挨打！ 快要被吞没了！」"
"277","game_t00276","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「２分で行く！　それまで持ちこたえてくれ！」","「两分钟赶到！撑住！」"
"278","game_t00277","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク１より各機、\w速度を上げるぞ！　連続跳躍７００刻みに変更、\w着地点以外のＢＥＴＡには構うな！」","「德雷克1呼叫各机，加速！连续跳跃改为700米步进，除着陆点外的BETA全部无视！」"
"279","game_t00278","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク２了解！」","「德雷克2明白！」"
"280","game_t00279","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク３…\w…\w了解です…\w…\w」","「德雷克3……明白……」"
"281","game_t00280","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「よし！　――カロネード１、\wそっちの左翼から回り込む！　誤射は勘弁してくれよ…\w…\w！」","「好！——卡洛内德1，我们从你的左翼迂回！可别误射到我们啊……！」"
"282","game_t00281","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――ぐあッッ！」","「——呃啊！！」"
"283","game_t00282","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――カロネード１！？　どうしたッ！？」","「——卡洛内德1！？ 怎么了！？」"
"284","game_t00283","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「クソッ、\w１２０ｍｍがジャムって――しまっ、\wぐあああッッ！！」","卡壳了——糟、呃啊啊啊！！」"
"285","game_t00284","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\wカロネード１、\wカロネード１！？　どうした、\w応答しろ！」","「……卡洛内德1，卡洛内德1！？ 怎么了，回答我！」"
"286","game_t00285","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「くそっ！　…\w…\wドレイク全機、\w急ぐぞッ！　推進剤は気にすんじゃねぇぞッ！」","「妈的！……德雷克全机，加速！别管推进剂了！」"
"287","game_t00286","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――カロネード２よりドレイク隊、\w聞こえてますか！？」","「——卡洛内德2呼叫德雷克队，听得到吗！？」"
"288","game_t00287","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク・リードよりカロネード２、\w問題ない！　状況は！」","「德雷克领队呼叫卡洛内德2，没问题！情况如何！」"
"289","game_t00288","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「カロネード１大破、\w衛士は生死不明！　現在私が指揮を引き継いでいます！」","「卡洛内德1大破，卫士生死不明！现由我接手指挥！」"
"290","game_t00289","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","畜生、\w間に合わなかったか――！？","畜生，还是没赶上吗——！？"
"291","game_t00290","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――ＧＬよりドレイク・カロネード両隊へ。現時点を以ってカロネード両機はドレイク１の指揮下に入れ！　ドレイク１、\w任せたぞ！」","「——GL呼叫德雷克、卡洛内德两队。从此刻起，卡洛内德两机编入德雷克1指挥下！德雷克1，交给你了！」"
"292","game_t00291","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――了解！」","「——了解！」"
"293","game_t00292","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――カロネード１は戦死と認む、\wカロネード両機はドレイク隊に向けて直ちに移動を開始しろ」","「——认定卡洛内德1战死，卡洛内德两机立刻向德雷克队移动。」"
"294","game_t00293","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「は！　でっ、\wですがカロネード１は―――」","「是！但、但是卡洛内德1——」"
"295","game_t00294","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――命令は既に達した。行けッ！」","「——命令已下达。快走！」"
"296","game_t00295","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「りょ、\w了解です！　…\w…\wカロネード３、\w行くよッ！」","「明、明白了！……卡洛内德3，我们走！」"
"297","game_t00296","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「了解！」","「明白！」"
"298","game_t00297","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――カロネード各機、\wこれよりそちらの指揮を執る！　ポイントＣ５－１、\wそこで合流だ！」","「——各卡洛内德机，从现在起由我指挥！在C5-1点集合！」"
"299","game_t00298","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「了解、\w先行します！」","「明白，先行一步！」"
"300","game_t00299","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク各機、\w俺たちも急行――ッ！？」","「德雷克各机，我们也急行——！？」"
"301","game_t00300","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――ドレイク３、\wどうした！？」","「——德雷克3，怎么了！？」"
"302","game_t00301","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ッ！！　ドレイク３！？」","「——！！德雷克3！？」"
"303","game_t00302","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「あ…\w…\wう…\w…\w置いてか…\w…\wないで…\w…\w！」","「啊……呜……别丢下……我……！」"
"304","game_t00303","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","しまった、\w通信に気を取られていて…\w…\w！","糟了，被通信分散了注意……！"
"305","game_t00304","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク２、\w先行しろ！　俺が鈴原に興奮剤を――」","「德雷克2，先行！我给铃原打兴奋剂——」"
"306","game_t00305","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク３、\wよけてぇぇ――っ！！」","「德雷克3，快躲开——！！」"
"307","game_t00306","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\wえ、\wあ、\wあああああああああッッ！」","「……诶，啊，啊啊啊啊啊啊啊啊！！」"
"308","game_t00307","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――畜生ッ！　鈴原ァァッ！」","「——畜生！铃原——！」"
"309","game_t00308","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「この…\w…\wよくも…\w…\wッ！」","「你这……竟敢……！」"
"310","game_t00309","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――ドレイク３、\wドレイク３！！」","「——德雷克3！德雷克3！！」"
"311","game_t00310","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","くそっ、\wバイタル――！？","该死，生命体征——！？"
"312","game_t00311","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","機体反応が…\w…\w！","机体反应……！"
"313","game_t00312","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「畜生…\w…\w！」","「畜生……！」"
"314","game_t00313","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","俺は…\w…\wまたひとり…\w…\w。","我……又一次……孤身一人……。"
"315","game_t00314","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\wドレイク３を戦死と認む！　ドレイク２、\w行くぞッ！」","「……认定德雷克3战死！德雷克2，我们走！」"
"316","game_t00315","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\wッ！！　了解…\w…\w了解です…\w…\wッ！」","「……！！明白……明白……！」"
"317","game_t00316","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","いた――！","找到了——！"
"318","game_t00317","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","引きずるんじゃねえぞ…\w…\w。気合入れろ…\w…\w！","别被拖垮……打起精神来……！"
"319","game_t00318","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「…\w…\wうし！」","「……好！」"
"320","game_t00319","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――ドレイク１よりカロネード各機、\w待たせたな！」","「——德雷克1呼叫各卡洛内德机，久等了！」"
"321","game_t00320","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――！　カロネード２、\wエレン・エイス少尉です！」","「——！我是卡洛内德2，艾伦·艾斯少尉！」"
"322","game_t00321","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「カロネード３、\w美桜乃雫少尉です！」","「我是卡洛内德3，美樱乃雫少尉！」"
"323","game_t00322","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「龍浪響中尉だ。貴様達を配下に加える――！　よろしく頼む！」","「我是龙浪响中尉。你们现在归我指挥了——！多多指教！」"
"324","game_t00323","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「は――！」","「是——！」"
"325","game_t00324","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ドレイク２より各機、\w相互接続完了…\w…\w！」","「德雷克2呼叫各机，相互连接完成……！」"
"326","game_t00325","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","エレン・エイスに美桜乃雫。外人衛士に…\w…\w任官半年の新人か…\w…\w！","艾伦·艾斯和美樱乃雫。外国卫士……还有任职半年的新手……！"
"327","game_t00326","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","…\w…\w使えるのか！？","能用吗！？"
"328","game_t00327","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「カロネード１のことは、\w残念だった。だが、\w必ず仇は取る――！」","「卡洛内德1的事，我很遗憾。但一定要报仇——！」"
"329","game_t00328","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――はい！」","「——是！」"
"330","game_t00329","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「俺たちは任務を遂行し、\wそして生還する。今はそれだけを考えろ！　――力を貸してくれ！」","「我们执行任务，然后活着回去。现在只考虑这个！——请助我一臂之力！」"
"331","game_t00330","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「了解――！」","「明白——！」"
"332","game_t00331","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","…\w…\wよし、\wふたりとも肝は据わっている――混乱していない。","好，两人都沉得住气——没有混乱。"
"333","game_t00332","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「ポジションを確認する――０２が迎撃後衛、\w０３が強襲掃討で間違いないか？」","「确认位置——02迎击后卫，03强袭扫讨，没错吧？」"
"334","game_t00333","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「は！　０２、\wポジションは何処でも対応可能です！」","「是！02，什么位置都能胜任！」"
"335","game_t00334","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「０３間違いありません！」","「03没错！」"
"336","game_t00335","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","…\w…\wついてるぜ、\w多分ふたりとも前衛に近い万能型だ！","运气不错，大概两人都是接近前卫的全能型！"
"337","game_t00336","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「了解、\wこっちはドレイク２共々強襲前衛コンビだ」","「明白，这边我和德雷克2组成强袭前卫组合。」"
"338","game_t00337","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","前衛向きが４機、\wこの状況で攻め手に出るには好都合だ…\w…\wいける！","4架前卫型，在这种局面下适合进攻……能行！"
"339","game_t00338","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","だいぶ後ろに抜けられたな…\w…\w。よし…\w…\wやったろうじゃねーか！","已经有不少敌人穿到后方去了……。好……干它一场吧！"
"340","game_t00339","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「――まず後方に抜けた連中の頭を叩く！　攻め手に回って押し切るぞ！　続けッ！」","「——先打掉穿到后方的那批敌人的先头！转为攻势压过去！跟上！」"
"341","game_t00340","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「了解――！」","「明白——！」"
"342","game_t00341","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「こっちの２機――Ｄ分隊が先行して敵の頭を押さえる！」","「我们这两机——D分队先行压住敌群先头！」"
"343","game_t00342","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「そっちの２機――Ｃ分隊は奴らのケツを削りながら右翼に回れ！　側面挟撃だ！」","「你们那两机——C分队一边削它们的尾部，一边绕到右翼！侧面夹击！」"
"344","game_t00343","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「了解ッ！　０３、\w行くよッ！」","「明白！03，走！」"
"345","game_t00344","020_起_第６次シアトル防衛線01.egpack","020_起_第６次シアトル防衛線01","","「カロネード３了解！」","「卡洛内德3明白！」"
