call_order,id,egpack,scene,speaker_jp,jp_text,cn_text,review_status,audit_flags
638,game_t00637,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「シズクッ！」,「小雫！」,OK,
639,game_t00638,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「え…\w…\w？」,「什……？」,OK,
640,game_t00639,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「高過ぎだ――ッ！」,「太高了——！」,OK,
641,game_t00640,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「うわぁっ…\w…\w！！」,哇啊……！！,OK,
642,game_t00641,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,ッ！,啊！,OK,
643,game_t00642,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,――ッ！,啊！,OK,
644,game_t00643,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「０２、\w０３は周辺警戒ッ！　０４大丈夫か！？　状況知らせ！」,「02、03，周边警戒！04没事吧！？报告情况！」,OK,
645,game_t00644,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「う…\w…\wは、\wはい…\w…\w。頭部、\w右肩部。右背部兵装担架に損傷発生…\w…\w」,「唔……是、是的……。头部、右肩部。右背部武器挂架出现损伤……」,OK,
646,game_t00645,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,損傷が大きい…\w…\w。これ以上は無理か――,损伤太严重了……。到此为止了吗——,OK,
647,game_t00646,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「まだできます…\w…\w！」,「还能做到……！」,OK,
648,game_t00647,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「０４落ち着いて。普段ならできてることよ」,「04冷静点。平时能做好的事。」,OK,
649,game_t00648,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「は、\wはい――！」,「是、是的——！」,OK,
650,game_t00649,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,ここまで崩れるのか――実戦での光線照射の経験がないと。,竟然崩成这样——没有实战中光线照射的经验啊。,OK,
651,game_t00650,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「０２より０１、\w想定時間から遅れている。急がないと――」,「02呼叫01，比预定时间晚了。得抓紧——」,OK,
652,game_t00651,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,わかってる、\wそんなこと――！,我知道，这种事情——！,OK,
653,game_t00652,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「フェザント・リードよりウォードッグ！　遅いぞッ、\w何をやっている！　戦線を崩壊させるつもりかッ！？」,「雉鸡长机呼叫战犬！太慢了，你在干什么！想把战线搞垮吗！？」,OK,
654,game_t00653,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,畜生――ッ！,混蛋——！,OK,
655,game_t00654,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「――了解！　０３、\w０４はこの場所にて待機ッ！　支援砲撃に専念してくれ！　０２続け――ッ！！」,「——了解！03、04在此处待机！专心进行支援炮击！02跟上——！！」,OK,
656,game_t00655,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「――了解！」,「——了解！」,OK,
657,game_t00656,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「…\w…\w了解」,「……了解」,OK,
658,game_t00657,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,数が多すぎる！？　２機で抜けるか…\w…\w？,数量太多了！？两架能突破吗……？,OK,
659,game_t00658,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「援護します！」,「我来掩护！」,OK,
660,game_t00659,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「了解ッ！」,「了解！」,OK,
661,game_t00660,030_２００５年１２月０２日（金）_033_対光線級演習.egpack,030_２００５年１２月０２日（金）_033_対光線級演習,,「いくぞ――！」,「上了——！」,OK,
662,game_t00661,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w以上が本日の成績になる。やれやれ、\w全くもって芳しいとはいえない状態だ」,「……以上是今天的成绩。哎呀呀，完全不能说是良好的状态啊。」,OK,
663,game_t00662,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「光線級の存在が確認されて以来、\wその対策を主眼に演習を行っているわけだが――」,「自从确认光线级的存在以来，我们一直以对策为主进行演习——」,OK,
664,game_t00663,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「それ以来の達成率、\wもちろん知らない訳ではないだろう？」,「从那之后的达成率，你们当然不是不知道吧？」,OK,
665,game_t00664,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「特筆すべきは、\wウォードッグ小隊の成績だ」,「特别值得一提的是，战犬小队的成绩。」,OK,
666,game_t00665,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,やっぱりきたか…\w…\w。,果然来了吗……。,OK,
667,game_t00666,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「さすがは帝国を代表する英雄殿の小隊――並み以下の数字だ。何か言い訳はあるか？」,「不愧是代表帝国的英雄大人的小队——低于平均的数字。有什么借口吗？」,OK,
668,game_t00667,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,…\w…\wこの成績じゃ嫌味を言われても仕方ない。,唉…以这成绩被讽刺也没办法。,OK,
669,game_t00668,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――いえ。技術向上に努めます」,「——不。我们会努力提高技术。」,OK,
670,game_t00669,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「軽い言葉だな。貴様の小隊が任務を達成できなかったことから戦線が崩壊したケースが三度あった。何が原因か把握しているのか？」,「说得轻巧。你的小队因未能完成任务而导致战线崩溃的事例有三次。你了解原因吗？」,OK,
671,game_t00670,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――は、\w若年衛士の練度不足、\w具体的には光線級に対する不慣れが見えました。事前のシミュレーター演習を増やすべきでした」,「——是、年轻卫士的训练不足，具体来说是看到对光线级不熟悉。应该事前增加模拟器演习。」,OK,
672,game_t00671,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\wほう、\w全ては部下の責任というわけか？」,「……哦，这么说全是部下的责任吗？」,OK,
673,game_t00672,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「いえ、\w私の認識の甘さが原因です。事前に弱点を洗い出し、\w徹底的に指導すべきでした」,「不，是我认识不足。本应事先找出弱点，彻底指导才是。」,OK,
674,game_t00673,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「なるほど、\w貴様の怠慢のせいで本日の演習は散々たる結果になったと――」,「原来如此，因为你的怠慢，今天的演习结果惨不忍睹——」,OK,
675,game_t00674,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,くそ…\w…\w。,可恶……。,OK,
676,game_t00675,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――はい。申し訳ございません」,「是，非常抱歉。」,OK,
677,game_t00676,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,いちいち絡まれるんだよな、\wこの人には…\w…\w。,这人总是处处针对我啊……。,OK,
678,game_t00677,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w大きくでたな。まるで貴様の好不調で帝国の行く末が決まるかのような物言いだな」,「……口气不小啊。说得好像帝国的命运取决于你的状态好坏似的。」,OK,
679,game_t00678,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「いえ！　そんなつもりはございません。言葉の選択を誤りました」,「不！我没有那个意思。是我用词不当。」,OK,
680,game_t00679,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「そうなのか？　そうは思えなかったぞ？　救国の英雄どの」,「是吗？我可看不出来啊？救国的英雄大人。」,OK,
681,game_t00680,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w…\w…\w」,「嗯……」,OK,
682,game_t00681,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「貴様は我が軍の代表としてインタビューなどを受けているようだしな？　本当に違うのか？」,「你好像作为我军代表接受采访了吧？真不是那样吗？」,OK,
683,game_t00682,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,好きでやってるわけじゃねぇっつーの…\w…\w。任務だってことはアンタも知ってるはずだろ…\w…\w？,又不是我喜欢才去的……你应该也知道这是任务吧……？,OK,
684,game_t00683,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――は、\w申し訳ございません」,「是，非常抱歉。」,OK,
685,game_t00684,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「だが、\wそのわりには実力が及んでいないように見えるな。貴様のような奴に軍の代表を務めて貰うのには少々不安を感じる」,「但是，相比之下你的实力似乎并不匹配。让你这种家伙担任军队代表，我有点不安。」,OK,
686,game_t00685,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,吊るし上げか…\w…\w。俺を締めておけば、\w全体に気合が入るってか…\w…\w。,这是当众批斗吗……只要把我压下去，就能给全体打气是吧……。,OK,
687,game_t00686,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「早急に評価に見合った実力を身につけます」,「我会尽快掌握与评价相符的实力。」,OK,
688,game_t00687,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「大至急そうしてくれ。歓迎するぞ」,「尽快那么做。我欢迎。」,OK,
689,game_t00688,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「了解しました…\w…\w」,「明白了……」,OK,
690,game_t00689,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,とりあえず嫌味タイムはこんなもんかな…\w…\w。,暂时讽刺时间就到此为止吧……。,OK,
691,game_t00690,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w時に中尉、\w念のために一応確認しておきたいことがあるんだが…\w…\w」,「……顺便问一下，中尉，为了保险起见我想确认一件事……」,OK,
692,game_t00691,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「は、\w何でしょうか？」,「是，什么事？」,OK,
693,game_t00692,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「昨晩、\w酒に酔った兵士が、\w深夜に大層騒ぎまくっていたという情報があってな」,「昨晚，有喝醉的士兵深夜大吵大闹的情报。」,OK,
694,game_t00693,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「それが、\w奇妙なことに英雄殿によく似ているという話なのだ」,「而且奇妙的是，听说那个士兵长得很像英雄大人。」,OK,
695,game_t00694,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,げ…\w…\w！？　バレてる…\w…\w？,糟了……！？被发现……？,OK,
696,game_t00695,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「実にけしからんことだ。なぁ？」,「真是岂有此理。对吧？」,OK,
697,game_t00696,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――は。そ、\wそれは…\w…\wその…\w…\w」,「是。那、那是……那个……」,OK,
698,game_t00697,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「何がけしからんと言って、\wそうやって英雄殿をやっかみ、\w貶めようという、\w何者かのその卑しい精神だ」,「要说岂有此理，就是那种嫉妒英雄大人、企图贬低他的人的低劣精神。」,OK,
699,game_t00698,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,うわ～、\wそっちの方向に持ってったか～～。,哇～，居然往那个方向带了～～。,OK,
700,game_t00699,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「そういうヤツに限って、\wやることもやらず、\w状況も空気も読まず、\w身勝手に振る舞っているに違いない…\w…\wなあ？」,「那种人肯定是自己什么都不做，不看情况不看气氛，擅自行动……对吧？」,OK,
701,game_t00700,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「は、\wはあ…\w…\w」,「是、是的……」,OK,
702,game_t00701,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\wどうした？　まさかこの話、\w事実ではあるまいな？」,「……怎么了？难道这传闻是真的？」,OK,
703,game_t00702,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「まさかな？　まさか、\wシアトル中の注目を集める龍浪中尉に限って、\w軍の威信を損なうような軽率な真似はしないと思うが――」,「怎么会呢？我想，备受西雅图瞩目的龙浪中尉应该不会做出损害军队威信的事吧——」,OK,
704,game_t00703,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「まさか、\w成績の悪いウォードッグ隊の小隊長様に限って、\w演習の前日に深酒をするような非常識な真似はしないと思うが――」,「我想，成绩差劲的战犬队的小队长大人应该不会在演习前夜喝得酩酊大醉，做出不合常理的事吧——」,OK,
705,game_t00704,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「あまつさえ、\w二日酔いになってもこっそり医局で処置すればいいだろうなどと考えているとも思えないが――」,「更何况，就算你宿醉了，我也绝对不相信你会考虑偷偷去医局处理——」,OK,
706,game_t00705,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「念のために、\w一応、\w確認しておこうと思ってな」,「为了保险起见，我想还是先确认一下。」,OK,
707,game_t00706,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w…\w…\w」,「嗯……」,OK,
708,game_t00707,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w…\w…\w」,「嗯……」,OK,
709,game_t00708,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\wん？」,「……嗯？」,OK,
710,game_t00709,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,…\w…\w駄目だ、\w完全に尻尾を掴まれてる。,完了，尾巴被彻底抓住了。,OK,
711,game_t00710,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,言い訳なんてしようものなら、\wこの性格の悪い駒木大尉のことだ、\w相当絞られるだろう。,要是敢找借口，这位性格恶劣的驹木上尉肯定会狠狠收拾我一顿。,OK,
712,game_t00711,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,かといって、\w正直に答えたら答えたで絞られるのは間違いない…\w…\w。何しろ医局に行ったことまでバレてるんだから。,可要是老实回答，也免不了被收拾……毕竟连我去医局的事都被发现了。,OK,
713,game_t00712,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,どうする…\w…\wどうする…\w…\w！？,怎么办……怎么办……！？,OK,
714,game_t00713,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――は！　小官は本日ただいまをもって禁酒生活に入りますッッ！」,「——是！卑职从今天起立即进入禁酒生活！！」,OK,
715,game_t00714,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w…\w…\w」,「嗯……」,OK,
716,game_t00715,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w当面の間」,「……暂时性的。」,OK,
717,game_t00716,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「ぶはっ――！　あははははは…\w…\w」,「噗——！啊哈哈哈哈哈……」,OK,
718,game_t00717,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w貴様、\w私を代理の大隊長として馬鹿にしているのか？」,「……你这家伙，是在把我这个代理大队长当傻子吗？」,OK,
719,game_t00718,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「いいえッ！　滅相もございません――ッ！」,「不！绝无此事——！」,OK,
720,game_t00719,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「ならば、\w己の置かれた立場と意味を考えろ。できなければ降格させるぞ！」,「那就好好想想自己的立场和意义！做不到的话我就把你降级！」,OK,
721,game_t00720,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「了解しました！　早急に対策を講じるよういたしますッ！」,「明白了！我会立即采取措施！」,OK,
722,game_t00721,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「酒の話では無いぞ！？」,「不是指酒的事！？」,OK,
723,game_t00722,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「わかっておりますッ！！」,「我明白！！」,OK,
724,game_t00723,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「即刻、\w練度を他部隊と同レベルまで引き上げろ！」,「立刻把训练水平提高到和其他部队同等！」,OK,
725,game_t00724,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「ははっ――！」,「是——！」,OK,
726,game_t00725,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w以前がどうか知らないが、私には貴様を重用するつもりはない。小間使いを努めてくれれば充分だ」,「……我不知道你以前怎样，但我没打算重用你。你当好跑腿的就够了。」,OK,
727,game_t00726,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――は！」,「——是！」,OK,
728,game_t00727,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「貴様を軍の指標にするつもりもなければ、特別視するつもりもない！」,「我没打算把你当成军队的标杆，也没打算给你特殊待遇！」,OK,
729,game_t00728,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――は！」,「——是！」,OK,
730,game_t00729,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「私は神宮司少佐ほど甘くはないぞ」,「我可不像神宫司少佐那么温柔。」,OK,
731,game_t00730,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――は！」,「——是！」,OK,
732,game_t00731,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「…\w…\w貴様に説教する時間をこれ以上取るつもりはない。我軍を崩壊させたくないと貴様が心根より思っているなら、\wせいぜい努力せよ、\w以上だ」,「……我不想再花时间教训你了。要是你真心不想让我们的军队崩溃，就给我拼命努力。以上。」,OK,
733,game_t00732,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――は！」,「——是！」,OK,
734,game_t00733,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「貴様等もドングリ同士の分際で笑っている場合ではない！　こんなものが実戦レベルと言えるか！　修練を積めッ！！　いいな！？」,「你们这些半斤八两的家伙也没资格笑！这样的表现能叫实战水平吗！给我加强训练！！听见没有！？」,OK,
735,game_t00734,030_２００５年１２月０２日（金）_034_演習後デブリーフィング.egpack,030_２００５年１２月０２日（金）_034_演習後デブリーフィング,,「――了解！！」,「——明白！！」,OK,
736,game_t00735,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「そう、\wこのケースの場合は、\w地形よりＢＥＴＡの分布位置の方が肝心。場合によっては敵群中に飛び込む方が安全な時もあるの」,「对，这种案例中，比起地形，BETA的分布位置更重要。根据情况，有时候冲进敌群反而更安全。」,OK,
737,game_t00736,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「は、\wはい…\w…\w」,「是、是的……」,OK,
738,game_t00737,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「光線級がいたって、\wＢＥＴＡの進攻陣形の基本は同じよ」,「就算有光线级在，BETA的进攻阵型基本还是一样的」,OK,
739,game_t00738,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「奴らは絶対に仲間撃ちはしないんだから、密集戦に持ち込めばいい場合もあるってわけ。ほら、\w普通でしょ？　密集戦もそんなに苦手じゃないしさ」,「反正它们绝对不会误伤友军，所以有时可以趁势打成密集战。你看，很普通吧？密集战也不是那么难对付」,OK,
740,game_t00739,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「ですね～。美桜乃少尉の被損傷率は悪くないですよ」,「是啊～。美樱乃少尉的受损率也不算差哦」,OK,
741,game_t00740,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「は、\wはあ…\w…\wありがとうございます」,「好、好的……谢谢你」,OK,
742,game_t00741,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「光線級がいるというだけで無闇に恐れたりしないで、いなかった時との差をきちんと認識して臨むことが重要よ」,「不要因为光线级存在就盲目害怕，重要的是正确认识有无光线级时的差别，然后去应对」,OK,
743,game_t00742,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「が、\w頑張ります…\w…\w」,「我、我会努力的……」,OK,
744,game_t00743,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「じゃあ次に、\wその明確な差のひとつである、高度のとり方についてだけど――あら？」,「接下来，关于这明显差异之一的高度控制方法——咦？」,OK,
745,game_t00744,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「ヒビキが戻って来たみたいね…\w…\w。何だか、\w普段より小さくなってない…\w…\w？」,「响好像回来了……怎么感觉比平时缩水了不少……？」,OK,
746,game_t00745,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「私のせいでいっぱい怒られたんでしょうか…\w…\w」,「是不是因为我被狠狠训了一顿……」,OK,
747,game_t00746,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「あ～…\w…\w」,「啊～……」,OK,
748,game_t00747,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場.egpack,030_２００５年１２月０２日（金）_035_格納庫で落ち込む雫＆律子登場,,「き、\w気にしない気にしない！　隊長なんて、\w怒られるのも仕事のうちですよっ！！　あはははは…\w…\w」,「别、别在意别在意！队长挨训那也是工作的一部分啦！！啊哈哈哈哈哈……」,OK,
