stable_id,rio_file,block_offset,payload_offset,text_offset,writer_mode,delimiter,source_field_sha256,source_identity_sha256,translation_text,runtime_text,inline_controls,allow_control_change,control_delta_reason,runtime_binding,native_capacity_units,replacement_units,padding_codepoint,padding_units,translation_source
pm:static:photonmelodies11.rio:1688686468:00000168,photonmelodies11.rio,1688686468,168,168,target_after_delimiter,\|,0d4b563f5d80099da96713477301f92dbd499b39d55dcf2e480c0fb972f47c8f,438BB2DD204F3671AE6ED8C7AFEF0752ABE877568A6F3655BF619B7B3D8279FE,快速存档,快速存档⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,9,9,U+2060,5,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688686468:00000291,photonmelodies11.rio,1688686468,291,291,target_after_delimiter,\|,e9f534a3b41dbebfbeb175d37fbb15c69989e3b296418cf4d215ca0baac531c2,484CAC9E56FDF5D052C07571F65CC4239E04AD2F6F54D4899A5CE134F5E3A3E5,自动快速存档 选项,自动快速存档 选项⁠⁠,,no,none,nested_requires_linking,11,11,U+2060,2,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688686468:00000405,photonmelodies11.rio,1688686468,405,405,target_after_delimiter,\|,e132565817377e179051c6eb6b40101023f52246cd554b277e37f844335d14be,7122223D2E527A1B30B9AC724AB1980F6BB5D882B78CED9D9448E81B56775194,自动快速存档 章节,自动快速存档 章节⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,18,18,U+2060,9,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio:1688686468:00000529,photonmelodies11.rio,1688686468,529,529,target_after_delimiter,\|,a3cb3fa7c1fd828c630a749f09f33a60196a49f1e3d118034ecc44226e066baa,71F6C4C4418360C09C74B43E0DB555F7B4A0FFF71F2CDC43D977CE1FB4EBDA05,自动快速存档 读取前,自动快速存档 读取前⁠⁠⁠,,no,none,nested_requires_linking,13,13,U+2060,3,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1205271640:00020398,photonmelodies11.rio.002,1205271640,20398,20398,target_after_delimiter,\|,07e4e265ae23c892a32444ef63f6327ed2096ece4f4739ee406120e35ee09cd3,A0958CB3B51FA06BDF5967749834BFBECEA820D410AB4A648741B53FBE173014,"将本页设置恢复为默认值。
确定吗？","将本页设置恢复为默认值。
确定吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1205271640:00020808,photonmelodies11.rio.002,1205271640,20808,20808,target_after_delimiter,\|,07e4e265ae23c892a32444ef63f6327ed2096ece4f4739ee406120e35ee09cd3,3DDB84C83F3FD7CD4A3AC894BDD8C761006601101E9CE6F9BA3908FEE68D6349,"将本页设置恢复为默认值。
确定吗？","将本页设置恢复为默认值。
确定吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1205271640:00021835,photonmelodies11.rio.002,1205271640,21835,21835,target_after_delimiter,\|,07e4e265ae23c892a32444ef63f6327ed2096ece4f4739ee406120e35ee09cd3,790F781741CD4D250FB7997AFB823B1AD44F03AEC88CBBE631AC3557E94EBE2D,"将本页设置恢复为默认值。
确定吗？","将本页设置恢复为默认值。
确定吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1205271640:00022268,photonmelodies11.rio.002,1205271640,22268,22268,target_after_delimiter,\|,07e4e265ae23c892a32444ef63f6327ed2096ece4f4739ee406120e35ee09cd3,D79ECAD31D33DD0FFB14C3195B93C59336B20B23147183B4BADCE2F079538016,"将本页设置恢复为默认值。
确定吗？","将本页设置恢复为默认值。
确定吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1205271640:00023013,photonmelodies11.rio.002,1205271640,23013,23013,target_after_delimiter,\|,07e4e265ae23c892a32444ef63f6327ed2096ece4f4739ee406120e35ee09cd3,D9C5DDB72AC7FA28A0BB7A42D1D8C2330ABA731B90DC5630E2A863B073AC9717,"将本页设置恢复为默认值。
确定吗？","将本页设置恢复为默认值。
确定吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1205271640:00023758,photonmelodies11.rio.002,1205271640,23758,23758,target_after_delimiter,\|,07e4e265ae23c892a32444ef63f6327ed2096ece4f4739ee406120e35ee09cd3,63745337AF7F75E78AA7F002F691E63F8B78C477A67751B1C979755A36435C8F,"将本页设置恢复为默认值。
确定吗？","将本页设置恢复为默认值。
确定吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1205271640:00024503,photonmelodies11.rio.002,1205271640,24503,24503,target_after_delimiter,\|,07e4e265ae23c892a32444ef63f6327ed2096ece4f4739ee406120e35ee09cd3,5F0DE5EC891CB02B58AEEEC870BA43CE9119793B06B699BD859E954C4E456BE2,"将本页设置恢复为默认值。
确定吗？","将本页设置恢复为默认值。
确定吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1211649556:00050453,photonmelodies11.rio.002,1211649556,50453,50453,target_after_delimiter,\|,0044c09ef2a7ab280bbb06ff6decd9459959efb259490f0732cdaf1e70356bf3,B6E3B415707F70151380397DCB4EB34457D6E7A57CC1FF3624D0A59DA59C4C74,"当前未保存的游戏进度将会丢失。
要中断游戏并进入章节模式吗？","当前未保存的游戏进度将会丢失。
要中断游戏并进入章节模式吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,31,31,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1211649556:00051655,photonmelodies11.rio.002,1211649556,51655,51655,target_after_delimiter,\|,5f34c70a545f9804455ec9c46bac8b870286e1b00c24d40ae10a6ad7eb63c7cf,789111006BACEF1CDBBDBF1891958769622467BB7F4C2BB358889A52F273804E,"当前未保存的游戏进度将会丢失。
要返回标题菜单吗？","当前未保存的游戏进度将会丢失。
要返回标题菜单吗？",<0D><0A>,yes,approved_localized_inline_layout_or_pacing,direct_top_level,26,26,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1858727564:00000509,photonmelodies11.rio.002,1858727564,509,509,target_after_delimiter,\|,4b348cb8323f2d9e79b502ae1f125899e2cd49bbe6c498a621408458c2aff628,321351BC11CFA54F079008FD9A82CD092D41F4CCBC613EC29466422A6863EC9B,壁纸文件保存失败。\n请检查所选目标文件夹的访问权限、可用空间，以及是否已存在同名文件等。,壁纸文件保存失败。\n请检查所选目标文件夹的访问权限、可用空间，以及是否已存在同名文件等。⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,179,179,U+2060,134,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.002:1858727564:00001083,photonmelodies11.rio.002,1858727564,1083,1083,target_after_delimiter,\|,8ff6b857b5d5c17c4ce6fb16c1944dfbe7411ee0c6b28b0f64067fd456d2d60f,8B4671CDAA52CDC544EA816CEF79CFA606B816472E955C4716EA51FBF029A186,找不到壁纸文件。文件可能未正确安装。\n请尝试重新安装。,找不到壁纸文件。文件可能未正确安装。\n请尝试重新安装。⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,85,84,U+2060,56,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.003:0923926052:00028260,photonmelodies11.rio.003,923926052,28260,28260,target_after_delimiter,\|,bb43da33cb744a7458b77674ba0c9eecd3dd72c26e4b75b124f6ba005d868c83,36537A86603C93855AE1A7EFD76CF9C50503B3F4DA5251EDFF93AA23B9391B91,当然是和福伊尔纳少尉打壁球,当然是和福伊尔纳少尉打壁球,,no,none,direct_top_level,13,13,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:0923926052:00028397,photonmelodies11.rio.003,923926052,28397,28397,target_after_delimiter,\|,f5eb5ce30cdb466a1277fdac7172235c7c80a9a5b2659ee1a003b497c65cf687,B91CB81A9A0E3EE731A27A14C0479D4AA89384DBBB03EDB77DC73BBDD1D20936,和法尔肯迈尔少尉练习击剑,和法尔肯迈尔少尉练习击剑,,no,none,direct_top_level,12,12,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:0923926052:00028544,photonmelodies11.rio.003,923926052,28544,28544,target_after_delimiter,\|,9489b509d49dbeefeb72a9f1c9eaf7fa60f4a6649bc92ec8d57c13134e41917a,6EA06876F99DD1EAD7869CE3FB1FD6FF5C2D810909E2381CF5F62B7024698CD9,当然是和维茨莱本少尉游泳,当然是和维茨莱本少尉游泳,,no,none,direct_top_level,12,12,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:1272111780:00035867,photonmelodies11.rio.003,1272111780,35867,35867,target_after_delimiter,\|,8a47f2989c1be0cbf2e320ac2f348eb4fee795029d53ae3af978a651b06e1918,842B64C9896182C6A6E7A3A43055C3DF745DE238E58AAC7B760D1286E0DDAE0A,上啊纯夏！！,上啊纯夏！！⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,20,20,U+2060,14,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:1272111780:00035962,photonmelodies11.rio.003,1272111780,35962,35962,target_after_delimiter,\|,16503565e4eb455140a26939b6cd690eb1a7dd215cd9a8cac844dce3ca4ba13a,6224A6996B8A54D68D8269C19281A7AC3C8913B7D44E243F734954904907B53B,冥夜，让我见识一下所谓武士之魂吧！,冥夜，让我见识一下所谓武士之魂吧！⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,41,41,U+2060,24,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:1272111780:00036121,photonmelodies11.rio.003,1272111780,36121,36121,target_after_delimiter,\|,2f962432b7956d48e13dec1e1d533a0c572dbb6f757e4e52e272e039ba830d59,494AF2A7547BCA80A3CD3B2C0F3965A3787FDA3234D0455285F32EFCB31B93AF,抱歉了悠阳，接受你的宿命吧,抱歉了悠阳，接受你的宿命吧⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,39,39,U+2060,26,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:1272111780:00036268,photonmelodies11.rio.003,1272111780,36268,36268,target_after_delimiter,\|,08a51bd010a1e60d8b8e243407f04b7bc2150569100a73bfb964842c85a13fea,05419E51CE3CF627515EACF71A55AEEDE2FEF3A5EC498765D0A4EF3918F6062D,这次就……选霞怎么样？,这次就……选霞怎么样？⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,22,22,U+2060,11,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:2092185664:00030995,photonmelodies11.rio.003,2092185664,30995,30995,target_after_delimiter,\|,6bfa853db3e5ed70e33b6e271c632afec52084da607ea97c6f2411b66d41f36b,3B20D37506C0A7738560B9EF1910BD2F85500CE08B5B91B1D423E854DE13D75C,抱歉，我去外面透透气。,抱歉，我去外面透透气。⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,45,45,U+2060,34,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:2092185664:00031150,photonmelodies11.rio.003,2092185664,31150,31150,target_after_delimiter,\|,5049ccf60dd190c15cef617455404df6c401d4c747a207f577b0ea261e8d5e2a,C1652AEC65E5B86755F791CA178B2AE2CF82F046FCCA7B75FEF418947FCC9366,不，我先回一趟房间。,不，我先回一趟房间。⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,44,44,U+2060,34,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:2092185664:00031301,photonmelodies11.rio.003,2092185664,31301,31301,target_after_delimiter,\|,a444a5bc391550189e2571df97a260ee66bc8ff4349b112b30f44479f71d98c2,2F95ADBBFBF2883BF55B2C8EB6E14EA63B841ABDC49C7F623BD7A21416E4A80F,纯夏这家伙，真拿她没办法……,纯夏这家伙，真拿她没办法……⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,33,33,U+2060,19,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:2092185664:00101479,photonmelodies11.rio.003,2092185664,101479,101479,target_after_delimiter,\|,e716ccf3c8920ba9c49e04ae795899dfcbd0858d94a4b6ad0a2337e2f1e09c5e,FC24E3256488B5D7B5A7D4135122CC9852B2060BE942B35F2024CD27BF070EF3,《电台实况职业足球》,《电台实况职业足球》⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,28,28,U+2060,18,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:2092185664:00101598,photonmelodies11.rio.003,2092185664,101598,101598,target_after_delimiter,\|,45cd967406ec69059ae1301fdfbb0e85f1b659094972e44ea88a64718040407e,6F9E2A629E53358FDC51B15D7CCDED11761AF2D921EC300079E98D1D0BCFF0CC,《F－0.1》,《F－0.1》,,no,none,nested_requires_linking,7,7,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:2092185664:00101663,photonmelodies11.rio.003,2092185664,101663,101663,target_after_delimiter,\|,a391e054fc82a07155401c069f1bac817d7553ee410825ed9f9f37b5c0acbb87,1D778CC46D8879EC76FC92C505401669C057DA27C37AD250A4F40DAA564D2C72,《钻头先生2》,《钻头先生2》⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,20,20,U+2060,13,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:2092185664:00101766,photonmelodies11.rio.003,2092185664,101766,101766,target_after_delimiter,\|,823c1877971b3fddc0ee592fbef75c5da29060aa8b8653acaabc6efd65d7bed1,69D1E3812670BC4B5F505D5E11CEF892A071E85F42DB3A05A9E0AFEAB3781010,《能源小子·Game Guy》,《能源小子·Game Guy》⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,38,38,U+2060,23,private_review_source_hash_bound
pm:static:photonmelodies11.rio.003:2092185664:00101915,photonmelodies11.rio.003,2092185664,101915,101915,target_after_delimiter,\|,24b314f72c842af3151b67bfc804ea0469f92562b3abb652dfa95aab7a6c4ebe,A1EF990B246A1CA6D5E62C0FC60F8F7959B2906C2CF95473A49EE4353CBE3EEE,《百分裁判》,《百分裁判》⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,33,33,U+2060,27,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0131862200:00070886,photonmelodies11.rio.004,131862200,70886,70886,target_after_delimiter,\|,230c018e031b85090813b00b2ed938931814710a550b48ad267c380e836450a7,49D638A32B34CD57EA1122B19EB531904602F7732973E024DE51897EDF296DF6,纯夏与霞之间,纯夏与霞之间,,no,none,direct_top_level,6,6,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0131862200:00070993,photonmelodies11.rio.004,131862200,70993,70993,target_after_delimiter,\|,ab694980c9f05784fd8feddedb2ce16d0033a5754615cd9074810e11e21c8517,8B1CFB54A59908CA6241BC6CB387E29DC6902B64AF48131B0154A1D553A12968,冥夜与悠阳之间,冥夜与悠阳之间,,no,none,direct_top_level,7,7,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0131862200:00071098,photonmelodies11.rio.004,131862200,71098,71098,target_after_delimiter,\|,f1ea6639f43d73899f1dc4f24f90714873beabd5e2612427aacfb43827f2a623,17A973CB7B5634DE7DE44D5F8AA3A1FEC35F1B6737E74B2C64FE5BFE965DD055,千鹤与柏木之间,千鹤与柏木之间,,no,none,direct_top_level,7,7,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0131862200:00071215,photonmelodies11.rio.004,131862200,71215,71215,target_after_delimiter,\|,9a604b6d60294eca7dba219fa5a448825c142c38e5bead1a4e0204952d383914,941D4EE4EFE9F12D677ABCA64068E2B15E6019694023E6DBC91F9462278056D6,彩峰与美琴之间,彩峰与美琴之间,,no,none,direct_top_level,7,7,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0131862200:00071326,photonmelodies11.rio.004,131862200,71326,71326,target_after_delimiter,\|,bce32f63dbce5e33938014379889522f34130e5185470f23266a56a00c4af568,EA248AC33411E9DB96BE38B225635FA738D264C21F5CF54DCD3314B41D17C75A,美琴与壬姬之间,美琴与壬姬之间,,no,none,direct_top_level,7,7,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0150106928:00000118,photonmelodies11.rio.004,150106928,118,118,whole_visible,,17488ee818376ce6578b2e3f96ed16c2daedaf5c6d6ad7d0484cb6ade19b7ab1,DE4C850E6449A41585B6BD729D34E612D6879FA2F466850898694A3D28BCCAC9,"要保存系统数据吗？
如果不保存，当前数据将会丢失。","要保存系统数据吗？
如果不保存，当前数据将会丢失。",<0D><0A>,no,none,direct_top_level,26,26,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.004:0150106928:00000579,photonmelodies11.rio.004,150106928,579,579,whole_visible,,d1ef51d47a0254dca1952fefe7a1744d964766a0d65a2ffed44016887f5a7dc6,A383234863A9948F082E54719E39D788BCA5360F62B4448AC4BDE75A77C3BF28,"系统数据已损坏。
要覆盖损坏的系统数据吗？","系统数据已损坏。
要覆盖损坏的系统数据吗？",<0D><0A>,no,none,direct_top_level,22,22,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.004:0150106928:00000765,photonmelodies11.rio.004,150106928,765,765,whole_visible,,0994613ba33633f26fd1f7fe862d07b2845ec5c15f31884cdbbc1c223f781ff6,DCA0D31EB243E2BBB8E14A625156B30F61E268ABA718BDB86B3D98BFE85303CA,"正在保存。
请勿关闭设备电源。","正在保存。
请勿关闭设备电源。",<0D><0A>,no,none,direct_top_level,16,16,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.004:0150106928:00001046,photonmelodies11.rio.004,150106928,1046,1046,whole_visible,,30b9246535c0ce1999ae629fa1025987a84d87da89876537a7346cab44c90c31,9B6BC0AF73540CD2186CD3888259E648F9F5509B4DBCBF25C9A0231A9A1AA3A3,"系统数据保存失败。
要再试一次吗？","系统数据保存失败。
要再试一次吗？",<0D><0A>,no,none,direct_top_level,18,18,,0,gap_audit_pm_2026-08-11
pm:static:photonmelodies11.rio.004:0258770628:00038080,photonmelodies11.rio.004,258770628,38080,38080,target_after_delimiter,\|,c753fa73854ca9f17eacc93d32d18f89f0a6dbf097a45a6eafb572b3be13be97,7BA74FFA0047ECC6126204BCB605A6CB8C65E0021761C79BC42A36142E5B9006,上吧，霞！！,上吧，霞！！⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,15,15,U+2060,9,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0258770628:00038163,photonmelodies11.rio.004,258770628,38163,38163,target_after_delimiter,\|,3b37f2c740704618293962273e42035b772df4e4d7817d7fb12ad3fd5045ae36,49E36202AD03FBAD309AB89C110535A3C1ADA02376CA34E6E0E92D60DCD21D4B,月月月月咏小姐————！！,月月月月咏小姐————！！⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,25,25,U+2060,12,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0426952928:00019927,photonmelodies11.rio.004,426952928,19927,19927,target_after_delimiter,\|,66027445cd72bb334dd30fdd8f48f41d1736735f7c0e864188aefd0acf99b922,77B7617846C265344C1B3D3E462B2AD6C50538EB820EA712A68FB0F9084B4311,决定滑双板了！,决定滑双板了！,,no,none,direct_top_level,7,7,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0426952928:00020018,photonmelodies11.rio.004,426952928,20018,20018,target_after_delimiter,\|,effd2ce8aab19788eeb6f12855c5b1057f01aa7ae3f1b3442b309351d534fceb,6B2E37D3312E26F15A208705C4F9CB2884C67DD2D6E35CA39D654061AD109970,要不要试试单板滑雪呢,要不要试试单板滑雪呢,,no,none,direct_top_level,10,10,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0426952928:00020151,photonmelodies11.rio.004,426952928,20151,20151,target_after_delimiter,\|,da457d5747372c158294f6d5bec3a92672c84efc047dd48365826be3118f8ad3,83D1C7EF39CE95BC99AEEB212D76A680CC9EC7C6F8E3351B5CB59641EA9B6958,我还是玩雪橇吧,我还是玩雪橇吧,,no,none,direct_top_level,7,7,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0426952928:00020248,photonmelodies11.rio.004,426952928,20248,20248,target_after_delimiter,\|,46b0a42a9613bb08165c9d4c130e40ca9e428439aa9e9ca2e595b80b38841b18,DD6DC0C4E2E76F8A83CF97E26E3629637F6F07A22DBD31DB35B5D85DE1DF9B40,我随便到处逛逛吧,我随便到处逛逛吧,,no,none,direct_top_level,8,8,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0426952928:00234034,photonmelodies11.rio.004,426952928,234034,234034,target_after_delimiter,\|,0542bdbaee56a798d0749ed695b42b53d29d3092cfabc281812f6d8ff73c5c79,B840722BAB887855CA72F11BCC31B91A0D605E7DB2F2071F470527B971E76921,好吧，就拜托你了,好吧，就拜托你了,,no,none,direct_top_level,8,8,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0426952928:00234131,photonmelodies11.rio.004,426952928,234131,234131,target_after_delimiter,\|,ba77deebe118bb246769fbc3e1a48be9d5773011ff1cb3ce82c0e8eae39b82b0,A0B38E627B2C78F775A22EBAAD9292F967522C317AC5CA355F655866E8583211,要不先当刚才的事没发生过？,要不先当刚才的事没发生过？,,no,none,direct_top_level,13,13,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0426952928:00244604,photonmelodies11.rio.004,426952928,244604,244604,target_after_delimiter,\|,fdd8cf6fb64e06e07b9483633f31455306119c334e30abadb22afe4dc0c8cf8c,F93D69B64D334AF94A2AFD565B21AE5C13EE1DADCE2557C115FEC09E05D45007,我倒是没意见啊？,我倒是没意见啊？,,no,none,direct_top_level,8,8,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0426952928:00244683,photonmelodies11.rio.004,426952928,244683,244683,target_after_delimiter,\|,1099588a7434313601bfed259a1683bc8df62475886cc8891277b0613fc3ca74,717390C7F2A27C7A3447DFD8F3F48CDE846362593E8E1537C9F7A2F77BAA2BB3,嗯……该怎么办呢,嗯……该怎么办呢,,no,none,direct_top_level,8,8,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0812258960:00038212,photonmelodies11.rio.004,812258960,38212,38212,target_after_delimiter,\|,c42deeb6fbec5d3b010ed069d94d6c5c453c810a0bb32de40cb4a6b497bb2e7d,6F4A45D7902657935BB691AE8E9EA3D3D6D34AE8953D82C779C5A27E94252890,还是回去吧,还是回去吧,,no,none,direct_top_level,5,5,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0812258960:00038329,photonmelodies11.rio.004,812258960,38329,38329,target_after_delimiter,\|,cffc6eba7e646198d8c2f183548fe1cfd0666d9d9b44011cbc81dc296bf316c9,A5D047DD878543449F3B3D2B20F77151955737FB1A45632636D433A46DFA267D,算了,算了,,no,none,direct_top_level,2,2,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0812258960:00067484,photonmelodies11.rio.004,812258960,67484,67484,target_after_delimiter,\|,be848be475f5460f63f5fc63317f31a3b25be68ffbdaf0ce4e4774f538b7b976,07B592ED09FE6EE5160F1F2B242B326F6787BAAD17FBABB23A9F2BCD5EE8793A,好，来打西瓜吧！,好，来打西瓜吧！,,no,none,direct_top_level,8,8,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0812258960:00067629,photonmelodies11.rio.004,812258960,67629,67629,target_after_delimiter,\|,783c31df5300a463684bf1fe6d99e578d1222d3aeb8112052c018f724d0d8201,D525904C1951B0E822601DE858EE067B9233D4A1B5CA80A774ACC396DCC8932B,不，比起这个！,不，比起这个！,,no,none,direct_top_level,7,7,,0,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0860955960:00002766,photonmelodies11.rio.004,860955960,2766,2766,target_after_delimiter,\|,9632a0346f19e4a82e7aca589625e1d32ab34ca33068802a626bcb4d4b8718a4,C033E30530DA2E3C975D23C629A5231461DEB61F6A705809E6C6E734B761D0F6,那就选纯夏吧,那就选纯夏吧⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,32,32,U+2060,26,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0860955960:00002889,photonmelodies11.rio.004,860955960,2889,2889,target_after_delimiter,\|,1c1ffebc837bcb94eb22556e86d7647406a0165a079239c7e423636d34d31877,B5B7F6E375425BD404F99D50ED9BE72BE6C8732687F76291ECD2443D2A30DD02,当然是霞,当然是霞⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,23,23,U+2060,19,private_review_source_hash_bound
pm:static:photonmelodies11.rio.004:0860955960:00002988,photonmelodies11.rio.004,860955960,2988,2988,target_after_delimiter,\|,9a9e0d1c295ff03d24bf69c427996b76d0f2d877758610314cd837f34b8090dc,A88B03AB9B5DA19C2F000E3E293898A2CFFBA07DF693B9E2DD903EEFA46E297D,直说吧！就是小麻！,直说吧！就是小麻！⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠,,no,none,nested_requires_linking,24,24,U+2060,15,private_review_source_hash_bound
