egpack,id,jp,next_jp_carried_in_this_block
030_UAF_DAY93_01.egpack,game_t00905,――人も、\w組織も、\w単独では無力だ。,リリア自身、\w補給艦で漂流し、\wさらには救命艇で遭難することで、\w周囲との接続を断たれる恐怖を散々味わってきたところだ。
030_UAF_DAY93_01.egpack,game_t00906,リリア自身、\w補給艦で漂流し、\wさらには救命艇で遭難することで、\w周囲との接続を断たれる恐怖を散々味わってきたところだ。,改めて、\wその事実を実感してるんだろう。
030_UAF_DAY93_01.egpack,game_t00907,改めて、\wその事実を実感してるんだろう。,「…\w…\wだいぶ長くなっちまったね」
030_UAF_DAY93_01.egpack,game_t00908,「…\w…\wだいぶ長くなっちまったね」,「…\w…\wいえ、\wそんなことは」
030_UAF_DAY93_01.egpack,game_t00909,「…\w…\wいえ、\wそんなことは」,「病み上がりに無理しないでおくれよ。アンタは衛士――明日、\wいや今この瞬間から既に貴重な戦力なんだ」
030_UAF_DAY93_01.egpack,game_t00910,「病み上がりに無理しないでおくれよ。アンタは衛士――明日、\wいや今この瞬間から既に貴重な戦力なんだ」,「…\w…\wはい」
030_UAF_DAY93_01.egpack,game_t00911,「…\w…\wはい」,「今後の任務については明日、\w実機での着座調整と合わせて説明するものとする」
030_UAF_DAY93_01.egpack,game_t00912,「今後の任務については明日、\w実機での着座調整と合わせて説明するものとする」,「――は」
030_UAF_DAY93_01.egpack,game_t00913,「――は」,「…\w…\wこいつはアタシの勘だけどね。嬢ちゃんも結構『乗れる』クチだろう？」
030_UAF_DAY93_01.egpack,game_t00914,「…\w…\wこいつはアタシの勘だけどね。嬢ちゃんも結構『乗れる』クチだろう？」,「…\w…\wご期待には沿えるものと思います、\wマム」
030_UAF_DAY93_01.egpack,game_t00915,「…\w…\wご期待には沿えるものと思います、\wマム」,げ、\wいきなりそっちの流れに持ってくのかよ。切り替え早えな！
030_UAF_DAY93_01.egpack,game_t00916,げ、\wいきなりそっちの流れに持ってくのかよ。切り替え早えな！,「ははっ、\wやっぱりねえ。だったらなおさら、\w機体を触った方が調子が出てくるってモンだよ」
030_UAF_DAY93_01.egpack,game_t00917,「ははっ、\wやっぱりねえ。だったらなおさら、\w機体を触った方が調子が出てくるってモンだよ」,「了解です。ご配慮ありがとうございます」
030_UAF_DAY93_01.egpack,game_t00918,「了解です。ご配慮ありがとうございます」,「よぉし。こいつは楽しみだね、\wウィル」
030_UAF_DAY93_01.egpack,game_t00919,「よぉし。こいつは楽しみだね、\wウィル」,「…\w…\w新戦力には期待しています」
030_UAF_DAY93_01.egpack,game_t00920,「…\w…\w新戦力には期待しています」,これは、\w一番恐れていた女性連合成立の瞬間なのか…\w…\wッ！
030_UAF_DAY93_01.egpack,game_t00921,これは、\w一番恐れていた女性連合成立の瞬間なのか…\w…\wッ！,「あっはっは。ウィル坊は分かりやすくていいねえ」
030_UAF_DAY93_01.egpack,game_t00922,「あっはっは。ウィル坊は分かりやすくていいねえ」,…\w…\w読まれてる！？
030_UAF_DAY93_01.egpack,game_t00923,…\w…\w読まれてる！？,「…\w…\w…\w…\w？」
030_UAF_DAY93_01.egpack,game_t00924,「…\w…\w…\w…\w？」,ま、\wまあリリアとビッグ・マムの気が合うかどうかなんてまだ分からないしな。
030_UAF_DAY93_01.egpack,game_t00925,ま、\wまあリリアとビッグ・マムの気が合うかどうかなんてまだ分からないしな。,無駄に先行して悩むのはやめておこう。はは…\w…\w。
030_UAF_DAY93_01.egpack,game_t00926,無駄に先行して悩むのはやめておこう。はは…\w…\w。,「さて、\w今日は以後行動自由とする」
030_UAF_DAY93_01.egpack,game_t00927,「さて、\w今日は以後行動自由とする」,「…\w…\wと言っても、\w今日のうちに艦の主要施設は案内してもらっといてくれよ」
030_UAF_DAY93_01.egpack,game_t00928,「…\w…\wと言っても、\w今日のうちに艦の主要施設は案内してもらっといてくれよ」,「わかりました。ウィル少尉、\wお願いね」
030_UAF_DAY93_01.egpack,game_t00929,「わかりました。ウィル少尉、\wお願いね」,「了解、\w任せときな」
030_UAF_DAY93_01.egpack,game_t00930,「了解、\w任せときな」,「よしよし。じゃ、\w後は若いモン同士に任せて…\w…\w解散！」
030_UAF_DAY93_01.egpack,game_t00931,「よしよし。じゃ、\w後は若いモン同士に任せて…\w…\w解散！」,若いモン同士って…\w…\w。隊長ホント好きだな…\w…\w。
030_UAF_DAY93_01.egpack,game_t00932,若いモン同士って…\w…\w。隊長ホント好きだな…\w…\w。,…\w…\wま、\wいいか。
030_UAF_DAY93_01.egpack,game_t00933,…\w…\wま、\wいいか。,"...Well, whatever floats her boat."
040_UAF_DAY94_01.egpack,game_t00934,お、\wもう自力でたどり着いたか。上出来上出来。,「おーリリア、\wこっちこっち」
040_UAF_DAY94_01.egpack,game_t00935,「おーリリア、\wこっちこっち」,ＪＦＫ:ビッグ・ケネディ
040_UAF_DAY94_01.egpack,game_t00936,「おはよう。どうよＪＦＫは、\w慣れた？」,「おはよ。…\w…\w全然慣れないわ、\w迷いまくりよ」
040_UAF_DAY94_01.egpack,game_t00937,「おはよ。…\w…\w全然慣れないわ、\w迷いまくりよ」,「はは、\wやっぱ最初はそうだよな。ここもメシの時間がバラけてるから人の流れで探すのも難しいし」
040_UAF_DAY94_01.egpack,game_t00938,「はは、\wやっぱ最初はそうだよな。ここもメシの時間がバラけてるから人の流れで探すのも難しいし」,俺も最初に母艦勤務になったときは散々苦労したからな…\w…\w。
040_UAF_DAY94_01.egpack,game_t00939,俺も最初に母艦勤務になったときは散々苦労したからな…\w…\w。,他の艦とは規模も複雑さも桁違いだ。
040_UAF_DAY94_01.egpack,game_t00940,他の艦とは規模も複雑さも桁違いだ。,「やっぱりって…\w…\w分かってたなら迎えにぐらい来なさいよ！　食べ損ねるかと思ったわ！」
040_UAF_DAY94_01.egpack,game_t00941,「やっぱりって…\w…\w分かってたなら迎えにぐらい来なさいよ！　食べ損ねるかと思ったわ！」,…\w…\wって、\wマズい。結構本気で怒ってるなこりゃ。
040_UAF_DAY94_01.egpack,game_t00942,…\w…\wって、\wマズい。結構本気で怒ってるなこりゃ。,「わ、\w悪い。ただ、\w女性区画に男が迎えに行くってのも、\wちょっとなぁ…\w…\w」
040_UAF_DAY94_01.egpack,game_t00943,「わ、\w悪い。ただ、\w女性区画に男が迎えに行くってのも、\wちょっとなぁ…\w…\w」,「ちょっと、\w何？　え、\wやだなに変な勘違い？」
040_UAF_DAY94_01.egpack,game_t00944,「ちょっと、\w何？　え、\wやだなに変な勘違い？」,…\w…\w世の中の女どもはみんなこういう方向にネタを振るのが好きなのか…\w…\w。
040_UAF_DAY94_01.egpack,game_t00945,…\w…\w世の中の女どもはみんなこういう方向にネタを振るのが好きなのか…\w…\w。,「違えよ！　ほら、\w例の男女の揉め事がどーの。一応うるさいんだよ」
040_UAF_DAY94_01.egpack,game_t00946,「違えよ！　ほら、\w例の男女の揉め事がどーの。一応うるさいんだよ」,「…\w…\wああ。母艦勤務は変なトコがめんどくさいのね」
040_UAF_DAY94_01.egpack,game_t00947,「…\w…\wああ。母艦勤務は変なトコがめんどくさいのね」,おっかさん:ビッグマム
040_UAF_DAY94_01.egpack,game_t00948,「そうそう。それに、\wこれは『おっかさん』の教えでもある」,「…\w…\w…\w…\w？」
040_UAF_DAY94_01.egpack,game_t00949,「…\w…\w…\w…\w？」,「メシが掛かってりゃ、\w人間必死になって覚えるモンだ、\wってな」
040_UAF_DAY94_01.egpack,game_t00950,「メシが掛かってりゃ、\w人間必死になって覚えるモンだ、\wってな」,「…\w…\wビッグ・マム？」
040_UAF_DAY94_01.egpack,game_t00951,「…\w…\wビッグ・マム？」,「もちろん我らがママ、\wダリル・Ａ・マクマナス隊長のことさ」
040_UAF_DAY94_01.egpack,game_t00952,「もちろん我らがママ、\wダリル・Ａ・マクマナス隊長のことさ」,ああ偉大なるおっかさん、\wダリル・ザ・ビッグマム・マクマナス。
040_UAF_DAY94_01.egpack,game_t00953,ああ偉大なるおっかさん、\wダリル・ザ・ビッグマム・マクマナス。,ちなみにあの人の年齢、\w未だに分からないままなんだよな…\w…\w。
040_UAF_DAY94_01.egpack,game_t00954,ちなみにあの人の年齢、\w未だに分からないままなんだよな…\w…\w。,「…\w…\wま、\w言ってることは間違っちゃいないわね」
040_UAF_DAY94_01.egpack,game_t00955,「…\w…\wま、\w言ってることは間違っちゃいないわね」,こいつ、\w隊長の名前出すとおとなしくなるな。
040_UAF_DAY94_01.egpack,game_t00956,こいつ、\w隊長の名前出すとおとなしくなるな。,…\w…\wいいことでもあるけどヤバい兆候でもある。下手するとビッグマム２の誕生だぜ…\w…\w。
040_UAF_DAY94_01.egpack,game_t00957,…\w…\wいいことでもあるけどヤバい兆候でもある。下手するとビッグマム２の誕生だぜ…\w…\w。,「だろ？　すぐに慣れるから心配すんなって」
040_UAF_DAY94_01.egpack,game_t00958,「だろ？　すぐに慣れるから心配すんなって」,「…\w…\wなんか知らないけど、\w随分先輩風吹かせてくれるじゃない」
040_UAF_DAY94_01.egpack,game_t00959,「…\w…\wなんか知らないけど、\w随分先輩風吹かせてくれるじゃない」,「――え？」
040_UAF_DAY94_01.egpack,game_t00960,「――え？」,「昨日の話だと、\w別にずっと母艦付きだったわけじゃないんでしょ？　たった３ヶ月先行してるだけのクセに」
040_UAF_DAY94_01.egpack,game_t00961,「昨日の話だと、\w別にずっと母艦付きだったわけじゃないんでしょ？　たった３ヶ月先行してるだけのクセに」,「あー、\wまぁ、\wそうだな。逆に言えば慣れるのに３ヶ月も要らないって話でもあるんだけど」
040_UAF_DAY94_01.egpack,game_t00962,「あー、\wまぁ、\wそうだな。逆に言えば慣れるのに３ヶ月も要らないって話でもあるんだけど」,「…\w…\w…\w…\w」
040_UAF_DAY94_01.egpack,game_t00963,「…\w…\w…\w…\w」,…\w…\wちゃんと自分の経歴を説明しといた方がよさそうだな。
040_UAF_DAY94_01.egpack,game_t00964,…\w…\wちゃんと自分の経歴を説明しといた方がよさそうだな。,というかお互い、\wまだそんなことも話してないままだった。すっかり忘れてたよ。
040_UAF_DAY94_01.egpack,game_t00965,というかお互い、\wまだそんなことも話してないままだった。すっかり忘れてたよ。,「…\w…\wええとだな、\w一応母艦勤務は多かったんだよ。ＪＦＫは初めてだけどな」
040_UAF_DAY94_01.egpack,game_t00966,「…\w…\wええとだな、\w一応母艦勤務は多かったんだよ。ＪＦＫは初めてだけどな」,「…\w…\wあ、\wそうなの？」
040_UAF_DAY94_01.egpack,game_t00967,「…\w…\wあ、\wそうなの？」,「前はジョージ・ワシントンに乗ってたんだ。ニミッツ級の戦術機母艦な」
040_UAF_DAY94_01.egpack,game_t00968,「前はジョージ・ワシントンに乗ってたんだ。ニミッツ級の戦術機母艦な」,ニミッツ級はただでさえこの艦よりでかい上に、\wジョージ・ワシントンからは更に１割増しだしな。迷いやすさはＪＦＫより更に上だ。
040_UAF_DAY94_01.egpack,game_t00969,ニミッツ級はただでさえこの艦よりでかい上に、\wジョージ・ワシントンからは更に１割増しだしな。迷いやすさはＪＦＫより更に上だ。,エンタープライズ級と違って最初から空母じゃなく戦術機母艦として設計されてるから、\w戦術機の取り回しならよっぽどすっきりしてるんだが。
040_UAF_DAY94_01.egpack,game_t00970,エンタープライズ級と違って最初から空母じゃなく戦術機母艦として設計されてるから、\w戦術機の取り回しならよっぽどすっきりしてるんだが。,「へえ…\w…\wＧＷってことは東南アジアね」
040_UAF_DAY94_01.egpack,game_t00971,「へえ…\w…\wＧＷってことは東南アジアね」,お、\wさすがに詳しいな。
040_UAF_DAY94_01.egpack,game_t00972,お、\wさすがに詳しいな。,「そうそう、\wヤンキー・ステーション――洋上配置ってやつさ。上陸することはほとんどなかったけどな」
040_UAF_DAY94_01.egpack,game_t00973,「そうそう、\wヤンキー・ステーション――洋上配置ってやつさ。上陸することはほとんどなかったけどな」,「…\w…\wそりゃそっか、\w正規母艦付きなら」
040_UAF_DAY94_01.egpack,game_t00974,「…\w…\wそりゃそっか、\w正規母艦付きなら」,ん？　なんだか微妙な顔してるな。…\w…\wまあいいか。
040_UAF_DAY94_01.egpack,game_t00975,ん？　なんだか微妙な顔してるな。…\w…\wまあいいか。,「…\w…\w確か、\wリリアもフィリピンだったんだよな。俺らも結構寄港してたんだぜ？」
040_UAF_DAY94_01.egpack,game_t00976,「…\w…\w確か、\wリリアもフィリピンだったんだよな。俺らも結構寄港してたんだぜ？」,「んー、\w私たちがフィリピンに移ったのは最近…\w…\wって言うのももう変だけど、\w今年の頭からよ」
040_UAF_DAY94_01.egpack,game_t00977,「んー、\w私たちがフィリピンに移ったのは最近…\w…\wって言うのももう変だけど、\w今年の頭からよ」,「記憶にある限りＧＷが寄港したことは無かったわね」
040_UAF_DAY94_01.egpack,game_t00978,「記憶にある限りＧＷが寄港したことは無かったわね」,「え？　確かに今年に入ってからだと、\wそうだな…\w…\w」
040_UAF_DAY94_01.egpack,game_t00979,「え？　確かに今年に入ってからだと、\wそうだな…\w…\w」,「バビロン発令の後は結構再配置多かったじゃない。元々米軍は大西洋側に偏ってたし」
040_UAF_DAY94_01.egpack,game_t00980,「バビロン発令の後は結構再配置多かったじゃない。元々米軍は大西洋側に偏ってたし」,「あ、\wそういうことか。俺らのバビロン配置はヨコスカで近かったから、\wつい」
040_UAF_DAY94_01.egpack,game_t00981,「あ、\wそういうことか。俺らのバビロン配置はヨコスカで近かったから、\wつい」,「私も元は大西洋よ。任官してからずっとポーツマスだったから。あ、\w英国の方のね」
040_UAF_DAY94_01.egpack,game_t00982,「私も元は大西洋よ。任官してからずっとポーツマスだったから。あ、\w英国の方のね」,「英国…\w…\wってことはもしかして、\wドーバーとかノルマンディとか！？」
040_UAF_DAY94_01.egpack,game_t00983,「英国…\w…\wってことはもしかして、\wドーバーとかノルマンディとか！？」,「そうよ、\w英国海軍や欧州連合と一緒だったし。揚陸作戦ばっかやってたわ」
040_UAF_DAY94_01.egpack,game_t00984,「そうよ、\w英国海軍や欧州連合と一緒だったし。揚陸作戦ばっかやってたわ」,バビロン前の人類が抱えてた最前線のひとつじゃないか…\w…\w。
040_UAF_DAY94_01.egpack,game_t00985,バビロン前の人類が抱えてた最前線のひとつじゃないか…\w…\w。,もしかして、\w俺なんかより全然実戦経験も多いんじゃないか？
040_UAF_DAY94_01.egpack,game_t00986,もしかして、\w俺なんかより全然実戦経験も多いんじゃないか？,米軍:・・
040_UAF_DAY94_01.egpack,game_t00987,それに、\wそんな最前線に配置される米軍衛士ってことは…\w…\w。,「あのモン・サン・ミシェル要塞にいたこともあるんだから」
040_UAF_DAY94_01.egpack,game_t00988,「あのモン・サン・ミシェル要塞にいたこともあるんだから」,おいおい、\wあっけらかんと言うもんだな…\w…\w。最前線ってより敵中橋頭堡だぜあそこは。
040_UAF_DAY94_01.egpack,game_t00989,おいおい、\wあっけらかんと言うもんだな…\w…\w。最前線ってより敵中橋頭堡だぜあそこは。,「ダリル隊長の読みは大当たり、\wってやつか…\w…\w」
040_UAF_DAY94_01.egpack,game_t00990,「ダリル隊長の読みは大当たり、\wってやつか…\w…\w」,「え、\w何が？」
040_UAF_DAY94_01.egpack,game_t00991,「え、\w何が？」,「言ってたろ？\w　『乗れるクチ』ってやつだよ。。リリア、\wちなみに聞くけどポジションは？」
040_UAF_DAY94_01.egpack,game_t00992,「言ってたろ？\w　『乗れるクチ』ってやつだよ。。リリア、\wちなみに聞くけどポジションは？」,「ふっふっふ…\w…\w良くぞ聞いてくれました」
040_UAF_DAY94_01.egpack,game_t00993,「ふっふっふ…\w…\w良くぞ聞いてくれました」,第５３６戦術機隊:ブラディ・ナイトメア
040_UAF_DAY94_01.egpack,game_t00994,「第５３６戦術機隊の強襲掃討とは私のことよ」,げえ、\wイメージどおり過ぎる。
040_UAF_DAY94_01.egpack,game_t00995,げえ、\wイメージどおり過ぎる。,隊長も突撃前衛上がりだしな…\w…\w強襲掃討とは気が合いそうだ…\w…\w。
040_UAF_DAY94_01.egpack,game_t00996,隊長も突撃前衛上がりだしな…\w…\w強襲掃討とは気が合いそうだ…\w…\w。,「やっぱ海兵隊の上陸は制圧が華でしょ？　特にウチの突撃前衛と組んで…\w…\w」
040_UAF_DAY94_01.egpack,game_t00997,「やっぱ海兵隊の上陸は制圧が華でしょ？　特にウチの突撃前衛と組んで…\w…\w」,あれ、\wどうしたんだ？
040_UAF_DAY94_01.egpack,game_t00998,あれ、\wどうしたんだ？,…\w…\wってそうか、\w５３６戦術機隊の連中はリリアと同じ船に…\w…\w。
040_UAF_DAY94_01.egpack,game_t00999,…\w…\wってそうか、\w５３６戦術機隊の連中はリリアと同じ船に…\w…\w。,また地雷踏んじまったかな…\w…\w。
040_UAF_DAY94_01.egpack,game_t01000,また地雷踏んじまったかな…\w…\w。,「…\w…\wまあ、\wそれはいいんだけど…\w…\wそういうウィルは？」
040_UAF_DAY94_01.egpack,game_t01001,「…\w…\wまあ、\wそれはいいんだけど…\w…\wそういうウィルは？」,「え？　何が？」
040_UAF_DAY94_01.egpack,game_t01002,「え？　何が？」,「だからポジションよ。鈍い男ね」
040_UAF_DAY94_01.egpack,game_t01003,「だからポジションよ。鈍い男ね」,「あ、\wああ、\w俺は砲撃支援だよ。地味で鈍くて悪いな」
040_UAF_DAY94_01.egpack,game_t01004,「あ、\wああ、\w俺は砲撃支援だよ。地味で鈍くて悪いな」,「地味？　砲撃支援が？　指揮官候補の定位置じゃない」
040_UAF_DAY94_01.egpack,game_t01005,「地味？　砲撃支援が？　指揮官候補の定位置じゃない」,「ん、\wいやそりゃそうだけどさ」
040_UAF_DAY94_01.egpack,game_t01006,「ん、\wいやそりゃそうだけどさ」,戦況全体を把握して的確に火力支援を送る、\wそれが砲撃支援の勤めだ。
040_UAF_DAY94_01.egpack,game_t01007,戦況全体を把握して的確に火力支援を送る、\wそれが砲撃支援の勤めだ。,砲撃支援が必ずしも指揮官候補ってワケじゃないが、\w実際戦域管制なんかもやってみたかったんだよな。
040_UAF_DAY94_01.egpack,game_t01008,砲撃支援が必ずしも指揮官候補ってワケじゃないが、\w実際戦域管制なんかもやってみたかったんだよな。,「ふーん…\w…\wウィルって、\w頼れる男、\wってヤツなんだ」
040_UAF_DAY94_01.egpack,game_t01009,「ふーん…\w…\wウィルって、\w頼れる男、\wってヤツなんだ」,…\w…\wえ？
040_UAF_DAY94_01.egpack,game_t01010,…\w…\wえ？,「え、\wそうだな、\wまあ、\wその…\w…\w」
040_UAF_DAY94_01.egpack,game_t01011,「え、\wそうだな、\wまあ、\wその…\w…\w」,「…\w…\w鈍いくせにね。その察しの悪さで支援ポジションってのはある意味すごいわよホント」
040_UAF_DAY94_01.egpack,game_t01012,「…\w…\w鈍いくせにね。その察しの悪さで支援ポジションってのはある意味すごいわよホント」,…\w…\wげふ。
040_UAF_DAY94_01.egpack,game_t01013,…\w…\wげふ。,そういうことですか。
040_UAF_DAY94_01.egpack,game_t01014,そういうことですか。,「そ、\wそうか…\w…\w隊長にもよく言われるんだよなそれ…\w…\w」
040_UAF_DAY94_01.egpack,game_t01015,「そ、\wそうか…\w…\w隊長にもよく言われるんだよなそれ…\w…\w」,「…\w…\w自覚無いってこと？」
040_UAF_DAY94_01.egpack,game_t01016,「…\w…\w自覚無いってこと？」,「…\w…\wらしい。それこそ自分じゃ分からないもんだよ」
040_UAF_DAY94_01.egpack,game_t01017,「…\w…\wらしい。それこそ自分じゃ分からないもんだよ」,「うわ、\w開き直ってるんだ」
040_UAF_DAY94_01.egpack,game_t01018,「うわ、\w開き直ってるんだ」,痛いところを突いてくるな…\w…\w。
040_UAF_DAY94_01.egpack,game_t01019,痛いところを突いてくるな…\w…\w。,でも機嫌は直ったみたいだし、\wこれで良しとするか。
040_UAF_DAY94_01.egpack,game_t01020,でも機嫌は直ったみたいだし、\wこれで良しとするか。,「…\w…\wほ、\wほら、\wメシ冷めちまうから食おうぜ」
040_UAF_DAY94_01.egpack,game_t01021,「…\w…\wほ、\wほら、\wメシ冷めちまうから食おうぜ」,「ま、\wそーゆーことにしときましょうか」
040_UAF_DAY94_01.egpack,game_t01022,「ま、\wそーゆーことにしときましょうか」,「それにしても、\wこれも驚きね」
040_UAF_DAY94_01.egpack,game_t01023,「それにしても、\wこれも驚きね」,「ん、\w何が？」
040_UAF_DAY94_01.egpack,game_t01024,「ん、\w何が？」,「この食事よ。もう３ヶ月なんでしょ？　母艦が普段からそれぐらい長く海に出るのは知ってたけど」
040_UAF_DAY94_01.egpack,game_t01025,「この食事よ。もう３ヶ月なんでしょ？　母艦が普段からそれぐらい長く海に出るのは知ってたけど」,ああ、\wそういうことか。
040_UAF_DAY94_01.egpack,game_t01026,ああ、\wそういうことか。,「さすがにそろそろ、\wこう…\w…\wもっとヒドいのが出る頃だと思ってた。Ｄ型ミールとか」
040_UAF_DAY94_01.egpack,game_t01027,「さすがにそろそろ、\wこう…\w…\wもっとヒドいのが出る頃だと思ってた。Ｄ型ミールとか」,Ｄ型…\w…\wあれほとんど携行糧食だよな。
040_UAF_DAY94_01.egpack,game_t01028,Ｄ型…\w…\wあれほとんど携行糧食だよな。,確かにアレが毎日出たら死ぬわ。食は人間が人間らしく生きていくための最重要項目だからな。
040_UAF_DAY94_01.egpack,game_t01029,確かにアレが毎日出たら死ぬわ。食は人間が人間らしく生きていくための最重要項目だからな。,「ん…\w…\wいくら母艦でもこんなに長く完全無補給ってのはあんまやらないけどな」
040_UAF_DAY94_01.egpack,game_t01030,「ん…\w…\wいくら母艦でもこんなに長く完全無補給ってのはあんまやらないけどな」,「艦は原子力でも、\w人も戦術機も腹は減るわけだし」
040_UAF_DAY94_01.egpack,game_t01031,「艦は原子力でも、\w人も戦術機も腹は減るわけだし」,原子力母艦は航行用の燃料こそ不要だが、\w普通なら補給艦と会合して物資や戦術機用推進剤の洋上補給を受けるのが常だ。
040_UAF_DAY94_01.egpack,game_t01032,原子力母艦は航行用の燃料こそ不要だが、\w普通なら補給艦と会合して物資や戦術機用推進剤の洋上補給を受けるのが常だ。,それにユーラシア沿岸部の展開が基本だったから、\w寄港先にも困らなかったしな。
040_UAF_DAY94_01.egpack,game_t01033,それにユーラシア沿岸部の展開が基本だったから、\w寄港先にも困らなかったしな。,「ただ、\w今回は元々長期化に備えて食糧や生活物資優先で詰め込んでたからね。まだ余裕はあるよ」
040_UAF_DAY94_01.egpack,game_t01034,「ただ、\w今回は元々長期化に備えて食糧や生活物資優先で詰め込んでたからね。まだ余裕はあるよ」,「もちろん私たちの艦もそうしたけど、\wさすがに母艦は桁違いってトコね…\w…\w」
040_UAF_DAY94_01.egpack,game_t01035,「もちろん私たちの艦もそうしたけど、\wさすがに母艦は桁違いってトコね…\w…\w」,「まあな。…\w…\wあと、\w追加で輸送船１隻拾えたのも助かってるよ。それに…\w…\w」
040_UAF_DAY94_01.egpack,game_t01036,「まあな。…\w…\wあと、\w追加で輸送船１隻拾えたのも助かってるよ。それに…\w…\w」,「それに？」
040_UAF_DAY94_01.egpack,game_t01037,「それに？」,しまった…\w…\wまた地雷だ、\wこれ。
040_UAF_DAY94_01.egpack,game_t01038,しまった…\w…\wまた地雷だ、\wこれ。,でも、\wここで黙るのもわざとらしいよなあ…\w…\w。
040_UAF_DAY94_01.egpack,game_t01039,でも、\wここで黙るのもわざとらしいよなあ…\w…\w。,「…\w…\wその。集まった艦から合流した人員足しても、\wまだ規定の乗員より少ないしな」
040_UAF_DAY94_01.egpack,game_t01040,「…\w…\wその。集まった艦から合流した人員足しても、\wまだ規定の乗員より少ないしな」,「…\w…\wそっか」
040_UAF_DAY94_01.egpack,game_t01041,「…\w…\wそっか」,「…\w…\w…\w…\w」
040_UAF_DAY94_01.egpack,game_t01042,「…\w…\w…\w…\w」,「…\w…\wあれ。何か気にしてる？」
040_UAF_DAY94_01.egpack,game_t01043,「…\w…\wあれ。何か気にしてる？」,「いや、\wそういうわけじゃないんだけど…\w…\w」
040_UAF_DAY94_01.egpack,game_t01044,「いや、\wそういうわけじゃないんだけど…\w…\w」,この手の話は避けられないんだよなあ…\w…\w。どんな話題からでも何処かしら当たっちまうし。
040_UAF_DAY94_01.egpack,game_t01045,この手の話は避けられないんだよなあ…\w…\w。どんな話題からでも何処かしら当たっちまうし。,「あのね、\w死んだ仲間の分まで食べて生き抜く、\wって基本じゃない？　いちいち気にしてたら飢えて死んじゃうわよ」
040_UAF_DAY94_01.egpack,game_t01046,「あのね、\w死んだ仲間の分まで食べて生き抜く、\wって基本じゃない？　いちいち気にしてたら飢えて死んじゃうわよ」,…\w…\wさすが、\w前線帰り（帰って無いけど）だな。
040_UAF_DAY94_01.egpack,game_t01047,…\w…\wさすが、\w前線帰り（帰って無いけど）だな。,最近自分の船を失ったばかりで、\wこういう話は気にするかと思ったんだけど。
040_UAF_DAY94_01.egpack,game_t01048,最近自分の船を失ったばかりで、\wこういう話は気にするかと思ったんだけど。,「…\w…\wん、\wリリアがそう思えてるなら、\wそれでいいよ」
040_UAF_DAY94_01.egpack,game_t01049,「…\w…\wん、\wリリアがそう思えてるなら、\wそれでいいよ」,配慮してし過ぎる、\wってことはないだろうしな。
040_UAF_DAY94_01.egpack,game_t01050,配慮してし過ぎる、\wってことはないだろうしな。,「…\w…\wえ？」
040_UAF_DAY94_01.egpack,game_t01051,「…\w…\wえ？」,「…\w…\wあ、\wそゆこと？」
040_UAF_DAY94_01.egpack,game_t01052,「…\w…\wあ、\wそゆこと？」,「…\w…\w…\w…\w」
040_UAF_DAY94_01.egpack,game_t01053,「…\w…\w…\w…\w」,「…\w…\wありがとね」
040_UAF_DAY94_01.egpack,game_t01054,「…\w…\wありがとね」,「…\w…\wおう」
040_UAF_DAY94_01.egpack,game_t01055,「…\w…\wおう」,…\w…\w気まずい。
040_UAF_DAY94_01.egpack,game_t01056,…\w…\w気まずい。,配慮に気づかれた上に、\w正面から礼を言われるとはな…\w…\w。
040_UAF_DAY94_01.egpack,game_t01057,配慮に気づかれた上に、\w正面から礼を言われるとはな…\w…\w。,多分、\w俺の方が余計な気を回しすぎなんだろうけどさ…\w…\w。
040_UAF_DAY94_01.egpack,game_t01058,多分、\w俺の方が余計な気を回しすぎなんだろうけどさ…\w…\w。,「ま、\wヨコハマで積んだから合成食ばっかだけどな。調理の仕方で結構食えるモンだろ？」
040_UAF_DAY94_01.egpack,game_t01059,「ま、\wヨコハマで積んだから合成食ばっかだけどな。調理の仕方で結構食えるモンだろ？」,…\w…\wよし、\w我ながらナイスな話題転換。
040_UAF_DAY94_01.egpack,game_t01060,…\w…\wよし、\w我ながらナイスな話題転換。,「…\w…\wあら、\w合成食珍しいの？　羨ましい話ねえ」
040_UAF_DAY94_01.egpack,game_t01061,「…\w…\wあら、\w合成食珍しいの？　羨ましい話ねえ」,「え？」
040_UAF_DAY94_01.egpack,game_t01062,「え？」,「別にいいんだけどさ。欧州人は結構アレンジ上手くて気にならなかったし。英国人以外は」
040_UAF_DAY94_01.egpack,game_t01063,「別にいいんだけどさ。欧州人は結構アレンジ上手くて気にならなかったし。英国人以外は」,そ、\wそうか。欧州の前線で天然食三昧なワケないよな…\w…\w。
040_UAF_DAY94_01.egpack,game_t01064,そ、\wそうか。欧州の前線で天然食三昧なワケないよな…\w…\w。,「そ、\wそうか。そうだよな。はは」
040_UAF_DAY94_01.egpack,game_t01065,「そ、\wそうか。そうだよな。はは」,「…\w…\wウィル、\wやっぱり空気読めないって言われるでしょ」
040_UAF_DAY94_01.egpack,game_t01066,「…\w…\wウィル、\wやっぱり空気読めないって言われるでしょ」,…\w…\wって違う。これ、\w逆に俺が気を使われてるんだ…\w…\w。ちゃんと話題変わってるもんな。
040_UAF_DAY94_01.egpack,game_t01067,…\w…\wって違う。これ、\w逆に俺が気を使われてるんだ…\w…\w。ちゃんと話題変わってるもんな。,ここはありがたく流れに乗っておこう。
